t_s,L_angle_deg,R_angle_deg,L_cmd_Nm,R_cmd_Nm,L_est_Nm,R_est_Nm,L_vel_dps,R_vel_dps,L_pwr_W,R_pwr_W,gait_freq_Hz
91.340,-97.000,-21.790,0.0000,0.0000,0.0000,0.0000,0.000,-0.200,0.0000,-0.0000,2.500
91.390,-97.000,-21.740,0.0000,0.0000,0.0000,0.0000,0.000,0.900,0.0000,0.0000,2.500
91.440,-97.000,-21.670,0.0000,0.0000,0.0000,0.0000,0.000,-3.100,0.0000,-0.0000,2.500
91.490,-97.000,-21.730,0.0000,0.0000,0.0000,0.0000,0.000,-2.000,0.0000,-0.0000,2.500
91.540,-97.000,-21.720,0.0000,0.0000,0.0000,0.0000,0.000,12.100,0.0000,0.0000,2.500
91.590,-97.000,-21.450,0.0000,0.0000,0.0000,0.0000,0.000,5.600,0.0000,0.0000,2.500
91.640,-97.000,-21.940,0.0000,0.0000,0.0000,0.0000,0.000,2.400,0.0000,0.0000,2.500
91.690,-97.000,-22.910,0.0000,0.0000,0.0000,0.0000,0.000,20.500,0.0000,0.0000,2.500
91.740,-97.000,-22.670,0.0000,0.0000,0.0000,0.0000,0.000,4.000,0.0000,0.0000,2.500
91.790,-97.000,-19.960,0.0000,0.0000,0.0000,0.0000,0.000,48.800,0.0000,0.0000,2.500
91.840,-97.000,-18.650,0.0000,0.0000,0.0000,0.0000,0.000,28.100,0.0000,0.0000,2.500
91.890,-97.000,-16.290,0.0000,0.0000,0.0000,0.0000,0.000,2.100,0.0000,0.0000,2.500
91.940,-97.000,-11.560,0.0000,0.0000,0.0000,0.0000,0.000,68.100,0.0000,0.0000,2.500
91.990,-97.000,-8.650,0.0000,0.0000,0.0000,0.0000,0.000,85.500,0.0000,0.0000,2.500
92.040,-97.000,-5.010,0.0000,0.0000,0.0000,0.0000,0.000,74.600,0.0000,0.0000,2.500
92.090,-97.000,-4.240,0.0000,0.0000,0.0000,0.0000,0.000,36.300,0.0000,0.0000,2.500
92.140,-97.000,-2.140,0.0000,0.0000,0.0000,0.0000,0.000,89.000,0.0000,0.0000,2.500
92.190,-97.000,1.720,0.0000,0.0000,0.0000,0.0000,0.000,43.300,0.0000,0.0000,2.500
92.240,-97.000,0.910,0.0000,0.0000,0.0000,0.0000,0.000,-54.100,0.0000,-0.0000,2.500
92.290,-97.000,-2.890,0.0000,0.0000,0.0000,0.0000,0.000,-98.000,0.0000,-0.0000,2.500
92.340,-97.000,-6.900,0.0000,0.0000,0.0000,0.0000,0.000,-19.800,0.0000,-0.0000,2.500
92.390,-97.000,-7.430,0.0000,0.0000,0.0000,0.0000,0.000,-18.100,0.0000,-0.0000,2.500
92.440,-97.000,-12.820,0.0000,0.0000,0.0000,0.0000,0.000,-93.100,0.0000,-0.0000,2.500
92.490,-97.000,-15.970,0.0000,0.0000,0.0000,0.0000,0.000,-22.200,0.0000,-0.0000,2.500
92.540,-97.000,-16.700,0.0000,0.0000,0.0000,0.0000,0.000,-43.000,0.0000,-0.0000,2.500
92.590,-97.000,-18.660,0.0000,0.0000,0.0000,0.0000,0.000,-4.300,0.0000,-0.0000,2.500
92.640,-97.000,-23.120,0.0000,0.0000,0.0000,0.0000,0.000,-57.900,0.0000,-0.0000,2.500
92.690,-97.000,-23.730,0.0000,0.0000,0.0000,0.0000,0.000,47.300,0.0000,0.0000,2.500
92.740,-97.000,-16.320,0.0000,0.0000,0.0000,0.0000,0.000,262.600,0.0000,0.0000,2.500
92.790,-97.000,8.170,0.0000,0.0000,0.0000,0.0000,0.000,468.900,0.0000,0.0000,2.500
92.840,-97.000,23.570,0.0000,0.0000,0.0000,0.0000,0.000,140.400,0.0000,0.0000,2.500
92.890,-97.000,27.460,0.0000,0.0000,0.0000,0.0000,0.000,62.700,0.0000,0.0000,2.500
92.940,-97.000,28.330,0.0000,0.0000,0.0000,0.0000,0.000,-24.600,0.0000,-0.0000,2.500
92.990,-97.000,20.320,0.0000,0.0000,0.0000,0.0000,0.000,-212.700,0.0000,-0.0000,2.500
93.040,-97.000,8.620,0.0000,0.0000,0.0000,0.0000,0.000,-329.300,0.0000,-0.0000,2.500
93.090,-97.000,-6.020,0.0000,0.0000,0.0000,0.0000,0.000,-230.800,0.0000,-0.0000,2.500
93.140,-97.000,-18.200,0.0000,0.0000,0.0000,0.0000,0.000,-170.000,0.0000,-0.0000,2.500
93.190,-97.000,-22.270,0.0000,0.0000,0.0000,0.0000,0.000,-26.300,0.0000,-0.0000,2.500
93.240,-97.000,-21.890,0.0000,0.0000,0.0000,0.0000,0.000,42.400,0.0000,0.0000,2.500
93.290,-97.000,-11.900,0.0000,0.0000,0.0000,0.0000,0.000,329.000,0.0000,0.0000,2.500
93.340,-97.000,11.090,0.0000,0.0000,0.0000,0.0000,0.000,434.300,0.0000,0.0000,2.500
93.390,-97.000,21.970,0.0000,0.0000,0.0000,0.0000,0.000,109.100,0.0000,0.0000,2.500
93.440,-97.000,24.140,0.0000,0.0000,0.0000,0.0000,0.000,38.800,0.0000,0.0000,2.500
93.490,-97.000,26.420,0.0000,0.0000,0.0000,0.0000,0.000,71.400,0.0000,0.0000,2.500
93.540,-97.000,27.000,0.0000,0.0000,0.0000,0.0000,0.000,-70.900,0.0000,-0.0000,2.500
93.590,-97.000,21.100,0.0000,0.0000,0.0000,0.0000,0.000,-229.500,0.0000,-0.0000,2.500
93.640,-97.000,13.440,0.0000,0.0000,0.0000,0.0000,0.000,-141.800,0.0000,-0.0000,2.500
93.690,-97.000,3.460,0.0000,0.0000,0.0000,0.0000,0.000,-199.600,0.0000,-0.0000,2.500
93.740,-97.000,-1.840,0.0000,0.0000,0.0000,0.0000,0.000,-67.500,0.0000,-0.0000,2.500
93.790,-97.000,-5.710,0.0000,0.0000,0.0000,0.0000,0.000,-67.700,0.0000,-0.0000,2.500
93.840,-97.000,-16.810,0.0000,0.0000,0.0000,0.0000,0.000,-441.800,0.0000,-0.0000,2.500
93.890,-97.000,-32.670,0.0000,0.0000,0.0000,0.0000,0.000,-221.700,0.0000,-0.0000,2.500
93.940,-97.000,-42.760,0.0000,0.0000,0.0000,0.0000,0.000,-303.100,0.0000,-0.0000,2.500
93.990,-97.000,-59.950,0.0000,0.0000,0.0000,0.0000,0.000,-241.000,0.0000,-0.0000,2.500
94.040,-97.000,-68.960,0.0000,0.0000,0.0000,0.0000,0.000,-89.700,0.0000,-0.0000,2.500
94.090,-97.000,-73.490,0.0000,0.0000,0.0000,0.0000,0.000,-89.100,0.0000,-0.0000,2.500
94.140,-97.000,-74.880,0.0000,0.0000,0.0000,0.0000,0.000,-7.100,0.0000,-0.0000,2.500
94.190,-97.000,-74.210,0.0000,0.0000,0.0000,0.0000,0.000,11.000,0.0000,0.0000,2.500
94.240,-97.000,-73.060,0.0000,0.0000,0.0000,0.0000,0.000,36.900,0.0000,0.0000,2.500
94.290,-97.000,-70.940,0.0000,0.0000,0.0000,0.0000,0.000,61.500,0.0000,0.0000,2.500
94.340,-97.000,-67.620,0.0000,0.0000,0.0000,0.0000,0.000,70.100,0.0000,0.0000,2.500
94.390,-97.000,-61.880,0.0000,0.0000,0.0000,0.0000,0.000,107.300,0.0000,0.0000,2.500
94.440,-97.000,-56.510,0.0000,0.0000,0.0000,0.0000,0.000,139.500,0.0000,0.0000,2.500
94.490,-97.000,-51.690,0.0000,0.0000,0.0000,0.0000,0.000,171.800,0.0000,0.0000,2.500
94.540,-97.000,-43.940,0.0000,0.0000,0.0000,0.0000,0.000,57.700,0.0000,0.0000,2.500
94.590,-97.000,-40.870,0.0000,0.0000,0.0000,0.0000,0.000,63.700,0.0000,0.0000,2.500
94.640,-97.000,-37.490,0.0000,0.0000,0.0000,0.0000,0.000,84.500,0.0000,0.0000,2.500
94.690,-97.000,-30.650,0.0000,0.0000,0.0000,0.0000,0.000,134.000,0.0000,0.0000,2.500
94.740,-97.000,-22.210,0.0000,0.0000,0.0000,0.0000,0.000,144.600,0.0000,0.0000,2.500
94.790,-97.000,-20.870,0.0000,0.0000,0.0000,0.0000,0.000,-14.000,0.0000,-0.0000,2.500
94.840,-97.000,-20.780,0.0000,0.0000,0.0000,0.0000,0.000,25.200,0.0000,0.0000,2.500
94.890,-97.000,-20.990,0.0000,0.0000,0.0000,0.0000,0.000,17.400,0.0000,0.0000,2.500
94.940,-97.000,-20.600,0.0000,0.0000,0.0000,0.0000,0.000,1.000,0.0000,0.0000,2.500
94.990,-97.000,-21.620,0.0000,0.0000,0.0000,0.0000,0.000,-47.200,0.0000,-0.0000,2.500
95.040,-97.000,-24.750,0.0000,0.0000,0.0000,0.0000,0.000,-68.400,0.0000,-0.0000,2.500
95.090,-97.000,-28.650,0.0000,0.0000,0.0000,0.0000,0.000,-75.900,0.0000,-0.0000,2.500
95.140,-97.000,-31.730,0.0000,0.0000,0.0000,0.0000,0.000,-54.400,0.0000,-0.0000,2.500
95.190,-97.000,-33.710,0.0000,0.0000,0.0000,0.0000,0.000,-43.300,0.0000,-0.0000,2.500
95.240,-97.000,-32.900,0.0000,0.0000,0.0000,0.0000,0.000,24.200,0.0000,0.0000,2.500
95.290,-97.000,-34.250,0.0000,0.0000,0.0000,0.0000,0.000,-52.600,0.0000,-0.0000,2.500
95.340,-97.000,-35.860,0.0000,0.0000,0.0000,0.0000,0.000,-50.200,0.0000,-0.0000,2.500
95.390,-97.000,-38.040,0.0000,0.0000,0.0000,0.0000,0.000,-23.100,0.0000,-0.0000,2.500
95.440,-97.000,-38.110,0.0000,0.0000,0.0000,0.0000,0.000,-3.500,0.0000,-0.0000,2.500
95.490,-97.000,-38.480,0.0000,0.0000,0.0000,0.0000,0.000,0.400,0.0000,0.0000,2.500
95.540,-97.000,-39.210,0.0000,0.0000,0.0000,0.0000,0.000,-9.500,0.0000,-0.0000,2.500
95.590,-97.000,-41.890,0.0000,0.0000,0.0000,0.0000,0.000,-39.400,0.0000,-0.0000,2.500
95.640,-97.000,-42.570,0.0000,0.0000,0.0000,0.0000,0.000,-1.500,0.0000,-0.0000,2.500
95.690,-97.000,-42.460,0.0000,0.0000,0.0000,0.0000,0.000,-0.200,0.0000,-0.0000,2.500
95.740,-97.000,-42.570,0.0000,0.0000,0.0000,0.0000,0.000,-5.500,0.0000,-0.0000,2.500
95.790,-97.000,-42.300,0.0000,0.0000,0.0000,0.0000,0.000,10.900,0.0000,0.0000,2.500
95.840,-97.000,-41.990,0.0000,0.0000,0.0000,0.0000,0.000,-2.400,0.0000,-0.0000,2.500
95.890,-97.000,-42.210,0.0000,0.0000,0.0000,0.0000,0.000,-3.100,0.0000,-0.0000,2.500
95.940,-97.000,-42.520,0.0000,0.0000,0.0000,0.0000,0.000,-6.700,0.0000,-0.0000,2.500
95.990,-97.000,-42.750,0.0000,0.0000,0.0000,0.0000,0.000,-2.400,0.0000,-0.0000,2.500
96.040,-97.000,-42.780,0.0000,0.0000,0.0000,0.0000,0.000,-1.700,0.0000,-0.0000,2.500
96.090,-97.000,-42.870,0.0000,0.0000,0.0000,0.0000,0.000,-2.100,0.0000,-0.0000,2.500
96.140,-97.000,-43.030,0.0000,0.0000,0.0000,0.0000,0.000,-5.400,0.0000,-0.0000,2.500
96.190,-97.000,-43.230,0.0000,0.0000,0.0000,0.0000,0.000,-2.600,0.0000,-0.0000,2.500
96.240,-97.000,-43.240,0.0000,0.0000,0.0000,0.0000,0.000,-1.200,0.0000,-0.0000,2.500
96.290,-97.000,-43.150,0.0000,0.0000,0.0000,0.0000,0.000,-5.600,0.0000,-0.0000,2.500
96.340,-97.000,-43.310,0.0000,0.0000,0.0000,0.0000,0.000,-0.600,0.0000,-0.0000,2.500
96.390,-97.000,-43.190,0.0000,0.0000,0.0000,0.0000,0.000,-1.200,0.0000,-0.0000,2.500
96.440,-97.000,-42.930,0.0000,0.0000,0.0000,0.0000,0.000,11.400,0.0000,0.0000,2.500
96.490,-97.000,-44.020,0.0000,0.0000,0.0000,0.0000,0.000,-61.600,0.0000,-0.0000,2.500
96.540,-97.000,-43.970,0.0000,0.0000,0.0000,0.0000,0.000,91.700,0.0000,0.0000,2.500
96.590,-97.000,-46.440,0.0000,0.0000,0.0000,0.0000,0.000,-112.500,0.0000,-0.0000,2.500
96.640,-97.000,-45.730,0.0000,0.0000,0.0000,0.0000,0.000,-7.700,0.0000,-0.0000,2.500
96.690,-97.000,-38.760,0.0000,0.0000,0.0000,0.0000,0.000,68.300,0.0000,0.0000,2.500
96.740,-97.000,-35.750,0.0000,0.0000,0.0000,0.0000,0.000,46.600,0.0000,0.0000,2.500
96.790,-97.000,-34.460,0.0000,0.0000,0.0000,0.0000,0.000,-2.400,0.0000,-0.0000,2.500
96.840,-97.000,-34.450,0.0000,0.0000,0.0000,0.0000,0.000,0.200,0.0000,0.0000,2.500
96.890,-97.000,-34.080,0.0000,0.0000,0.0000,0.0000,0.000,1.000,0.0000,0.0000,2.500
96.940,-97.000,-34.360,0.0000,0.0000,0.0000,0.0000,0.000,-11.500,0.0000,-0.0000,2.500
96.990,-97.000,-34.510,0.0000,0.0000,0.0000,0.0000,0.000,1.800,0.0000,0.0000,2.500
97.040,-97.000,-34.330,0.0000,0.0000,0.0000,0.0000,0.000,8.100,0.0000,0.0000,2.500
97.090,-97.000,-34.170,0.0000,0.0000,0.0000,0.0000,0.000,0.800,0.0000,0.0000,2.500
97.140,-97.000,-34.040,0.0000,0.0000,0.0000,0.0000,0.000,2.300,0.0000,0.0000,2.500
97.190,-97.000,-34.100,0.0000,0.0000,0.0000,0.0000,0.000,0.700,0.0000,0.0000,2.500
97.240,-97.000,-33.840,0.0000,0.0000,0.0000,0.0000,0.000,5.600,0.0000,0.0000,2.500
97.290,-97.000,-33.190,0.0000,0.0000,0.0000,0.0000,0.000,21.700,0.0000,0.0000,2.500
97.340,-97.000,-32.360,0.0000,0.0000,0.0000,0.0000,0.000,13.100,0.0000,0.0000,2.500
97.390,-97.000,-30.660,0.0000,0.0000,0.0000,0.0000,0.000,33.700,0.0000,0.0000,2.500
97.440,-97.000,-30.080,0.0000,0.0000,0.0000,0.0000,0.000,8.700,0.0000,0.0000,2.500
97.490,-97.000,-30.530,0.0000,0.0000,0.0000,0.0000,0.000,-26.000,0.0000,-0.0000,2.500
97.540,-97.000,-31.900,0.0000,0.0000,0.0000,0.0000,0.000,-22.300,0.0000,-0.0000,2.500
97.590,-97.000,-33.000,0.0000,0.0000,0.0000,0.0000,0.000,-15.400,0.0000,-0.0000,2.500
97.640,-97.000,-33.510,0.0000,0.0000,0.0000,0.0000,0.000,-14.200,0.0000,-0.0000,2.500
97.690,-97.000,-33.890,0.0000,0.0000,0.0000,0.0000,0.000,-4.700,0.0000,-0.0000,2.500
97.740,-97.000,-33.940,0.0000,0.0000,0.0000,0.0000,0.000,1.200,0.0000,0.0000,2.500
97.790,-97.000,-33.830,0.0000,0.0000,0.0000,0.0000,0.000,4.400,0.0000,0.0000,2.500
97.840,-97.000,-33.420,0.0000,0.0000,0.0000,0.0000,0.000,14.000,0.0000,0.0000,2.500
97.890,-97.000,-31.740,0.0000,0.0000,0.0000,0.0000,0.000,45.000,0.0000,0.0000,2.500
97.940,-97.000,-30.060,0.0000,0.0000,0.0000,0.0000,0.000,25.300,0.0000,0.0000,2.500
97.990,-97.000,-28.230,0.0000,0.0000,0.0000,0.0000,0.000,54.600,0.0000,0.0000,2.500
98.040,-97.000,-23.840,0.0000,0.0000,0.0000,0.0000,0.000,117.800,0.0000,0.0000,2.500
98.090,-97.000,-22.630,0.0000,0.0000,0.0000,0.0000,0.000,-59.900,0.0000,-0.0000,2.500
98.140,-97.000,-23.530,0.0000,0.0000,0.0000,0.0000,0.000,93.600,0.0000,0.0000,2.500
98.190,-97.000,-13.120,0.0000,0.0000,0.0000,0.0000,0.000,186.500,0.0000,0.0000,2.500
98.240,-97.000,12.490,0.0000,0.0000,0.0000,0.0000,0.000,495.100,0.0000,0.0000,2.500
98.290,-97.000,37.190,0.0000,0.0000,0.0000,0.0000,0.000,419.200,0.0000,0.0000,2.500
98.340,-97.000,47.380,0.0000,0.0000,0.0000,0.0000,0.000,189.600,0.0000,0.0000,2.500
98.390,-97.000,58.850,0.0000,0.0000,0.0000,0.0000,0.000,89.800,0.0000,0.0000,2.500
98.440,-97.000,62.250,0.0000,0.0000,0.0000,0.0000,0.000,57.400,0.0000,0.0000,2.500
98.490,-97.000,64.580,0.0000,0.0000,0.0000,0.0000,0.000,49.200,0.0000,0.0000,2.500
98.540,-97.000,66.480,0.0000,0.0000,0.0000,0.0000,0.000,26.700,0.0000,0.0000,2.500
98.590,-97.000,65.690,0.0000,0.0000,0.0000,0.0000,0.000,-28.400,0.0000,-0.0000,2.500
98.640,-97.000,63.830,0.0000,0.0000,0.0000,0.0000,0.000,-67.000,0.0000,-0.0000,2.500
98.690,-97.000,58.850,0.0000,0.0000,0.0000,0.0000,0.000,-96.200,0.0000,-0.0000,2.500
98.740,-97.000,53.070,0.0000,0.0000,0.0000,0.0000,0.000,-116.900,0.0000,-0.0000,2.500
98.790,-97.000,46.500,0.0000,0.0000,0.0000,0.0000,0.000,-120.700,0.0000,-0.0000,2.500
98.840,-97.000,42.950,0.0000,0.0000,0.0000,0.0000,0.000,-81.600,0.0000,-0.0000,2.500
98.890,-97.000,37.320,0.0000,0.0000,0.0000,0.0000,0.000,-120.500,0.0000,-0.0000,2.500
98.940,-97.000,30.550,0.0000,0.0000,0.0000,0.0000,0.000,-110.200,0.0000,-0.0000,2.500
98.990,-97.000,24.050,0.0000,0.0000,0.0000,0.0000,0.000,-152.600,0.0000,-0.0000,2.500
99.040,-97.000,17.030,0.0000,0.0000,0.0000,0.0000,0.000,-176.900,0.0000,-0.0000,2.500
99.090,-97.000,9.920,0.0000,0.0000,0.0000,0.0000,0.000,-54.000,0.0000,-0.0000,2.500
99.140,-97.000,6.620,0.0000,0.0000,0.0000,0.0000,0.000,-51.600,0.0000,-0.0000,2.500
99.190,-97.000,4.260,0.0000,0.0000,0.0000,0.0000,0.000,-97.200,0.0000,-0.0000,2.500
99.240,-97.000,-3.740,0.0000,0.0000,0.0000,0.0000,0.000,-34.200,0.0000,-0.0000,2.500
99.290,-97.000,-1.620,0.0000,0.0000,0.0000,0.0000,0.000,34.100,0.0000,0.0000,2.500
99.340,-97.000,0.640,0.0000,0.0000,0.0000,0.0000,0.000,33.300,0.0000,0.0000,2.500
99.390,-97.000,0.970,0.0000,0.0000,0.0000,0.0000,0.000,55.200,0.0000,0.0000,2.500
99.440,-97.000,1.320,0.0000,0.0000,0.0000,0.0000,0.000,-92.500,0.0000,-0.0000,2.500
99.490,-97.000,-4.010,0.0000,0.0000,0.0000,0.0000,0.000,-147.700,0.0000,-0.0000,2.500
99.540,-97.000,-8.910,0.0000,0.0000,0.0000,0.0000,0.000,-95.300,0.0000,-0.0000,2.500
99.590,-97.000,-11.890,0.0000,0.0000,0.0000,0.0000,0.000,-17.400,0.0000,-0.0000,2.500
99.640,-97.000,-11.050,0.0000,0.0000,0.0000,0.0000,0.000,21.400,0.0000,0.0000,2.500
99.690,-97.000,-10.890,0.0000,0.0000,0.0000,0.0000,0.000,-14.600,0.0000,-0.0000,2.500
99.740,-97.000,-12.190,0.0000,0.0000,0.0000,0.0000,0.000,-21.700,0.0000,-0.0000,2.500
99.790,-97.000,-13.530,0.0000,0.0000,0.0000,0.0000,0.000,-30.700,0.0000,-0.0000,2.500
99.840,-97.000,-15.290,0.0000,0.0000,0.0000,0.0000,0.000,-32.800,0.0000,-0.0000,2.500
99.890,-97.000,-16.480,0.0000,0.0000,0.0000,0.0000,0.000,-29.700,0.0000,-0.0000,2.500
99.940,-97.000,-18.460,0.0000,0.0000,0.0000,0.0000,0.000,-46.800,0.0000,-0.0000,2.500
99.990,-97.000,-20.320,0.0000,0.0000,0.0000,0.0000,0.000,-25.200,0.0000,-0.0000,2.500
100.040,-97.000,-21.770,0.0000,0.0000,0.0000,0.0000,0.000,-24.900,0.0000,-0.0000,2.500
100.090,-97.000,-22.700,0.0000,0.0000,0.0000,0.0000,0.000,-45.600,0.0000,-0.0000,2.500
100.140,-97.000,-24.620,0.0000,0.0000,0.0000,0.0000,0.000,-31.700,0.0000,-0.0000,2.500
100.190,-97.000,-27.300,0.0000,0.0000,0.0000,0.0000,0.000,-61.800,0.0000,-0.0000,2.500
100.240,-97.000,-30.410,0.0000,0.0000,0.0000,0.0000,0.000,-105.200,0.0000,-0.0000,2.500
100.290,-97.000,-36.050,0.0000,0.0000,0.0000,0.0000,0.000,-92.800,0.0000,-0.0000,2.500
100.340,-97.000,-39.870,0.0000,0.0000,0.0000,0.0000,0.000,-35.800,0.0000,-0.0000,2.500
