t_s,L_angle_deg,R_angle_deg,teensy_t_cs_u16,teensy_t_s_unwrapped,L_cmd_Nm,R_cmd_Nm,L_est_Nm,R_est_Nm,L_vel_dps,R_vel_dps,L_pwr_W,R_pwr_W,signal_source_mode,signal_source_active,power_source_mode,power_source_active,raw_L_angle_deg,raw_R_angle_deg,raw_L_vel_dps,raw_R_vel_dps,raw_L_cmd_Nm,raw_R_cmd_Nm,sync_L_angle_deg,sync_R_angle_deg,sync_L_vel_dps,sync_R_vel_dps,sync_L_cmd_Nm,sync_R_cmd_Nm,phys_L_pwr_W,phys_R_pwr_W,ctrl_L_pwr_W,ctrl_R_pwr_W,sync_sample_id,sync_from_pi,gait_freq_Hz,t_unwrapped_s,wall_time_s,wall_elapsed_s,csv_sample_idx,csv_session_id,algo_name,gui_tag,rx_tag_char,rx_tag_text,align_event,rl_cfg_tx_seq,rpi_online,rpi_status_version,rpi_nn_type,rpi_delay_ms_L,rpi_delay_ms_R,rpi_power_ratio_L,rpi_power_ratio_R,rpi_pos_per_s_L,rpi_pos_per_s_R,rpi_neg_per_s_L,rpi_neg_per_s_R
321.740,-3.330,-8.090,32174,321.740,0.0000,0.0000,0.0000,0.0000,1.500,2.100,0.0000,0.0000,Auto,Raw,Auto,Control,-3.330,-8.090,1.500,2.100,0.0000,0.0000,-3.330,-8.090,1.500,2.100,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,0,0.550,321.740,1776904040.332763,192.890,0,20260422_202407,EG,,,,serial_connected:/dev/cu.usbmodem101,0,1,3,254,0.000,0.000,0.000000,0.000000,0.0000,0.0000,0.0000,0.0000
321.790,-3.290,-8.050,32179,321.790,0.0000,0.0000,0.0000,0.0000,-1.200,0.100,0.0000,0.0000,Auto,Raw,Auto,Control,-3.290,-8.050,-1.200,0.100,0.0000,0.0000,-3.290,-8.050,-1.200,0.100,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,0,0.550,321.790,1776904040.415746,192.973,1,20260422_202407,EG,S,S,S,,0,1,3,254,0.000,0.000,0.000000,0.000000,0.0000,0.0000,0.0000,0.0000
321.840,-3.350,-8.150,32184,321.840,0.0000,0.0000,0.0000,0.0000,0.800,0.500,0.0000,0.0000,Auto,Raw,Auto,Control,-3.350,-8.150,0.800,0.500,0.0000,0.0000,-3.350,-8.150,0.800,0.500,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,0,0.550,321.840,1776904040.447116,193.004,2,20260422_202407,EG,S,S,S,,0,1,3,254,0.000,0.000,0.000000,0.000000,0.0000,0.0000,0.0000,0.0000
321.890,-3.360,-8.140,32189,321.890,0.0000,0.0000,0.0000,0.0000,-1.000,-0.100,0.0000,0.0000,Auto,Raw,Auto,Control,-3.360,-8.140,-1.000,-0.100,0.0000,0.0000,-3.360,-8.140,-1.000,-0.100,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,0,0.550,321.890,1776904040.477084,193.034,3,20260422_202407,EG,S,S,S,,0,1,3,254,0.000,0.000,0.000000,0.000000,0.0000,0.0000,0.0000,0.0000
321.940,-3.410,-8.200,32194,321.940,0.0000,0.0000,0.0000,0.0000,-1.200,-1.200,0.0000,0.0000,Auto,Raw,Auto,Control,-3.410,-8.200,-1.200,-1.200,0.0000,0.0000,-3.410,-8.200,-1.200,-1.200,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,0,0.550,321.940,1776904040.537349,193.094,4,20260422_202407,EG,S,S,S,,0,1,3,254,0.000,0.000,0.000000,0.000000,0.0000,0.0000,0.0000,0.0000
321.990,-3.470,-8.270,32199,321.990,0.0000,0.0000,0.0000,0.0000,-2.000,-2.400,0.0000,0.0000,Auto,Raw,Auto,Control,-3.470,-8.270,-2.000,-2.400,0.0000,0.0000,-3.470,-8.270,-2.000,-2.400,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,0,0.550,321.990,1776904040.561472,193.118,5,20260422_202407,EG,S,S,S,,0,1,3,254,0.000,0.000,0.000000,0.000000,0.0000,0.0000,0.0000,0.0000
322.040,-3.570,-8.360,32204,322.040,0.0000,0.0000,0.0000,0.0000,-0.400,2.000,0.0000,0.0000,Auto,Raw,Auto,Control,-3.570,-8.360,-0.400,2.000,0.0000,0.0000,-3.570,-8.360,-0.400,2.000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,0,0.550,322.040,1776904040.629416,193.186,6,20260422_202407,EG,S,S,S,,0,1,3,254,0.000,0.000,0.000000,0.000000,0.0000,0.0000,0.0000,0.0000
322.090,-3.560,-8.400,32209,322.090,0.0000,0.0000,0.0000,0.0000,-2.900,-4.700,0.0000,0.0000,Auto,Raw,Auto,Control,-3.560,-8.400,-2.900,-4.700,0.0000,0.0000,-3.560,-8.400,-2.900,-4.700,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,0,0.550,322.090,1776904040.685410,193.242,7,20260422_202407,EG,S,S,S,,0,1,3,254,0.000,0.000,0.000000,0.000000,0.0000,0.0000,0.0000,0.0000
322.140,-3.760,-8.610,32214,322.140,0.0000,0.0000,0.0000,0.0000,-5.200,-3.900,0.0000,0.0000,Auto,Raw,Auto,Control,-3.760,-8.610,-5.200,-3.900,0.0000,0.0000,-3.760,-8.610,-5.200,-3.900,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,0,0.550,322.140,1776904040.746448,193.303,8,20260422_202407,EG,S,S,S,,0,1,3,254,0.000,0.000,0.000000,0.000000,0.0000,0.0000,0.0000,0.0000
322.190,-3.870,-8.680,32219,322.190,0.0000,0.0000,0.0000,0.0000,0.100,0.200,0.0000,0.0000,Auto,Raw,Auto,Control,-3.870,-8.680,0.100,0.200,0.0000,0.0000,-3.870,-8.680,0.100,0.200,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,0,0.550,322.190,1776904040.777571,193.335,9,20260422_202407,EG,S,S,S,,0,1,3,254,0.000,0.000,0.000000,0.000000,0.0000,0.0000,0.0000,0.0000
322.240,-3.820,-8.610,32224,322.240,0.0000,0.0000,0.0000,0.0000,1.900,2.400,0.0000,0.0000,Auto,Raw,Auto,Control,-3.820,-8.610,1.900,2.400,0.0000,0.0000,-3.820,-8.610,1.900,2.400,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,0,0.550,322.240,1776904040.837664,193.395,10,20260422_202407,EG,S,S,S,,0,1,3,254,0.000,0.000,0.000000,0.000000,0.0000,0.0000,0.0000,0.0000
322.290,-3.740,-8.550,32229,322.290,0.0000,0.0000,0.0000,0.0000,1.300,1.200,0.0000,0.0000,Auto,Raw,Auto,Control,-3.740,-8.550,1.300,1.200,0.0000,0.0000,-3.740,-8.550,1.300,1.200,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,0,0.550,322.290,1776904040.861342,193.418,11,20260422_202407,EG,S,S,S,,0,1,3,254,0.000,0.000,0.000000,0.000000,0.0000,0.0000,0.0000,0.0000
322.340,-3.600,-8.420,32234,322.340,0.0000,0.0000,0.0000,0.0000,4.600,4.400,0.0000,0.0000,Auto,Raw,Auto,Control,-3.600,-8.420,4.600,4.400,0.0000,0.0000,-3.600,-8.420,4.600,4.400,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,0,0.550,322.340,1776904040.938025,193.495,12,20260422_202407,EG,S,S,S,,0,1,3,254,0.000,0.000,0.000000,0.000000,0.0000,0.0000,0.0000,0.0000
322.390,-3.330,-8.200,32239,322.390,0.0000,0.0000,0.0000,0.0000,2.900,4.300,0.0000,0.0000,Auto,Raw,Auto,Control,-3.330,-8.200,2.900,4.300,0.0000,0.0000,-3.330,-8.200,2.900,4.300,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,0,0.550,322.390,1776904040.977658,193.535,13,20260422_202407,EG,S,S,S,,0,1,3,254,0.000,0.000,0.000000,0.000000,0.0000,0.0000,0.0000,0.0000
322.440,-3.370,-8.290,32244,322.440,0.0000,0.0000,0.0000,0.0000,-3.800,-5.600,0.0000,0.0000,Auto,Raw,Auto,Control,-3.370,-8.290,-3.800,-5.600,0.0000,0.0000,-3.370,-8.290,-3.800,-5.600,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,0,0.550,322.440,1776904041.036977,193.594,14,20260422_202407,EG,S,S,S,,0,1,3,254,0.000,0.000,0.000000,0.000000,0.0000,0.0000,0.0000,0.0000
