t_s,L_angle_deg,R_angle_deg,L_cmd_Nm,R_cmd_Nm,L_est_Nm,R_est_Nm,L_vel_dps,R_vel_dps,L_pwr_W,R_pwr_W,gait_freq_Hz
310.260,2.330,-3.450,0.0000,0.0000,0.0000,0.0000,-0.500,-0.900,-0.0000,-0.0000,0.820
310.330,2.220,-3.530,0.0000,0.0000,0.0000,0.0000,-0.800,-1.200,-0.0000,-0.0000,0.820
310.380,2.140,-3.600,0.0000,0.0000,0.0000,0.0000,-1.300,-1.700,-0.0000,-0.0000,0.820
310.430,1.970,-3.720,0.0000,0.0000,0.0000,0.0000,-1.800,-2.100,-0.0000,-0.0000,0.820
310.480,1.900,-3.810,0.0000,0.0000,0.0000,0.0000,-0.500,-1.700,-0.0000,-0.0000,0.820
310.530,1.840,-3.860,0.0000,0.0000,0.0000,0.0000,-0.200,-1.000,-0.0000,-0.0000,0.820
310.580,1.780,-3.900,0.0000,0.0000,0.0000,0.0000,-0.200,-0.500,-0.0000,-0.0000,0.820
310.630,1.710,-3.970,0.0000,0.0000,0.0000,0.0000,-0.400,-1.400,-0.0000,-0.0000,0.820
310.690,1.620,-4.040,0.0000,0.0000,0.0000,0.0000,-0.200,-1.400,-0.0000,-0.0000,0.820
310.740,1.590,-4.130,0.0000,0.0000,0.0000,0.0000,-0.200,-0.800,-0.0000,-0.0000,0.820
310.790,1.550,-4.170,0.0000,0.0000,0.0000,0.0000,0.300,-1.300,0.0000,-0.0000,0.820
310.840,1.520,-4.220,0.0000,0.0000,0.0000,0.0000,-0.100,-0.400,-0.0000,-0.0000,0.820
310.890,1.470,-4.260,0.0000,0.0000,0.0000,0.0000,-0.200,-0.800,-0.0000,-0.0000,0.820
310.940,1.440,-4.300,0.0000,0.0000,0.0000,0.0000,0.500,-0.900,0.0000,-0.0000,0.820
310.990,1.410,-4.350,0.0000,0.0000,0.0000,0.0000,-0.200,-0.800,-0.0000,-0.0000,0.820
311.040,1.390,-4.390,0.0000,0.0000,0.0000,0.0000,0.900,-0.600,0.0000,-0.0000,0.820
311.090,1.390,-4.380,0.0000,0.0000,0.0000,0.0000,0.900,0.600,0.0000,0.0000,0.820
311.140,1.380,-4.370,0.0000,0.0000,0.0000,0.0000,0.700,0.200,0.0000,0.0000,0.820
311.190,1.380,-4.340,0.0000,0.0000,0.0000,0.0000,0.800,0.400,0.0000,0.0000,0.820
311.240,1.390,-4.320,0.0000,0.0000,0.0000,0.0000,1.000,0.800,0.0000,0.0000,0.820
311.290,1.420,-4.290,0.0000,0.0000,0.0000,0.0000,1.000,0.800,0.0000,0.0000,0.820
311.340,1.430,-4.270,0.0000,0.0000,0.0000,0.0000,1.300,0.500,0.0000,0.0000,0.820
311.390,1.460,-4.250,0.0000,0.0000,0.0000,0.0000,1.300,0.200,0.0000,0.0000,0.820
311.440,1.480,-4.240,0.0000,0.0000,0.0000,0.0000,1.300,0.500,0.0000,0.0000,0.820
311.490,1.530,-4.220,0.0000,0.0000,0.0000,0.0000,1.500,0.600,0.0000,0.0000,0.820
311.540,1.590,-4.170,0.0000,0.0000,0.0000,0.0000,2.000,0.700,0.0000,0.0000,0.820
311.590,1.670,-4.140,0.0000,0.0000,0.0000,0.0000,2.100,0.400,0.0000,0.0000,0.820
311.640,1.720,-4.130,0.0000,0.0000,0.0000,0.0000,1.600,0.400,0.0000,0.0000,0.820
311.690,1.760,-4.110,0.0000,0.0000,0.0000,0.0000,1.200,-0.500,0.0000,-0.0000,0.820
311.750,1.790,-4.100,0.0000,0.0000,0.0000,0.0000,1.000,0.500,0.0000,0.0000,0.820
311.800,1.810,-4.110,-0.1100,0.0000,0.0000,0.0000,1.200,-0.200,-0.0023,-0.0000,0.820
311.850,1.820,-4.110,-0.5200,-0.0100,0.0000,0.0000,0.700,-0.100,-0.0064,0.0000,0.820
311.900,1.790,-4.120,-5.1600,-0.1400,0.0000,0.0000,0.400,0.100,-0.0360,-0.0002,0.820
