t_s,L_angle_deg,R_angle_deg,L_cmd_Nm,R_cmd_Nm,L_est_Nm,R_est_Nm,L_vel_dps,R_vel_dps,L_pwr_W,R_pwr_W,gait_freq_Hz
133.450,1.670,2.030,0.0000,0.0000,0.0000,0.0000,-1.900,-0.600,-0.0000,-0.0000,0.790
133.510,1.600,1.990,0.0000,0.0000,0.0000,0.0000,-1.600,-0.900,-0.0000,-0.0000,0.790
133.560,1.480,1.950,0.0000,0.0000,0.0000,0.0000,-1.800,-0.500,-0.0000,-0.0000,0.790
133.610,1.450,1.930,0.0000,0.0000,0.0000,0.0000,0.100,-0.700,0.0000,-0.0000,0.790
133.660,1.390,1.920,0.0000,0.0000,0.0000,0.0000,-1.000,-0.700,-0.0000,-0.0000,0.790
133.710,1.340,1.870,0.0000,0.0000,0.0000,0.0000,-0.900,-0.900,-0.0000,-0.0000,0.790
133.760,1.290,1.850,0.0000,0.0000,0.0000,0.0000,-0.900,-1.000,-0.0000,-0.0000,0.790
133.810,1.260,1.840,0.0000,0.0000,0.0000,0.0000,-0.900,-0.400,-0.0000,-0.0000,0.790
133.860,1.200,1.820,0.0000,0.0000,0.0000,0.0000,-0.500,-0.400,-0.0000,-0.0000,0.790
133.910,1.200,1.810,0.0000,0.0000,0.0000,0.0000,0.100,-0.200,0.0000,-0.0000,0.790
133.960,1.150,1.810,0.0000,0.0000,0.0000,0.0000,-1.800,-0.400,-0.0000,-0.0000,0.790
134.010,1.060,1.810,0.0000,0.0000,0.0000,0.0000,-0.700,-0.300,-0.0000,-0.0000,0.790
134.060,0.990,1.790,0.0000,0.0000,0.0000,0.0000,-1.800,-0.400,-0.0000,-0.0000,0.790
134.110,0.880,1.770,0.0000,0.0000,0.0000,0.0000,-1.600,-1.100,-0.0000,-0.0000,0.790
134.160,0.870,1.730,0.0000,0.0000,0.0000,0.0000,-0.100,-0.200,-0.0000,-0.0000,0.790
134.210,0.830,1.700,0.0000,0.0000,0.0000,0.0000,-1.100,-1.300,-0.0000,-0.0000,0.790
134.260,0.770,1.650,0.0000,0.0000,0.0000,0.0000,-1.300,-1.200,-0.0000,-0.0000,0.790
134.310,0.710,1.610,0.0000,0.0000,0.0000,0.0000,-1.000,-1.000,-0.0000,-0.0000,0.790
134.360,0.640,1.560,0.0000,0.0000,0.0000,0.0000,-0.400,-1.000,-0.0000,-0.0000,0.790
134.410,0.870,1.870,0.0000,0.0000,0.0000,0.0000,7.500,9.500,0.0000,0.0000,0.790
134.460,1.390,2.670,0.0000,0.0000,0.0000,0.0000,8.700,16.800,0.0000,0.0000,0.790
134.510,1.920,3.600,0.0000,0.0000,0.0000,0.0000,11.200,13.300,0.0000,0.0000,0.790
134.560,2.650,4.320,0.0000,0.0000,0.0000,0.0000,8.800,15.900,0.0000,0.0000,0.790
134.610,2.920,4.870,0.0000,0.0000,0.0000,0.0000,4.600,5.900,0.0000,0.0000,0.790
134.660,3.400,5.120,0.0000,0.0000,0.0000,0.0000,13.200,9.400,0.0000,0.0000,0.790
134.710,3.970,5.660,0.0000,0.0000,0.0000,0.0000,3.700,9.200,0.0000,0.0000,0.790
134.760,3.350,5.830,0.0000,0.0000,0.0000,0.0000,-25.800,4.200,-0.0000,0.0000,0.790
134.810,0.850,5.450,0.0000,0.0000,0.0000,0.0000,-73.800,-12.700,-0.0000,-0.0000,0.790
