t_s,L_angle_deg,R_angle_deg,L_cmd_Nm,R_cmd_Nm,L_est_Nm,R_est_Nm,L_vel_dps,R_vel_dps,L_pwr_W,R_pwr_W,gait_freq_Hz
482.330,-8.920,-14.000,6.5500,-4.7700,0.0000,0.0000,42.200,-105.400,4.8243,8.7748,0.600
482.390,-6.200,-17.920,6.0300,-5.2000,0.0000,0.0000,38.000,-87.300,3.9992,7.9231,0.600
482.440,-4.550,-24.290,4.9300,-5.9000,0.0000,0.0000,15.600,-86.300,1.3423,8.8867,0.600
482.490,-4.150,-26.970,3.9600,-6.4100,0.0000,0.0000,4.900,-57.400,0.3387,6.4217,0.600
482.540,-3.450,-28.640,2.9500,-6.8400,0.0000,0.0000,9.900,-8.200,0.5097,0.9789,0.600
482.590,-2.500,-28.500,1.8900,-7.0700,0.0000,0.0000,15.400,11.800,0.5080,-1.4561,0.600
482.640,-1.430,-27.350,0.8200,-6.3300,0.0000,0.0000,21.700,39.900,0.3106,-4.4081,0.600
482.690,-0.430,-25.000,0.0100,-4.4000,0.0000,0.0000,21.700,48.200,0.0038,-3.7015,0.600
482.740,0.500,-25.670,-0.7600,-3.1900,0.0000,0.0000,22.700,-74.900,-0.3011,4.1701,0.600
482.790,2.080,-28.890,-2.0100,0.7600,0.0000,0.0000,25.000,-40.200,-0.8770,-0.5332,0.600
482.840,2.610,-29.390,-2.6500,3.0300,0.0000,0.0000,2.300,8.900,-0.1064,0.4707,0.600
482.890,2.860,-27.640,-3.0300,4.8900,0.0000,0.0000,4.800,45.900,-0.2538,3.9174,0.600
482.940,4.000,-25.400,-3.2800,5.9600,0.0000,0.0000,11.000,60.100,-0.6297,6.2517,0.600
482.990,5.200,-21.320,-3.5100,6.3400,0.0000,0.0000,15.500,105.400,-0.9495,11.6629,0.600
483.040,5.910,-19.040,0.0000,0.0000,0.0000,0.0000,12.300,14.900,0.0000,0.0000,0.600
483.090,4.880,-17.120,0.0000,0.0000,0.0000,0.0000,-41.400,38.100,-0.0000,0.0000,0.600
483.140,1.510,-15.980,0.0000,0.0000,0.0000,0.0000,-83.400,38.700,-0.0000,0.0000,0.600
483.190,-2.750,-13.000,0.0000,0.0000,0.0000,0.0000,-116.500,40.600,-0.0000,0.0000,0.600
483.240,-7.740,-10.660,0.0000,0.0000,0.0000,0.0000,-89.700,33.800,-0.0000,0.0000,0.600
483.290,-14.300,-9.060,0.0000,0.0000,0.0000,0.0000,-128.300,33.400,-0.0000,0.0000,0.600
483.340,-20.440,-7.680,0.0000,0.0000,0.0000,0.0000,-108.600,31.200,-0.0000,0.0000,0.600
483.390,-23.990,-6.700,0.0000,0.0000,0.0000,0.0000,-77.000,11.900,-0.0000,0.0000,0.590
483.440,-27.470,-5.260,0.0000,0.0000,0.0000,0.0000,-41.100,28.300,-0.0000,0.0000,0.590
483.490,-29.010,-3.690,-1.1100,0.0000,0.0000,0.0000,-17.000,28.200,0.3293,0.0000,0.590
483.540,-28.600,-2.550,-0.7300,0.0000,0.0000,0.0000,32.800,29.400,-0.4179,0.0000,0.590
483.590,-26.310,-0.990,-0.3200,0.0000,0.0000,0.0000,42.700,27.700,-0.2385,0.0000,0.590
483.640,-25.660,0.510,-0.1400,0.0000,0.0000,0.0000,23.400,39.600,-0.0572,0.0000,0.590
483.690,-24.170,1.720,-0.0600,0.0100,0.0000,0.0000,39.300,22.300,-0.0412,0.0039,0.590
483.740,-20.720,2.300,-0.1200,0.0200,0.0000,0.0000,98.800,8.700,-0.2069,0.0030,0.590
483.790,-18.530,2.630,-0.2100,0.0100,0.0000,0.0000,40.800,0.900,-0.1495,0.0002,0.590
