t_s,L_angle_deg,R_angle_deg,L_cmd_Nm,R_cmd_Nm,L_est_Nm,R_est_Nm,L_vel_dps,R_vel_dps,L_pwr_W,R_pwr_W,gait_freq_Hz
506.170,-257.050,83.290,0.0000,0.0000,0.0000,0.0000,-5141.000,1665.800,0.0000,0.0000,1.020
506.230,-257.050,83.300,0.0000,0.0000,0.0000,0.0000,0.000,0.063,0.0000,0.0000,1.020
506.280,-257.050,83.300,0.0000,0.0000,0.0000,0.0000,0.000,0.000,0.0000,0.0000,1.020
506.330,-257.060,83.300,0.0000,0.0000,0.0000,0.0000,-50.534,0.000,-0.0000,0.0000,1.020
506.380,-257.060,83.310,0.0000,0.0000,0.0000,0.0000,0.000,0.500,0.0000,0.0000,1.020
506.430,-257.060,83.320,0.0000,0.0000,0.0000,0.0000,0.000,0.183,0.0000,0.0000,1.020
506.480,-257.040,83.300,0.0000,0.0000,0.0000,0.0000,0.500,0.100,0.0000,0.0000,1.020
506.530,-257.060,83.320,0.0000,0.0000,0.0000,0.0000,-0.400,0.200,-0.0000,0.0000,1.020
506.580,-257.060,83.330,0.0000,0.0000,0.0000,0.0000,-0.200,0.100,-0.0000,0.0000,1.020
506.630,-257.070,83.320,0.0000,0.0000,0.0000,0.0000,0.100,0.000,0.0000,0.0000,1.020
506.680,-257.070,83.320,0.0000,0.0000,0.0000,0.0000,0.000,-0.100,0.0000,-0.0000,1.020
506.730,-257.060,83.320,0.0000,0.0000,0.0000,0.0000,0.066,0.000,0.0000,0.0000,1.020
506.780,-257.080,83.330,0.0000,0.0000,0.0000,0.0000,0.000,0.100,0.0000,0.0000,1.020
506.830,-257.070,83.320,0.0000,0.0000,0.0000,0.0000,0.100,0.000,0.0000,0.0000,1.020
506.880,-257.070,83.330,0.0000,0.0000,0.0000,0.0000,-0.100,0.000,-0.0000,0.0000,1.020
506.930,-257.070,83.330,0.0000,0.0000,0.0000,0.0000,0.000,0.000,0.0000,0.0000,1.020
