t_s,L_angle_deg,R_angle_deg,teensy_t_cs_u16,teensy_t_s_unwrapped,L_cmd_Nm,R_cmd_Nm,L_est_Nm,R_est_Nm,L_vel_dps,R_vel_dps,L_pwr_W,R_pwr_W,signal_source_mode,signal_source_active,power_source_mode,power_source_active,raw_L_angle_deg,raw_R_angle_deg,raw_L_vel_dps,raw_R_vel_dps,raw_L_cmd_Nm,raw_R_cmd_Nm,sync_L_angle_deg,sync_R_angle_deg,sync_L_vel_dps,sync_R_vel_dps,sync_L_cmd_Nm,sync_R_cmd_Nm,phys_L_pwr_W,phys_R_pwr_W,ctrl_L_pwr_W,ctrl_R_pwr_W,sync_sample_id,sync_from_pi,gait_freq_Hz,t_unwrapped_s,wall_time_s,wall_elapsed_s,csv_sample_idx,csv_session_id,algo_name,gui_tag,rx_tag_char,rx_tag_text,align_event,rl_cfg_tx_seq,rpi_online,rpi_status_version,rpi_nn_type,rpi_delay_ms_L,rpi_delay_ms_R,rpi_power_ratio_L,rpi_power_ratio_R,rpi_pos_per_s_L,rpi_pos_per_s_R,rpi_neg_per_s_L,rpi_neg_per_s_R
498.070,-0.690,1.190,49807,498.070,0.0000,0.0000,0.0000,0.0000,-0.300,-0.200,0.0000,0.0000,Auto,Raw,Auto,Control,-0.690,1.190,-0.300,-0.200,0.0000,0.0000,-0.690,1.190,-0.300,-0.200,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,0,0.800,498.070,1776914688.260666,1.083,0,20260422_232447,EG,R,R,R,serial_connected:/dev/cu.usbmodem101,0,1,3,3,200.000,200.000,0.290200,0.452800,0.0000,0.0100,-0.0100,-0.0100
498.120,-0.690,1.180,49812,498.120,0.0000,0.0000,0.0000,0.0000,-0.400,-0.100,0.0000,0.0000,Auto,Raw,Auto,Control,-0.690,1.180,-0.400,-0.100,0.0000,0.0000,-0.690,1.180,-0.400,-0.100,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,0,0.800,498.120,1776914688.463211,1.286,1,20260422_232447,EG,R,S,S,,0,1,3,254,0.000,0.000,0.000000,0.000000,0.0000,0.0000,0.0000,0.0000
498.170,-0.710,1.170,49817,498.170,0.0000,0.0000,0.0000,0.0000,-0.100,-0.200,0.0000,0.0000,Auto,Raw,Auto,Control,-0.710,1.170,-0.100,-0.200,0.0000,0.0000,-0.710,1.170,-0.100,-0.200,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,0,0.800,498.170,1776914688.464352,1.287,2,20260422_232447,EG,R,S,S,,0,1,3,254,0.000,0.000,0.000000,0.000000,0.0000,0.0000,0.0000,0.0000
498.220,-0.730,1.140,49822,498.220,0.0000,0.0000,0.0000,0.0000,-0.400,0.000,0.0000,0.0000,Auto,Raw,Auto,Control,-0.730,1.140,-0.400,0.000,0.0000,0.0000,-0.730,1.140,-0.400,0.000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,0,0.800,498.220,1776914688.465270,1.288,3,20260422_232447,EG,R,S,S,,0,1,3,254,0.000,0.000,0.000000,0.000000,0.0000,0.0000,0.0000,0.0000
498.270,-0.760,1.130,49827,498.270,0.0000,0.0000,0.0000,0.0000,-0.600,-0.500,0.0000,0.0000,Auto,Raw,Auto,Control,-0.760,1.130,-0.600,-0.500,0.0000,0.0000,-0.760,1.130,-0.600,-0.500,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,0,0.800,498.270,1776914688.466185,1.289,4,20260422_232447,EG,R,S,S,,0,1,3,254,0.000,0.000,0.000000,0.000000,0.0000,0.0000,0.0000,0.0000
498.320,-0.790,1.110,49832,498.320,0.0000,0.0000,0.0000,0.0000,-0.100,-0.400,0.0000,0.0000,Auto,Raw,Auto,Control,-0.790,1.110,-0.100,-0.400,0.0000,0.0000,-0.790,1.110,-0.100,-0.400,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,0,0.800,498.320,1776914688.575546,1.398,5,20260422_232447,EG,R,S,S,,0,1,3,254,0.000,0.000,0.000000,0.000000,0.0000,0.0000,0.0000,0.0000
498.370,-0.780,1.080,49837,498.370,0.0000,0.0000,0.0000,0.0000,-0.500,-0.500,0.0000,0.0000,Auto,Raw,Auto,Control,-0.780,1.080,-0.500,-0.500,0.0000,0.0000,-0.780,1.080,-0.500,-0.500,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,0,0.800,498.370,1776914688.576525,1.399,6,20260422_232447,EG,R,S,S,,0,1,3,254,0.000,0.000,0.000000,0.000000,0.0000,0.0000,0.0000,0.0000
498.420,-0.800,1.050,49842,498.420,0.0000,0.0000,0.0000,0.0000,-0.600,-0.200,0.0000,0.0000,Auto,Raw,Auto,Control,-0.800,1.050,-0.600,-0.200,0.0000,0.0000,-0.800,1.050,-0.600,-0.200,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,0,0.800,498.420,1776914688.628773,1.451,7,20260422_232447,EG,R,S,S,,0,1,3,254,0.000,0.000,0.000000,0.000000,0.0000,0.0000,0.0000,0.0000
498.480,-0.800,1.020,49848,498.480,0.0000,0.0000,0.0000,0.0000,-0.300,-0.400,0.0000,0.0000,Auto,Raw,Auto,Control,-0.800,1.020,-0.300,-0.400,0.0000,0.0000,-0.800,1.020,-0.300,-0.400,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,0,0.800,498.480,1776914688.676332,1.499,8,20260422_232447,EG,R,S,S,,0,1,3,254,0.000,0.000,0.000000,0.000000,0.0000,0.0000,0.0000,0.0000
498.530,-0.810,1.000,49853,498.530,0.0000,0.0000,0.0000,0.0000,0.000,-0.700,0.0000,0.0000,Auto,Raw,Auto,Control,-0.810,1.000,0.000,-0.700,0.0000,0.0000,-0.810,1.000,0.000,-0.700,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,0,0.800,498.530,1776914688.729932,1.552,9,20260422_232447,EG,R,S,S,,0,1,3,254,0.000,0.000,0.000000,0.000000,0.0000,0.0000,0.0000,0.0000
