t_s,L_angle_deg,R_angle_deg,L_cmd_Nm,R_cmd_Nm,L_est_Nm,R_est_Nm,L_vel_dps,R_vel_dps,L_pwr_W,R_pwr_W,gait_freq_Hz
18.990,2.410,0.680,0.0000,0.0000,0.0000,0.0000,0.000,-0.500,0.0000,-0.0000,0.000
19.040,2.420,0.650,0.0000,0.0000,0.0000,0.0000,0.000,-0.500,0.0000,-0.0000,0.000
19.090,2.430,0.600,0.0000,0.0000,0.0000,0.0000,0.000,-0.500,0.0000,-0.0000,0.000
19.140,2.420,0.570,0.0000,0.0000,0.0000,0.0000,0.000,-0.500,0.0000,-0.0000,0.000
19.190,2.440,0.550,0.0000,0.0000,0.0000,0.0000,0.000,-0.500,0.0000,-0.0000,0.000
19.240,2.430,0.530,0.0000,0.0000,0.0000,0.0000,0.000,-0.500,0.0000,-0.0000,0.000
19.290,2.410,0.500,0.0000,0.0000,0.0000,0.0000,0.000,-0.500,0.0000,-0.0000,0.000
19.340,2.390,0.470,0.0000,0.0000,0.0000,0.0000,0.000,-0.500,0.0000,-0.0000,0.000
19.390,2.380,0.450,0.0000,0.0000,0.0000,0.0000,0.000,-0.500,0.0000,-0.0000,0.000
19.440,2.360,0.430,0.0000,0.0000,0.0000,0.0000,0.000,-0.500,0.0000,-0.0000,0.000
19.490,2.350,0.390,0.0000,0.0000,0.0000,0.0000,0.000,-0.500,0.0000,-0.0000,0.000
19.540,2.330,0.360,0.0000,0.0000,0.0000,0.0000,0.000,-0.500,0.0000,-0.0000,0.000
19.590,2.330,0.340,0.0000,0.0000,0.0000,0.0000,0.000,-0.500,0.0000,-0.0000,0.000
19.640,2.340,0.300,0.0000,0.0000,0.0000,0.0000,0.000,-0.500,0.0000,-0.0000,0.000
19.690,2.370,0.260,0.0000,0.0000,0.0000,0.0000,0.000,-0.500,0.0000,-0.0000,0.000
19.740,2.410,0.230,0.0000,0.0000,0.0000,0.0000,0.000,-0.600,0.0000,-0.0000,0.000
19.790,2.470,0.190,0.0000,0.0000,0.0000,0.0000,0.000,-0.600,0.0000,-0.0000,0.000
19.840,2.490,0.150,0.0000,0.0000,0.0000,0.0000,0.000,-0.600,0.0000,-0.0000,0.000
19.890,2.490,0.120,0.0000,0.0000,0.0000,0.0000,0.000,-0.600,0.0000,-0.0000,0.000
19.940,2.480,0.080,0.0000,0.0000,0.0000,0.0000,0.000,-0.600,0.0000,-0.0000,0.000
19.990,2.460,0.030,0.0000,0.0000,0.0000,0.0000,0.000,-0.600,0.0000,-0.0000,0.000
20.040,2.460,-0.030,0.0000,0.0000,0.0000,0.0000,0.000,-0.600,0.0000,-0.0000,0.000
20.090,2.460,-0.080,0.0000,0.0000,0.0000,0.0000,0.000,-0.600,0.0000,-0.0000,0.000
20.140,2.450,-0.140,0.0000,0.0000,0.0000,0.0000,0.000,-0.600,0.0000,-0.0000,0.000
20.190,2.460,-0.200,0.0000,0.0000,0.0000,0.0000,0.000,-0.600,0.0000,-0.0000,0.000
20.240,2.490,-0.270,0.0000,0.0000,0.0000,0.0000,0.000,-0.600,0.0000,-0.0000,0.000
20.290,2.470,-0.320,0.0000,0.0000,0.0000,0.0000,0.000,-0.700,0.0000,-0.0000,0.000
20.340,2.470,-0.340,0.0000,0.0000,0.0000,0.0000,0.000,-0.700,0.0000,-0.0000,0.000
20.390,2.450,-0.380,0.0000,0.0000,0.0000,0.0000,0.000,-0.700,0.0000,-0.0000,0.000
20.440,2.390,-0.450,0.0000,0.0000,0.0000,0.0000,0.000,-0.700,0.0000,-0.0000,0.000
20.490,2.340,-0.530,0.0000,0.0000,0.0000,0.0000,0.000,-0.700,0.0000,-0.0000,0.000
20.540,2.270,-0.630,0.0000,0.0000,0.0000,0.0000,0.000,-0.700,0.0000,-0.0000,0.000
20.590,2.180,-0.730,0.0000,0.0000,0.0000,0.0000,0.000,-0.700,0.0000,-0.0000,0.000
20.640,2.010,-0.820,0.0000,0.0000,0.0000,0.0000,0.000,-0.700,0.0000,-0.0000,0.000
20.690,1.800,-0.890,0.0000,0.0000,0.0000,0.0000,0.000,-0.700,0.0000,-0.0000,0.000
20.740,1.560,-0.930,0.0000,0.0000,0.0000,0.0000,0.000,-0.700,0.0000,-0.0000,0.000
20.790,1.290,-1.020,0.0000,0.0000,0.0000,0.0000,0.000,-0.700,0.0000,-0.0000,0.000
20.840,0.970,-1.100,0.0000,0.0000,0.0000,0.0000,0.000,-0.600,0.0000,-0.0000,0.000
20.890,0.700,-1.190,0.0000,0.0000,0.0000,0.0000,0.000,-0.600,0.0000,-0.0000,0.000
20.940,0.420,-1.280,0.0000,0.0000,0.0000,0.0000,0.000,-0.600,0.0000,-0.0000,0.000
20.990,0.200,-1.380,0.0000,0.0000,0.0000,0.0000,0.000,-0.600,0.0000,-0.0000,0.000
21.040,-0.100,-1.450,0.0000,0.0000,0.0000,0.0000,0.000,-0.500,0.0000,-0.0000,0.000
21.090,-0.220,-1.540,0.0000,0.0000,0.0000,0.0000,0.000,-0.500,0.0000,-0.0000,0.000
21.140,-0.290,-1.590,0.0000,0.0000,0.0000,0.0000,0.000,-0.500,0.0000,-0.0000,0.000
21.190,-0.400,-1.600,0.0000,0.0000,0.0000,0.0000,0.000,-0.500,0.0000,-0.0000,0.000
21.240,-0.470,-1.620,0.0000,0.0000,0.0000,0.0000,0.000,-0.400,0.0000,-0.0000,0.000
21.290,-0.520,-1.660,0.0000,0.0000,0.0000,0.0000,0.000,-0.400,0.0000,-0.0000,0.000
21.340,-0.530,-1.700,0.0000,0.0000,0.0000,0.0000,0.000,-0.400,0.0000,-0.0000,0.000
21.390,-0.540,-1.740,0.0000,0.0000,0.0000,0.0000,0.000,-0.400,0.0000,-0.0000,0.000
21.440,-0.540,-1.760,0.0000,0.0000,0.0000,0.0000,0.000,-0.400,0.0000,-0.0000,0.000
21.490,-0.540,-1.770,0.0000,0.0000,0.0000,0.0000,0.000,-0.400,0.0000,-0.0000,0.000
21.540,-0.530,-1.770,0.0000,0.0000,0.0000,0.0000,0.000,-0.400,0.0000,-0.0000,0.000
21.590,-0.530,-1.780,0.0000,0.0000,0.0000,0.0000,0.000,-0.400,0.0000,-0.0000,0.000
21.640,-0.510,-1.770,0.0000,0.0000,0.0000,0.0000,0.000,-0.400,0.0000,-0.0000,0.000
21.690,-0.510,-1.770,0.0000,0.0000,0.0000,0.0000,0.000,-0.400,0.0000,-0.0000,0.000
21.740,-0.500,-1.770,0.0000,0.0000,0.0000,0.0000,0.000,-0.400,0.0000,-0.0000,0.000
21.790,-0.480,-1.760,0.0000,0.0000,0.0000,0.0000,0.000,-0.400,0.0000,-0.0000,0.000
21.840,-0.450,-1.710,0.0000,0.0000,0.0000,0.0000,0.000,-0.400,0.0000,-0.0000,0.000
21.890,-0.430,-1.670,0.0000,0.0000,0.0000,0.0000,0.000,-0.400,0.0000,-0.0000,0.000
21.940,-0.400,-1.650,0.0000,0.0000,0.0000,0.0000,0.000,-0.400,0.0000,-0.0000,0.000
21.990,-0.390,-1.610,0.0000,0.0000,0.0000,0.0000,0.000,-0.400,0.0000,-0.0000,0.000
22.040,-0.390,-1.570,0.0000,0.0000,0.0000,0.0000,0.000,-0.400,0.0000,-0.0000,0.000
22.090,-0.410,-1.530,0.0000,0.0000,0.0000,0.0000,0.000,-0.400,0.0000,-0.0000,0.000
22.140,-0.380,-1.500,0.0000,0.0000,0.0000,0.0000,0.000,-0.400,0.0000,-0.0000,0.000
22.190,-0.370,-1.470,0.0000,0.0000,0.0000,0.0000,0.000,-0.400,0.0000,-0.0000,0.000
22.240,-0.350,-1.430,0.0000,0.0000,0.0000,0.0000,0.000,-0.400,0.0000,-0.0000,0.000
22.290,-0.350,-1.380,0.0000,0.0000,0.0000,0.0000,0.000,-0.400,0.0000,-0.0000,0.000
22.340,-0.370,-1.330,0.0000,0.0000,0.0000,0.0000,0.000,-0.400,0.0000,-0.0000,0.000
22.390,-0.310,-1.340,0.0000,0.0000,0.0000,0.0000,0.000,-0.400,0.0000,-0.0000,0.000
22.440,-0.250,-1.320,0.0000,0.0000,0.0000,0.0000,0.000,-0.400,0.0000,-0.0000,0.000
22.490,-0.230,-1.310,0.0000,0.0000,0.0000,0.0000,0.000,-0.400,0.0000,-0.0000,0.000
22.540,-0.200,-1.300,0.0000,0.0000,0.0000,0.0000,0.000,-0.300,0.0000,-0.0000,0.000
22.590,-0.200,-1.270,0.0000,0.0000,0.0000,0.0000,0.000,-0.300,0.0000,-0.0000,0.000
22.640,-0.220,-1.250,0.0000,0.0000,0.0000,0.0000,0.000,-0.300,0.0000,-0.0000,0.000
22.690,-0.230,-1.250,0.0000,0.0000,0.0000,0.0000,0.000,-0.300,0.0000,-0.0000,0.000
22.740,-0.250,-1.220,0.0000,0.0000,0.0000,0.0000,0.000,-0.300,0.0000,-0.0000,0.000
22.790,-0.290,-1.200,0.0000,0.0000,0.0000,0.0000,0.000,-0.300,0.0000,-0.0000,0.000
22.840,-0.290,-1.200,0.0000,0.0000,0.0000,0.0000,0.000,-0.300,0.0000,-0.0000,0.000
22.890,-0.280,-1.200,0.0000,0.0000,0.0000,0.0000,0.000,-0.300,0.0000,-0.0000,0.000
22.940,-0.280,-1.200,0.0000,0.0000,0.0000,0.0000,0.000,-0.300,0.0000,-0.0000,0.000
