t_s,L_angle_deg,R_angle_deg,teensy_t_cs_u16,teensy_t_s_unwrapped,L_cmd_Nm,R_cmd_Nm,L_est_Nm,R_est_Nm,L_vel_dps,R_vel_dps,L_pwr_W,R_pwr_W,signal_source_mode,signal_source_active,power_source_mode,power_source_active,raw_L_angle_deg,raw_R_angle_deg,raw_L_vel_dps,raw_R_vel_dps,raw_L_cmd_Nm,raw_R_cmd_Nm,sync_L_angle_deg,sync_R_angle_deg,sync_L_vel_dps,sync_R_vel_dps,sync_L_cmd_Nm,sync_R_cmd_Nm,phys_L_pwr_W,phys_R_pwr_W,ctrl_L_pwr_W,ctrl_R_pwr_W,sync_sample_id,sync_from_pi,gait_freq_Hz,t_unwrapped_s,wall_time_s,wall_elapsed_s,csv_sample_idx,csv_session_id,algo_name,gui_tag,rx_tag_char,rx_tag_text,align_event,rl_cfg_tx_seq,rpi_online,rpi_status_version,rpi_nn_type,rpi_delay_ms_L,rpi_delay_ms_R,rpi_power_ratio_L,rpi_power_ratio_R,rpi_pos_per_s_L,rpi_pos_per_s_R,rpi_neg_per_s_L,rpi_neg_per_s_R
16.220,-97.000,-95.300,1622,16.220,0.0000,0.0000,0.0000,0.0000,-1940.000,-1906.000,0.0000,0.0000,Auto,Raw,Auto,Physical,-97.000,-95.300,-1940.000,-1906.000,0.0000,0.0000,-97.000,-95.300,0.000,0.000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,0,0.000,16.220,1776898629.042113,31.606,0,20260422_185637,EG,,,,serial_connected:/dev/cu.usbmodem132630501 | serial_lost | serial_connected:/dev/cu.usbmodem101,0,1,3,254,0.000,0.000,0.000000,0.000000,0.0000,0.0000,0.0000,0.0000
16.270,-97.000,-95.700,1627,16.270,0.0000,0.0000,0.0000,0.0000,0.000,3.100,0.0000,0.0000,Auto,Raw,Auto,Physical,-97.000,-95.700,0.000,3.100,0.0000,0.0000,-97.000,-95.700,0.000,3.100,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,0,0.000,16.270,1776898629.216267,31.780,1,20260422_185637,EG,,,,,0,1,3,254,0.000,0.000,0.000000,0.000000,0.0000,0.0000,0.0000,0.0000
16.320,-97.000,-95.650,1632,16.320,0.0000,0.0000,0.0000,0.0000,0.000,-2.300,0.0000,0.0000,Auto,Raw,Auto,Physical,-97.000,-95.650,0.000,-2.300,0.0000,0.0000,-97.000,-95.650,0.000,-2.300,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,0,0.000,16.320,1776898629.217146,31.781,2,20260422_185637,EG,,,,,0,1,3,254,0.000,0.000,0.000000,0.000000,0.0000,0.0000,0.0000,0.0000
16.370,-97.000,-95.660,1637,16.370,0.0000,0.0000,0.0000,0.0000,0.000,-11.454,0.0000,0.0000,Auto,Raw,Auto,Physical,-97.000,-95.660,0.000,-11.454,0.0000,0.0000,-97.000,-95.660,0.000,0.000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,0,0.000,16.370,1776898629.217997,31.782,3,20260422_185637,EG,,,,,0,1,3,254,0.000,0.000,0.000000,0.000000,0.0000,0.0000,0.0000,0.0000
16.420,-97.000,-95.680,1642,16.420,0.0000,0.0000,0.0000,0.0000,0.000,-1.500,0.0000,0.0000,Auto,Raw,Auto,Physical,-97.000,-95.680,0.000,-1.500,0.0000,0.0000,-97.000,-95.680,0.000,-1.500,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,0,0.000,16.420,1776898629.218845,31.783,4,20260422_185637,EG,,,,,0,1,3,254,0.000,0.000,0.000000,0.000000,0.0000,0.0000,0.0000,0.0000
16.470,-97.000,-95.680,1647,16.470,0.0000,0.0000,0.0000,0.0000,0.000,0.500,0.0000,0.0000,Auto,Raw,Auto,Physical,-97.000,-95.680,0.000,0.500,0.0000,0.0000,-97.000,-95.680,0.000,0.500,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,0,0.000,16.470,1776898629.289259,31.853,5,20260422_185637,EG,,,,,0,1,3,254,0.000,0.000,0.000000,0.000000,0.0000,0.0000,0.0000,0.0000
16.520,-97.000,-95.700,1652,16.520,0.0000,0.0000,0.0000,0.0000,0.000,-1.200,0.0000,0.0000,Auto,Raw,Auto,Physical,-97.000,-95.700,0.000,-1.200,0.0000,0.0000,-97.000,-95.700,0.000,-1.200,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,0,0.000,16.520,1776898629.330500,31.895,6,20260422_185637,EG,,,,,0,1,3,254,0.000,0.000,0.000000,0.000000,0.0000,0.0000,0.0000,0.0000
16.570,-97.000,-95.730,1657,16.570,0.0000,0.0000,0.0000,0.0000,0.000,-0.400,0.0000,0.0000,Auto,Raw,Auto,Physical,-97.000,-95.730,0.000,-0.400,0.0000,0.0000,-97.000,-95.730,0.000,-0.400,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,0,0.000,16.570,1776898629.391861,31.956,7,20260422_185637,EG,,,,,0,1,3,254,0.000,0.000,0.000000,0.000000,0.0000,0.0000,0.0000,0.0000
16.620,-97.000,-95.730,1662,16.620,0.0000,0.0000,0.0000,0.0000,0.000,0.500,0.0000,0.0000,Auto,Raw,Auto,Physical,-97.000,-95.730,0.000,0.500,0.0000,0.0000,-97.000,-95.730,0.000,0.500,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,0,0.000,16.620,1776898629.435166,31.999,8,20260422_185637,EG,,,,,0,1,3,254,0.000,0.000,0.000000,0.000000,0.0000,0.0000,0.0000,0.0000
16.670,-97.000,-95.710,1667,16.670,0.0000,0.0000,0.0000,0.0000,0.000,0.900,0.0000,0.0000,Auto,Raw,Auto,Physical,-97.000,-95.710,0.000,0.900,0.0000,0.0000,-97.000,-95.710,0.000,0.900,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,0,0.000,16.670,1776898629.476422,32.040,9,20260422_185637,EG,,,,,0,1,3,254,0.000,0.000,0.000000,0.000000,0.0000,0.0000,0.0000,0.0000
16.720,-97.000,-95.730,1672,16.720,0.0000,0.0000,0.0000,0.0000,0.000,-0.400,0.0000,0.0000,Auto,Raw,Auto,Physical,-97.000,-95.730,0.000,-0.400,0.0000,0.0000,-97.000,-95.730,0.000,-0.400,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,0,0.000,16.720,1776898629.527810,32.092,10,20260422_185637,EG,,,,,0,1,3,254,0.000,0.000,0.000000,0.000000,0.0000,0.0000,0.0000,0.0000
16.770,-97.000,-95.740,1677,16.770,0.0000,0.0000,0.0000,0.0000,0.000,-0.200,0.0000,0.0000,Auto,Raw,Auto,Physical,-97.000,-95.740,0.000,-0.200,0.0000,0.0000,-97.000,-95.740,0.000,-0.200,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,0,0.000,16.770,1776898629.575337,32.139,11,20260422_185637,EG,,,,,0,1,3,254,0.000,0.000,0.000000,0.000000,0.0000,0.0000,0.0000,0.0000
16.820,-97.000,-95.720,1682,16.820,0.0000,0.0000,0.0000,0.0000,0.000,0.100,0.0000,0.0000,Auto,Raw,Auto,Physical,-97.000,-95.720,0.000,0.100,0.0000,0.0000,-97.000,-95.720,0.000,0.100,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,0,0.000,16.820,1776898629.626393,32.190,12,20260422_185637,EG,,,,,0,1,3,254,0.000,0.000,0.000000,0.000000,0.0000,0.0000,0.0000,0.0000
16.870,-97.000,-95.730,1687,16.870,0.0000,0.0000,0.0000,0.0000,0.000,-0.100,0.0000,0.0000,Auto,Raw,Auto,Physical,-97.000,-95.730,0.000,-0.100,0.0000,0.0000,-97.000,-95.730,0.000,-0.100,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,0,0.000,16.870,1776898629.686106,32.250,13,20260422_185637,EG,,,,,0,1,3,254,0.000,0.000,0.000000,0.000000,0.0000,0.0000,0.0000,0.0000
16.920,-97.000,-95.740,1692,16.920,0.0000,0.0000,0.0000,0.0000,0.000,-0.200,0.0000,0.0000,Auto,Raw,Auto,Physical,-97.000,-95.740,0.000,-0.200,0.0000,0.0000,-97.000,-95.740,0.000,-0.200,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,0,0.000,16.920,1776898629.735480,32.300,14,20260422_185637,EG,,,,,0,1,3,254,0.000,0.000,0.000000,0.000000,0.0000,0.0000,0.0000,0.0000
16.970,-97.000,-95.730,1697,16.970,0.0000,0.0000,0.0000,0.0000,0.000,0.500,0.0000,0.0000,Auto,Raw,Auto,Physical,-97.000,-95.730,0.000,0.500,0.0000,0.0000,-97.000,-95.730,0.000,0.500,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,0,0.000,16.970,1776898629.785938,32.350,15,20260422_185637,EG,,,,,0,1,3,254,0.000,0.000,0.000000,0.000000,0.0000,0.0000,0.0000,0.0000
17.020,-97.000,-95.720,1702,17.020,0.0000,0.0000,0.0000,0.0000,0.000,-0.200,0.0000,0.0000,Auto,Raw,Auto,Physical,-97.000,-95.720,0.000,-0.200,0.0000,0.0000,-97.000,-95.720,0.000,-0.200,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,0,0.000,17.020,1776898629.835446,32.399,16,20260422_185637,EG,,,,,0,1,3,254,0.000,0.000,0.000000,0.000000,0.0000,0.0000,0.0000,0.0000
17.070,-97.000,-95.730,1707,17.070,0.0000,0.0000,0.0000,0.0000,0.000,-0.100,0.0000,0.0000,Auto,Raw,Auto,Physical,-97.000,-95.730,0.000,-0.100,0.0000,0.0000,-97.000,-95.730,0.000,-0.100,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,0,0.000,17.070,1776898629.887494,32.452,17,20260422_185637,EG,,,,,0,1,3,254,0.000,0.000,0.000000,0.000000,0.0000,0.0000,0.0000,0.0000
17.120,-97.000,-95.730,1712,17.120,0.0000,0.0000,0.0000,0.0000,0.000,0.100,0.0000,0.0000,Auto,Raw,Auto,Physical,-97.000,-95.730,0.000,0.100,0.0000,0.0000,-97.000,-95.730,0.000,0.100,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,0,0.000,17.120,1776898629.927924,32.492,18,20260422_185637,EG,,,,,0,1,3,254,0.000,0.000,0.000000,0.000000,0.0000,0.0000,0.0000,0.0000
