t_s,L_angle_deg,R_angle_deg,L_cmd_Nm,R_cmd_Nm,L_est_Nm,R_est_Nm,L_vel_dps,R_vel_dps,L_pwr_W,R_pwr_W,gait_freq_Hz,t_unwrapped_s,wall_time_s,wall_elapsed_s,csv_sample_idx,csv_session_id,algo_name,gui_tag,rx_tag_char,rx_tag_text,align_event,rl_cfg_tx_seq,rpi_online,rpi_status_version,rpi_nn_type,rpi_delay_ms_L,rpi_delay_ms_R,rpi_power_ratio_L,rpi_power_ratio_R,rpi_pos_per_s_L,rpi_pos_per_s_R,rpi_neg_per_s_L,rpi_neg_per_s_R
274.360,-97.750,-95.410,0.0000,0.0000,0.0000,0.0000,0.000,-0.700,0.0000,-0.0000,0.520,274.360,1776803536.483844,0.961,0,20260421_163215,EG,R,R,R,serial_connected:/dev/cu.usbmodem1101,0,1,3,3,0.000,0.000,0.431200,0.268300,1.0700,0.4000,-1.4100,-1.1000
274.420,-97.750,-95.440,0.0000,0.0000,0.0000,0.0000,0.000,-0.500,0.0000,-0.0000,0.520,274.420,1776803536.599523,1.077,1,20260421_163215,EG,R,S,S,,0,1,3,254,0.000,0.000,0.000000,0.000000,0.0000,0.0000,0.0000,0.0000
274.470,-97.750,-95.450,0.0000,0.0000,0.0000,0.0000,0.000,-9.445,0.0000,-0.0000,0.520,274.470,1776803536.599721,1.077,2,20260421_163215,EG,R,S,S,,0,1,3,254,0.000,0.000,0.000000,0.000000,0.0000,0.0000,0.0000,0.0000
274.520,-97.750,-95.440,0.0000,0.0000,0.0000,0.0000,0.000,0.100,0.0000,0.0000,0.520,274.520,1776803536.658697,1.136,3,20260421_163215,EG,R,S,S,,0,1,3,254,0.000,0.000,0.000000,0.000000,0.0000,0.0000,0.0000,0.0000
274.570,-97.750,-95.440,0.0000,0.0000,0.0000,0.0000,0.000,0.200,0.0000,0.0000,0.520,274.570,1776803536.658907,1.136,4,20260421_163215,EG,R,S,S,,0,1,3,254,0.000,0.000,0.000000,0.000000,0.0000,0.0000,0.0000,0.0000
274.620,-97.750,-95.410,0.0000,0.0000,0.0000,0.0000,0.000,0.900,0.0000,0.0000,0.520,274.620,1776803536.731737,1.209,5,20260421_163215,EG,R,S,S,,0,1,3,254,0.000,0.000,0.000000,0.000000,0.0000,0.0000,0.0000,0.0000
274.670,-97.750,-95.360,0.0000,0.0000,0.0000,0.0000,0.000,1.800,0.0000,0.0000,0.520,274.670,1776803536.774713,1.252,6,20260421_163215,EG,R,S,S,,0,1,3,254,0.000,0.000,0.000000,0.000000,0.0000,0.0000,0.0000,0.0000
274.720,-97.810,-95.200,0.0000,0.0000,0.0000,0.0000,-0.900,2.900,-0.0000,0.0000,0.520,274.720,1776803536.835870,1.313,7,20260421_163215,EG,R,S,S,,0,1,3,254,0.000,0.000,0.000000,0.000000,0.0000,0.0000,0.0000,0.0000
274.770,-97.830,-95.090,0.0000,0.0000,0.0000,0.0000,-0.100,2.100,-0.0000,0.0000,0.520,274.770,1776803536.870132,1.347,8,20260421_163215,EG,R,S,S,,0,1,3,254,0.000,0.000,0.000000,0.000000,0.0000,0.0000,0.0000,0.0000
274.820,-97.830,-95.010,0.0000,0.0000,0.0000,0.0000,-0.100,0.400,-0.0000,0.0000,0.520,274.820,1776803536.921223,1.398,9,20260421_163215,EG,R,S,S,,0,1,3,254,0.000,0.000,0.000000,0.000000,0.0000,0.0000,0.0000,0.0000
274.870,-97.830,-94.990,0.0000,0.0000,0.0000,0.0000,0.000,0.500,0.0000,0.0000,0.520,274.870,1776803536.985565,1.463,10,20260421_163215,EG,R,S,S,,0,1,3,254,0.000,0.000,0.000000,0.000000,0.0000,0.0000,0.0000,0.0000
274.920,-97.840,-94.980,0.0000,0.0000,0.0000,0.0000,0.000,0.300,0.0000,0.0000,0.520,274.920,1776803537.075436,1.552,11,20260421_163215,EG,R,S,S,,0,1,3,254,0.000,0.000,0.000000,0.000000,0.0000,0.0000,0.0000,0.0000
274.970,-97.840,-95.000,0.0000,0.0000,0.0000,0.0000,0.100,-0.500,0.0000,-0.0000,0.520,274.970,1776803537.075678,1.553,12,20260421_163215,EG,R,S,S,,0,1,3,254,0.000,0.000,0.000000,0.000000,0.0000,0.0000,0.0000,0.0000
275.020,-97.830,-95.030,0.0000,0.0000,0.0000,0.0000,0.500,-0.900,0.0000,-0.0000,0.520,275.020,1776803537.136230,1.613,13,20260421_163215,EG,R,S,S,,0,1,3,254,0.000,0.000,0.000000,0.000000,0.0000,0.0000,0.0000,0.0000
275.070,-97.810,-95.100,0.0000,0.0000,0.0000,0.0000,0.500,-1.500,0.0000,-0.0000,0.520,275.070,1776803537.168571,1.646,14,20260421_163215,EG,R,S,S,,0,1,3,254,0.000,0.000,0.000000,0.000000,0.0000,0.0000,0.0000,0.0000
