t_s,L_angle_deg,R_angle_deg,teensy_t_cs_u16,teensy_t_s_unwrapped,L_cmd_Nm,R_cmd_Nm,L_est_Nm,R_est_Nm,L_vel_dps,R_vel_dps,L_pwr_W,R_pwr_W,signal_source_mode,signal_source_active,power_source_mode,power_source_active,raw_L_angle_deg,raw_R_angle_deg,raw_L_vel_dps,raw_R_vel_dps,raw_L_cmd_Nm,raw_R_cmd_Nm,sync_L_angle_deg,sync_R_angle_deg,sync_L_vel_dps,sync_R_vel_dps,sync_L_cmd_Nm,sync_R_cmd_Nm,phys_L_pwr_W,phys_R_pwr_W,ctrl_L_pwr_W,ctrl_R_pwr_W,sync_sample_id,sync_from_pi,gait_freq_Hz,t_unwrapped_s,wall_time_s,wall_elapsed_s,csv_sample_idx,csv_session_id,algo_name,gui_tag,rx_tag_char,rx_tag_text,align_event,rl_cfg_tx_seq,rpi_online,rpi_status_version,rpi_nn_type,rpi_delay_ms_L,rpi_delay_ms_R,rpi_power_ratio_L,rpi_power_ratio_R,rpi_pos_per_s_L,rpi_pos_per_s_R,rpi_neg_per_s_L,rpi_neg_per_s_R
64.810,-86.830,-88.380,6481,64.810,0.0000,0.0000,0.0000,0.0000,-2.000,-2.100,0.0000,0.0000,RX,RX,RX,RX,-86.830,-88.380,-2.000,-2.100,0.0000,0.0000,-87.360,-88.940,0.500,0.400,0.0000,0.0000,0.0000,0.0000,0.0400,0.0400,57756,1,1.590,64.810,1776905138.441574,0.744,0,20260422_204537,EG,A,A,A,serial_connected:/dev/cu.usbmodem101,0,1,3,2,100.000,100.000,0.479400,0.479000,0.0300,0.0300,-0.0300,-0.0300
64.860,-86.780,-88.350,6486,64.860,0.0000,0.0000,0.0000,0.0000,1.000,0.000,0.0000,0.0000,RX,RX,RX,RX,-86.780,-88.350,1.000,0.000,0.0000,0.0000,-87.360,-88.940,-0.100,-0.400,0.0000,0.0000,0.0000,0.0000,-0.0100,-0.0400,57759,1,1.590,64.860,1776905138.442505,0.745,1,20260422_204537,EG,A,A,A,,0,1,3,2,100.000,100.000,0.479400,0.479000,0.0300,0.0300,-0.0300,-0.0300
64.910,-86.820,-88.380,6491,64.910,0.0000,0.0000,0.0000,0.0000,0.000,-0.100,0.0000,0.0000,RX,RX,RX,RX,-86.820,-88.380,0.000,-0.100,0.0000,0.0000,-87.370,-88.950,0.100,0.000,0.0000,0.0000,0.0000,0.0000,0.0100,0.0000,57762,1,1.590,64.910,1776905138.443365,0.745,2,20260422_204537,EG,A,A,A,,0,1,3,2,100.000,100.000,0.479400,0.479000,0.0300,0.0300,-0.0300,-0.0300
64.960,-86.800,-88.360,6496,64.960,0.0000,0.0000,0.0000,0.0000,-0.600,-0.500,0.0000,0.0000,RX,RX,RX,RX,-86.800,-88.360,-0.600,-0.500,0.0000,0.0000,-87.370,-88.950,0.100,0.100,0.0000,0.0000,0.0000,0.0000,0.0100,0.0100,57765,1,1.590,64.960,1776905138.444190,0.746,3,20260422_204537,EG,A,A,A,,0,1,3,2,100.000,100.000,0.479400,0.479000,0.0300,0.0300,-0.0300,-0.0300
65.010,-86.810,-88.370,6501,65.010,0.0000,0.0000,0.0000,0.0000,0.900,0.700,0.0000,0.0000,RX,RX,RX,RX,-86.810,-88.370,0.900,0.700,0.0000,0.0000,-87.370,-88.950,-0.100,-0.100,0.0000,0.0000,0.0000,0.0000,-0.0100,-0.0100,57768,1,1.590,65.010,1776905138.445040,0.747,4,20260422_204537,EG,A,A,A,,0,1,3,2,100.000,100.000,0.479400,0.479000,0.0300,0.0300,-0.0300,-0.0300
65.060,-86.800,-88.370,6506,65.060,0.0000,0.0000,0.0000,0.0000,-0.300,-0.300,0.0000,0.0000,RX,RX,RX,RX,-86.800,-88.370,-0.300,-0.300,0.0000,0.0000,-87.370,-88.950,-0.200,-0.200,0.0000,0.0000,0.0000,0.0000,-0.0200,-0.0200,57771,1,1.590,65.060,1776905138.445868,0.748,5,20260422_204537,EG,A,A,A,,0,1,3,2,100.000,100.000,0.479400,0.479000,0.0300,0.0300,-0.0300,-0.0300
65.110,-86.790,-88.360,6511,65.110,0.0000,0.0000,0.0000,0.0000,0.100,0.500,0.0000,0.0000,RX,RX,RX,RX,-86.790,-88.360,0.100,0.500,0.0000,0.0000,-87.380,-88.960,0.200,0.100,0.0000,0.0000,0.0000,0.0000,0.0200,0.0100,57774,1,1.590,65.110,1776905138.446689,0.749,6,20260422_204537,EG,A,A,A,,0,1,3,2,100.000,100.000,0.479400,0.479000,0.0300,0.0300,-0.0300,-0.0300
65.160,-86.810,-88.370,6516,65.160,0.0000,0.0000,0.0000,0.0000,-0.200,-0.200,0.0000,0.0000,RX,RX,RX,RX,-86.810,-88.370,-0.200,-0.200,0.0000,0.0000,-87.360,-88.940,0.700,0.600,0.0000,0.0000,0.0000,0.0000,0.0600,0.0500,57777,1,1.590,65.160,1776905138.545603,0.848,7,20260422_204537,EG,A,A,A,,0,1,3,2,100.000,100.000,0.479400,0.479000,0.0300,0.0300,-0.0300,-0.0300
65.210,-86.800,-88.360,6521,65.210,0.0000,0.0000,0.0000,0.0000,0.200,0.200,0.0000,0.0000,RX,RX,RX,RX,-86.800,-88.360,0.200,0.200,0.0000,0.0000,-87.350,-88.930,0.500,0.400,0.0000,0.0000,0.0000,0.0000,0.0500,0.0300,57780,1,1.590,65.210,1776905138.546607,0.849,8,20260422_204537,EG,A,A,A,,0,1,3,2,100.000,100.000,0.479400,0.479000,0.0300,0.0300,-0.0300,-0.0300
65.260,-86.800,-88.360,6526,65.260,0.0000,0.0000,0.0000,0.0000,0.000,0.000,0.0000,0.0000,RX,RX,RX,RX,-86.800,-88.360,0.000,0.000,0.0000,0.0000,-87.390,-88.970,-1.800,-1.800,0.0000,0.0000,0.0000,0.0000,-0.1500,-0.1600,57783,1,1.590,65.260,1776905138.547841,0.850,9,20260422_204537,EG,A,A,A,,0,1,3,2,100.000,100.000,0.494400,0.495800,0.0300,0.0300,-0.0300,-0.0300
65.310,-86.810,-88.370,6531,65.310,0.0000,0.0000,0.0000,0.0000,-0.200,-0.200,0.0000,0.0000,RX,RX,RX,RX,-86.810,-88.370,-0.200,-0.200,0.0000,0.0000,-87.400,-88.980,-0.100,-0.100,0.0000,0.0000,0.0000,0.0000,-0.0100,-0.0100,57786,1,1.590,65.310,1776905138.548847,0.851,10,20260422_204537,EG,A,A,A,,0,1,3,2,100.000,100.000,0.494400,0.495800,0.0300,0.0300,-0.0300,-0.0300
65.360,-86.800,-88.360,6536,65.360,0.0000,0.0000,0.0000,0.0000,0.400,0.400,0.0000,0.0000,RX,RX,RX,RX,-86.800,-88.360,0.400,0.400,0.0000,0.0000,-87.390,-88.960,0.500,0.400,0.0000,0.0000,0.0000,0.0000,0.0400,0.0400,57789,1,1.590,65.360,1776905138.549777,0.852,11,20260422_204537,EG,A,A,A,,0,1,3,2,100.000,100.000,0.494400,0.495800,0.0300,0.0300,-0.0300,-0.0300
65.410,-86.790,-88.360,6541,65.410,0.0000,0.0000,0.0000,0.0000,-0.200,-0.400,0.0000,0.0000,RX,RX,RX,RX,-86.790,-88.360,-0.200,-0.400,0.0000,0.0000,-87.380,-88.960,0.200,0.200,0.0000,0.0000,0.0000,0.0000,0.0200,0.0200,57792,1,1.590,65.410,1776905138.550681,0.853,12,20260422_204537,EG,A,A,A,,0,1,3,2,100.000,100.000,0.494400,0.495800,0.0300,0.0300,-0.0300,-0.0300
65.460,-86.800,-88.370,6546,65.460,0.0000,0.0000,0.0000,0.0000,0.100,0.100,0.0000,0.0000,RX,RX,RX,RX,-86.800,-88.370,0.100,0.100,0.0000,0.0000,-87.350,-88.930,1.100,1.100,0.0000,0.0000,0.0000,0.0000,0.0900,0.0900,57795,1,1.590,65.460,1776905138.551575,0.854,13,20260422_204537,EG,A,A,A,,0,1,3,2,100.000,100.000,0.494400,0.495800,0.0300,0.0300,-0.0300,-0.0300
65.510,-86.800,-88.370,6551,65.510,0.0000,0.0000,0.0000,0.0000,0.000,0.000,0.0000,0.0000,RX,RX,RX,RX,-86.800,-88.370,0.000,0.000,0.0000,0.0000,-87.340,-88.920,-0.400,-0.200,0.0000,0.0000,0.0000,0.0000,-0.0300,-0.0200,57798,1,1.590,65.510,1776905138.552469,0.855,14,20260422_204537,EG,A,A,A,,0,1,3,2,100.000,100.000,0.494400,0.495800,0.0300,0.0300,-0.0300,-0.0300
