t_s,L_angle_deg,R_angle_deg,L_cmd_Nm,R_cmd_Nm,L_est_Nm,R_est_Nm,L_vel_dps,R_vel_dps,L_pwr_W,R_pwr_W,gait_freq_Hz,t_unwrapped_s,wall_time_s,wall_elapsed_s,csv_sample_idx,csv_session_id,algo_name,gui_tag,rx_tag_char,rx_tag_text,align_event,rl_cfg_tx_seq,rpi_online,rpi_status_version,rpi_nn_type,rpi_delay_ms_L,rpi_delay_ms_R,rpi_power_ratio_L,rpi_power_ratio_R,rpi_pos_per_s_L,rpi_pos_per_s_R,rpi_neg_per_s_L,rpi_neg_per_s_R
459.170,37.370,-19.610,0.0000,0.0000,0.0000,0.0000,70.700,-132.300,0.0000,-0.0000,1.000,459.170,1776804376.606465,3.314,52,20260421_164613,EG,R,R,R,,0,1,3,254,0.000,0.000,0.000000,0.000000,0.0000,0.0000,0.0000,0.0000
459.220,39.740,-25.670,0.0000,0.0000,0.0000,0.0000,53.300,-47.900,0.0000,-0.0000,1.000,459.220,1776804376.701922,3.410,53,20260421_164613,EG,R,R,R,,0,1,3,254,0.000,0.000,0.000000,0.000000,0.0000,0.0000,0.0000,0.0000
459.270,39.580,-23.290,0.0000,0.0000,0.0000,0.0000,-78.300,236.900,-0.0000,0.0000,1.000,459.270,1776804376.729902,3.438,54,20260421_164613,EG,R,R,R,,0,1,3,254,0.000,0.000,0.000000,0.000000,0.0000,0.0000,0.0000,0.0000
459.320,31.410,-20.350,0.0000,0.0000,0.0000,0.0000,-130.200,167.600,-0.0000,0.0000,1.000,459.320,1776804376.788373,3.496,55,20260421_164613,EG,R,R,R,,0,1,3,254,0.000,0.000,0.000000,0.000000,0.0000,0.0000,0.0000,0.0000
459.370,23.630,-13.530,0.0000,0.0000,0.0000,0.0000,-162.800,60.100,-0.0000,0.0000,1.000,459.370,1776804376.808580,3.516,56,20260421_164613,EG,R,R,R,,0,1,3,254,0.000,0.000,0.000000,0.000000,0.0000,0.0000,0.0000,0.0000
459.420,15.060,-8.230,0.0000,0.0000,0.0000,0.0000,-148.000,131.000,-0.0000,0.0000,1.000,459.420,1776804376.918367,3.626,57,20260421_164613,EG,R,R,R,,0,1,3,254,0.000,0.000,0.000000,0.000000,0.0000,0.0000,0.0000,0.0000
459.470,6.590,-2.960,0.0000,0.0000,0.0000,0.0000,-158.400,138.100,-0.0000,0.0000,1.000,459.470,1776804376.918583,3.626,58,20260421_164613,EG,R,R,R,,0,1,3,254,0.000,0.000,0.000000,0.000000,0.0000,0.0000,0.0000,0.0000
459.520,-0.420,4.030,0.0000,0.0000,0.0000,0.0000,-119.300,149.700,-0.0000,0.0000,1.000,459.520,1776804377.001084,3.709,59,20260421_164613,EG,R,R,R,,0,1,3,254,0.000,0.000,0.000000,0.000000,0.0000,0.0000,0.0000,0.0000
459.570,-3.180,13.820,0.0000,0.0000,0.0000,0.0000,2.600,132.900,0.0000,0.0000,1.000,459.570,1776804377.031859,3.740,60,20260421_164613,EG,R,R,R,,0,1,3,254,0.000,0.000,0.000000,0.000000,0.0000,0.0000,0.0000,0.0000
459.620,-0.710,19.060,0.0000,0.0000,0.0000,0.0000,98.000,98.800,0.0000,0.0000,1.000,459.620,1776804377.085070,3.793,61,20260421_164613,EG,R,R,R,,0,1,3,254,0.000,0.000,0.000000,0.000000,0.0000,0.0000,0.0000,0.0000
459.670,3.580,23.610,0.0000,0.0000,0.0000,0.0000,93.400,118.300,0.0000,0.0000,1.000,459.670,1776804377.120230,3.828,62,20260421_164613,EG,R,R,R,,0,1,3,254,0.000,0.000,0.000000,0.000000,0.0000,0.0000,0.0000,0.0000
459.720,-3.780,27.910,0.0000,0.0000,0.0000,0.0000,5.100,80.900,0.0000,0.0000,1.000,459.720,1776804377.179303,3.887,63,20260421_164613,EG,R,R,R,,0,1,3,254,0.000,0.000,0.000000,0.000000,0.0000,0.0000,0.0000,0.0000
459.770,-1.510,31.010,0.0000,0.0000,0.0000,0.0000,35.200,-38.300,0.0000,-0.0000,1.000,459.770,1776804377.207297,3.915,64,20260421_164613,EG,R,R,R,,0,1,3,254,0.000,0.000,0.000000,0.000000,0.0000,0.0000,0.0000,0.0000
459.820,-10.130,26.840,0.0000,0.0000,0.0000,0.0000,156.800,-45.100,0.0000,-0.0000,1.000,459.820,1776804377.266629,3.974,65,20260421_164613,EG,R,R,R,,0,1,3,254,0.000,0.000,0.000000,0.000000,0.0000,0.0000,0.0000,0.0000
459.870,-5.590,21.920,0.0000,0.0000,0.0000,0.0000,51.100,-136.100,0.0000,-0.0000,1.000,459.870,1776804377.325548,4.033,66,20260421_164613,EG,R,R,R,,0,1,3,254,0.000,0.000,0.000000,0.000000,0.0000,0.0000,0.0000,0.0000
459.920,0.620,9.510,0.0000,0.0000,0.0000,0.0000,124.300,-176.700,0.0000,-0.0000,1.000,459.920,1776804377.384614,4.092,67,20260421_164613,EG,R,R,R,,0,1,3,254,0.000,0.000,0.000000,0.000000,0.0000,0.0000,0.0000,0.0000
459.970,7.880,-1.000,0.0000,0.0000,0.0000,0.0000,164.400,-194.900,0.0000,-0.0000,1.000,459.970,1776804377.405816,4.113,68,20260421_164613,EG,R,R,R,,0,1,3,254,0.000,0.000,0.000000,0.000000,0.0000,0.0000,0.0000,0.0000
460.020,17.300,-6.830,0.0000,0.0000,0.0000,0.0000,202.500,-198.400,0.0000,-0.0000,1.000,460.020,1776804377.479577,4.187,69,20260421_164613,EG,R,R,R,,0,1,3,254,0.000,0.000,0.000000,0.000000,0.0000,0.0000,0.0000,0.0000
460.070,27.440,-15.680,0.0000,0.0000,0.0000,0.0000,144.500,-115.900,0.0000,-0.0000,1.000,460.070,1776804377.506231,4.214,70,20260421_164613,EG,R,R,R,,0,1,3,254,0.000,0.000,0.000000,0.000000,0.0000,0.0000,0.0000,0.0000
460.120,32.580,-18.080,0.0000,0.0000,0.0000,0.0000,96.700,-51.700,0.0000,-0.0000,1.000,460.120,1776804377.565440,4.273,71,20260421_164613,EG,R,R,R,,0,1,3,254,0.000,0.000,0.000000,0.000000,0.0000,0.0000,0.0000,0.0000
460.170,36.510,-18.650,0.0000,0.0000,0.0000,0.0000,65.300,-29.700,0.0000,-0.0000,1.000,460.170,1776804377.625381,4.333,72,20260421_164613,EG,R,R,R,,0,1,3,254,0.000,0.000,0.000000,0.000000,0.0000,0.0000,0.0000,0.0000
460.220,39.230,-23.700,0.0000,0.0000,0.0000,0.0000,53.800,-82.300,0.0000,-0.0000,1.000,460.220,1776804377.685169,4.393,73,20260421_164613,EG,R,R,R,,0,1,3,254,0.000,0.000,0.000000,0.000000,0.0000,0.0000,0.0000,0.0000
460.270,40.420,-26.150,0.0000,0.0000,0.0000,0.0000,-13.000,-4.900,-0.0000,-0.0000,1.000,460.270,1776804377.720167,4.428,74,20260421_164613,EG,R,R,R,,0,1,3,254,0.000,0.000,0.000000,0.000000,0.0000,0.0000,0.0000,0.0000
460.320,32.670,-19.670,0.0000,0.0000,0.0000,0.0000,-201.500,-120.800,-0.0000,-0.0000,1.000,460.320,1776804377.785113,4.493,75,20260421_164613,EG,R,R,R,,0,1,3,254,0.000,0.000,0.000000,0.000000,0.0000,0.0000,0.0000,0.0000
460.370,26.460,-14.500,0.0000,0.0000,0.0000,0.0000,-125.000,55.400,-0.0000,0.0000,1.000,460.370,1776804377.814794,4.522,76,20260421_164613,EG,R,R,R,,0,1,3,254,0.000,0.000,0.000000,0.000000,0.0000,0.0000,0.0000,0.0000
460.420,17.830,-9.130,0.0000,0.0000,0.0000,0.0000,-172.900,121.900,-0.0000,0.0000,1.000,460.420,1776804377.876711,4.584,77,20260421_164613,EG,R,R,R,,0,1,3,254,0.000,0.000,0.000000,0.000000,0.0000,0.0000,0.0000,0.0000
460.470,9.490,-4.170,0.0000,0.0000,0.0000,0.0000,-161.200,125.400,-0.0000,0.0000,1.000,460.470,1776804377.925625,4.633,78,20260421_164613,EG,R,R,R,,0,1,3,254,0.000,0.000,0.000000,0.000000,0.0000,0.0000,0.0000,0.0000
460.520,1.780,2.280,0.0000,0.0000,0.0000,0.0000,-134.600,127.000,-0.0000,0.0000,1.000,460.520,1776804377.986279,4.694,79,20260421_164613,EG,R,R,R,,0,1,3,254,0.000,0.000,0.000000,0.000000,0.0000,0.0000,0.0000,0.0000
460.570,-2.050,9.460,0.0000,0.0000,0.0000,0.0000,-23.700,169.100,-0.0000,0.0000,1.000,460.570,1776804378.043481,4.751,80,20260421_164613,EG,R,R,R,,0,1,3,254,0.000,0.000,0.000000,0.000000,0.0000,0.0000,0.0000,0.0000
460.620,-0.310,17.830,0.0000,0.0000,0.0000,0.0000,64.100,113.300,0.0000,0.0000,1.000,460.620,1776804378.079340,4.787,81,20260421_164613,EG,R,R,R,,0,1,3,254,0.000,0.000,0.000000,0.000000,0.0000,0.0000,0.0000,0.0000
460.670,4.120,22.330,0.0000,0.0000,0.0000,0.0000,124.700,123.200,0.0000,0.0000,0.980,460.670,1776804378.108511,4.816,82,20260421_164613,EG,R,R,R,,0,1,3,254,0.000,0.000,0.000000,0.000000,0.0000,0.0000,0.0000,0.0000
460.720,-1.640,27.070,0.0000,0.0000,0.0000,0.0000,-72.800,80.700,-0.0000,0.0000,0.980,460.720,1776804378.186767,4.894,83,20260421_164613,EG,R,R,R,,0,1,3,254,0.000,0.000,0.000000,0.000000,0.0000,0.0000,0.0000,0.0000
460.770,2.680,31.240,0.0000,0.0000,0.0000,0.0000,-6.200,-1.600,-0.0000,-0.0000,0.980,460.770,1776804378.206760,4.914,84,20260421_164613,EG,R,R,R,algo_apply:EG,0,1,3,254,0.000,0.000,0.000000,0.000000,0.0000,0.0000,0.0000,0.0000
460.820,-8.450,26.280,0.0000,0.0000,0.0000,0.0000,-161.100,-47.200,-0.0000,-0.0000,0.980,460.820,1776804378.287425,4.995,85,20260421_164613,EG,R,A,A,,0,1,3,254,0.000,0.000,0.000000,0.000000,0.0000,0.0000,0.0000,0.0000
460.870,-3.750,21.430,0.0000,0.0000,0.0000,0.0000,15.300,-135.400,0.0000,-0.0000,0.980,460.870,1776804378.346251,5.054,86,20260421_164613,EG,R,A,A,,0,1,3,254,0.000,0.000,0.000000,0.000000,0.0000,0.0000,0.0000,0.0000
460.920,1.690,10.850,0.0000,0.0000,0.0000,0.0000,121.200,-208.700,0.0000,-0.0000,0.980,460.920,1776804378.386634,5.094,87,20260421_164613,EG,R,A,A,,0,1,3,254,0.000,0.000,0.000000,0.000000,0.0000,0.0000,0.0000,0.0000
460.970,10.440,0.290,0.0000,0.0000,0.0000,0.0000,163.700,-208.300,0.0000,-0.0000,0.980,460.970,1776804378.407486,5.115,88,20260421_164613,EG,R,A,A,,0,1,3,254,0.000,0.000,0.000000,0.000000,0.0000,0.0000,0.0000,0.0000
461.020,17.930,-9.570,0.0000,0.0000,0.0000,0.0000,200.900,-192.900,0.0000,-0.0000,0.980,461.020,1776804378.526447,5.234,89,20260421_164613,EG,R,A,A,,0,1,3,254,0.000,0.000,0.000000,0.000000,0.0000,0.0000,0.0000,0.0000
461.070,27.120,-15.890,0.0000,0.0000,0.0000,0.0000,137.500,-104.300,0.0000,-0.0000,0.980,461.070,1776804378.557717,5.265,90,20260421_164613,EG,R,A,A,,0,1,3,254,0.000,0.000,0.000000,0.000000,0.0000,0.0000,0.0000,0.0000
461.120,33.190,-17.700,0.0000,0.0000,0.0000,0.0000,88.600,-38.000,0.0000,-0.0000,0.980,461.120,1776804378.577529,5.285,91,20260421_164613,EG,R,A,A,,0,1,3,254,0.000,0.000,0.000000,0.000000,0.0000,0.0000,0.0000,0.0000
461.170,36.720,-15.100,0.0000,0.0000,0.0000,0.0000,57.700,-49.100,0.0000,-0.0000,0.980,461.170,1776804378.605495,5.313,92,20260421_164613,EG,R,A,A,,0,1,3,254,0.000,0.000,0.000000,0.000000,0.0000,0.0000,0.0000,0.0000
461.220,38.980,-22.720,0.0000,0.0000,0.0000,0.0000,61.100,-42.200,0.0000,-0.0000,0.980,461.220,1776804378.665992,5.374,93,20260421_164613,EG,R,A,A,,0,1,3,254,0.000,0.000,0.000000,0.000000,0.0000,0.0000,0.0000,0.0000
461.270,40.970,-25.880,0.0000,0.0000,0.0000,0.0000,9.200,28.000,0.0000,0.0000,0.980,461.270,1776804378.711920,5.420,94,20260421_164613,EG,R,A,A,,0,1,3,254,0.000,0.000,0.000000,0.000000,0.0000,0.0000,0.0000,0.0000
461.320,33.280,-20.340,0.0000,0.0000,0.0000,0.0000,-242.200,-47.900,-0.0000,-0.0000,0.980,461.320,1776804378.773278,5.481,95,20260421_164613,EG,R,A,A,,0,1,3,254,0.000,0.000,0.000000,0.000000,0.0000,0.0000,0.0000,0.0000
