t_s,L_angle_deg,R_angle_deg,L_cmd_Nm,R_cmd_Nm,L_est_Nm,R_est_Nm,L_vel_dps,R_vel_dps,L_pwr_W,R_pwr_W,gait_freq_Hz,t_unwrapped_s,wall_time_s,wall_elapsed_s,csv_sample_idx,csv_session_id,algo_name,gui_tag,rx_tag_char,rx_tag_text,align_event,rl_cfg_tx_seq,rpi_online,rpi_status_version,rpi_nn_type,rpi_delay_ms_L,rpi_delay_ms_R,rpi_power_ratio_L,rpi_power_ratio_R,rpi_pos_per_s_L,rpi_pos_per_s_R,rpi_neg_per_s_L,rpi_neg_per_s_R
102.260,4.790,4.740,0.0000,0.0000,0.0000,0.0000,-2.100,-1.300,-0.0000,-0.0000,0.670,102.260,1776804019.727402,14.737,13,20260421_164004,EG,S,S,S,,0,1,3,254,0.000,0.000,0.000000,0.000000,0.0000,0.0000,0.0000,0.0000
102.310,4.720,4.630,0.0000,0.0000,0.0000,0.0000,-1.200,-2.600,-0.0000,-0.0000,0.670,102.310,1776804019.759038,14.769,14,20260421_164004,EG,S,S,S,,0,1,3,254,0.000,0.000,0.000000,0.000000,0.0000,0.0000,0.0000,0.0000
102.360,4.670,4.500,0.0000,0.0000,0.0000,0.0000,-0.500,-3.100,-0.0000,-0.0000,0.670,102.360,1776804019.822985,14.833,15,20260421_164004,EG,S,S,S,,0,1,3,254,0.000,0.000,0.000000,0.000000,0.0000,0.0000,0.0000,0.0000
102.410,4.620,4.340,0.0000,0.0000,0.0000,0.0000,0.200,-3.400,0.0000,-0.0000,0.670,102.410,1776804019.871327,14.881,16,20260421_164004,EG,S,S,S,,0,1,3,254,0.000,0.000,0.000000,0.000000,0.0000,0.0000,0.0000,0.0000
102.460,4.600,4.170,0.0000,0.0000,0.0000,0.0000,0.700,-2.600,0.0000,-0.0000,0.670,102.460,1776804019.953250,14.963,17,20260421_164004,EG,S,S,S,,0,1,3,254,0.000,0.000,0.000000,0.000000,0.0000,0.0000,0.0000,0.0000
102.510,4.600,4.050,0.0000,0.0000,0.0000,0.0000,0.900,-1.600,0.0000,-0.0000,0.670,102.510,1776804019.980360,14.990,18,20260421_164004,EG,S,S,S,,0,1,3,254,0.000,0.000,0.000000,0.000000,0.0000,0.0000,0.0000,0.0000
102.560,4.590,3.940,0.0000,0.0000,0.0000,0.0000,0.300,-2.000,0.0000,-0.0000,0.670,102.560,1776804020.037409,15.047,19,20260421_164004,EG,S,S,S,,0,1,3,254,0.000,0.000,0.000000,0.000000,0.0000,0.0000,0.0000,0.0000
102.610,4.560,3.830,0.0000,0.0000,0.0000,0.0000,-0.500,-2.000,-0.0000,-0.0000,0.670,102.610,1776804020.071521,15.081,20,20260421_164004,EG,S,S,S,,0,1,3,254,0.000,0.000,0.000000,0.000000,0.0000,0.0000,0.0000,0.0000
102.660,4.490,3.700,0.0000,0.0000,0.0000,0.0000,-1.600,-1.500,-0.0000,-0.0000,0.670,102.660,1776804020.139366,15.149,21,20260421_164004,EG,S,S,S,,0,1,3,254,0.000,0.000,0.000000,0.000000,0.0000,0.0000,0.0000,0.0000
102.710,4.420,3.650,0.0000,0.0000,0.0000,0.0000,-2.300,-1.200,-0.0000,-0.0000,0.670,102.710,1776804020.174881,15.185,22,20260421_164004,EG,S,S,S,,0,1,3,254,0.000,0.000,0.000000,0.000000,0.0000,0.0000,0.0000,0.0000
102.760,4.330,3.590,0.0000,0.0000,0.0000,0.0000,-3.000,-1.400,-0.0000,-0.0000,0.670,102.760,1776804020.236691,15.246,23,20260421_164004,EG,S,S,S,,0,1,3,254,0.000,0.000,0.000000,0.000000,0.0000,0.0000,0.0000,0.0000
102.810,4.260,3.570,0.0000,0.0000,0.0000,0.0000,-2.000,-0.400,-0.0000,-0.0000,0.670,102.810,1776804020.256411,15.266,24,20260421_164004,EG,S,S,S,,0,1,3,254,0.000,0.000,0.000000,0.000000,0.0000,0.0000,0.0000,0.0000
102.860,4.220,3.590,0.0000,0.0000,0.0000,0.0000,-1.000,-0.200,-0.0000,-0.0000,0.670,102.860,1776804020.349146,15.359,25,20260421_164004,EG,S,S,S,,0,1,3,254,0.000,0.000,0.000000,0.000000,0.0000,0.0000,0.0000,0.0000
102.910,4.200,3.600,0.0000,0.0000,0.0000,0.0000,-0.400,-0.500,-0.0000,-0.0000,0.670,102.910,1776804020.377050,15.387,26,20260421_164004,EG,S,S,S,,0,1,3,254,0.000,0.000,0.000000,0.000000,0.0000,0.0000,0.0000,0.0000
102.960,4.160,3.590,0.0000,0.0000,0.0000,0.0000,0.400,-0.500,0.0000,-0.0000,0.670,102.960,1776804020.469702,15.479,27,20260421_164004,EG,S,S,S,,0,1,3,254,0.000,0.000,0.000000,0.000000,0.0000,0.0000,0.0000,0.0000
103.010,4.140,3.580,0.0000,0.0000,0.0000,0.0000,0.200,0.000,0.0000,0.0000,0.670,103.010,1776804020.469928,15.480,28,20260421_164004,EG,S,S,S,,0,1,3,254,0.000,0.000,0.000000,0.000000,0.0000,0.0000,0.0000,0.0000
103.060,4.110,3.580,0.0000,0.0000,0.0000,0.0000,-0.100,0.300,-0.0000,0.0000,0.670,103.060,1776804020.530337,15.540,29,20260421_164004,EG,S,S,S,,0,1,3,254,0.000,0.000,0.000000,0.000000,0.0000,0.0000,0.0000,0.0000
103.110,4.090,3.600,0.0000,0.0000,0.0000,0.0000,-0.400,1.000,-0.0000,0.0000,0.670,103.110,1776804020.558924,15.569,30,20260421_164004,EG,S,S,S,,0,1,3,254,0.000,0.000,0.000000,0.000000,0.0000,0.0000,0.0000,0.0000
103.160,4.080,3.660,0.0000,0.0000,0.0000,0.0000,-0.500,1.400,-0.0000,0.0000,0.670,103.160,1776804020.630963,15.641,31,20260421_164004,EG,S,S,S,,0,1,3,254,0.000,0.000,0.000000,0.000000,0.0000,0.0000,0.0000,0.0000
103.210,4.070,3.710,0.0000,0.0000,0.0000,0.0000,-0.400,0.900,-0.0000,0.0000,0.670,103.210,1776804020.674459,15.684,32,20260421_164004,EG,S,S,S,,0,1,3,254,0.000,0.000,0.000000,0.000000,0.0000,0.0000,0.0000,0.0000
103.260,4.050,3.730,0.0000,0.0000,0.0000,0.0000,-0.400,0.400,-0.0000,0.0000,0.670,103.260,1776804020.749935,15.760,33,20260421_164004,EG,S,S,S,,0,1,3,254,0.000,0.000,0.000000,0.000000,0.0000,0.0000,0.0000,0.0000
103.310,4.030,3.740,0.0000,0.0000,0.0000,0.0000,-0.400,0.400,-0.0000,0.0000,0.670,103.310,1776804020.770374,15.780,34,20260421_164004,EG,S,S,S,,0,1,3,254,0.000,0.000,0.000000,0.000000,0.0000,0.0000,0.0000,0.0000
103.360,4.000,3.770,0.0000,0.0000,0.0000,0.0000,-0.200,0.500,-0.0000,0.0000,0.670,103.360,1776804020.850922,15.861,35,20260421_164004,EG,S,S,S,,0,1,3,254,0.000,0.000,0.000000,0.000000,0.0000,0.0000,0.0000,0.0000
103.410,3.990,3.790,0.0000,0.0000,0.0000,0.0000,-0.300,0.200,-0.0000,0.0000,0.670,103.410,1776804020.876272,15.886,36,20260421_164004,EG,S,S,S,,0,1,3,254,0.000,0.000,0.000000,0.000000,0.0000,0.0000,0.0000,0.0000
103.460,3.960,3.780,0.0000,0.0000,0.0000,0.0000,-0.400,0.000,-0.0000,0.0000,0.670,103.460,1776804020.934178,15.944,37,20260421_164004,EG,S,S,S,,0,1,3,254,0.000,0.000,0.000000,0.000000,0.0000,0.0000,0.0000,0.0000
103.510,3.940,3.770,0.0000,0.0000,0.0000,0.0000,-0.400,0.100,-0.0000,0.0000,0.670,103.510,1776804020.969888,15.980,38,20260421_164004,EG,S,S,S,,0,1,3,254,0.000,0.000,0.000000,0.000000,0.0000,0.0000,0.0000,0.0000
103.560,3.930,3.790,0.0000,0.0000,0.0000,0.0000,0.000,0.400,0.0000,0.0000,0.670,103.560,1776804021.051346,16.061,39,20260421_164004,EG,S,S,S,,0,1,3,254,0.000,0.000,0.000000,0.000000,0.0000,0.0000,0.0000,0.0000
103.610,3.930,3.820,0.0000,0.0000,0.0000,0.0000,0.300,1.000,0.0000,0.0000,0.670,103.610,1776804021.077391,16.087,40,20260421_164004,EG,S,S,S,,0,1,3,254,0.000,0.000,0.000000,0.000000,0.0000,0.0000,0.0000,0.0000
103.660,3.960,3.860,0.0000,0.0000,0.0000,0.0000,0.500,0.900,0.0000,0.0000,0.670,103.660,1776804021.134402,16.144,41,20260421_164004,EG,S,S,S,,0,1,3,254,0.000,0.000,0.000000,0.000000,0.0000,0.0000,0.0000,0.0000
103.710,3.970,3.900,0.0000,0.0000,0.0000,0.0000,0.400,0.900,0.0000,0.0000,0.670,103.710,1776804021.175116,16.185,42,20260421_164004,EG,S,S,S,,0,1,3,254,0.000,0.000,0.000000,0.000000,0.0000,0.0000,0.0000,0.0000
103.760,3.980,3.930,0.0000,0.0000,0.0000,0.0000,0.200,0.500,0.0000,0.0000,0.670,103.760,1776804021.252197,16.262,43,20260421_164004,EG,S,S,S,,0,1,3,254,0.000,0.000,0.000000,0.000000,0.0000,0.0000,0.0000,0.0000
103.810,3.980,3.940,0.0000,0.0000,0.0000,0.0000,0.200,0.400,0.0000,0.0000,0.670,103.810,1776804021.302314,16.312,44,20260421_164004,EG,S,S,S,,0,1,3,254,0.000,0.000,0.000000,0.000000,0.0000,0.0000,0.0000,0.0000
103.860,3.980,3.960,0.0000,0.0000,0.0000,0.0000,0.200,0.300,0.0000,0.0000,0.670,103.860,1776804021.330095,16.340,45,20260421_164004,EG,S,S,S,,0,1,3,254,0.000,0.000,0.000000,0.000000,0.0000,0.0000,0.0000,0.0000
103.910,4.000,3.980,0.0000,0.0000,0.0000,0.0000,0.500,0.200,0.0000,0.0000,0.670,103.910,1776804021.363302,16.373,46,20260421_164004,EG,S,S,S,,0,1,3,254,0.000,0.000,0.000000,0.000000,0.0000,0.0000,0.0000,0.0000
103.960,4.030,3.990,0.0000,0.0000,0.0000,0.0000,0.900,0.300,0.0000,0.0000,0.670,103.960,1776804021.443159,16.453,47,20260421_164004,EG,S,S,S,,0,1,3,254,0.000,0.000,0.000000,0.000000,0.0000,0.0000,0.0000,0.0000
104.010,4.070,4.000,0.0000,0.0000,0.0000,0.0000,0.900,0.400,0.0000,0.0000,0.670,104.010,1776804021.473358,16.483,48,20260421_164004,EG,S,S,S,,0,1,3,254,0.000,0.000,0.000000,0.000000,0.0000,0.0000,0.0000,0.0000
104.060,4.100,4.030,0.0000,0.0000,0.0000,0.0000,0.600,0.400,0.0000,0.0000,0.670,104.060,1776804021.528896,16.539,49,20260421_164004,EG,S,S,S,,0,1,3,254,0.000,0.000,0.000000,0.000000,0.0000,0.0000,0.0000,0.0000
104.110,4.110,4.040,0.0000,0.0000,0.0000,0.0000,0.500,0.300,0.0000,0.0000,0.670,104.110,1776804021.562516,16.572,50,20260421_164004,EG,S,S,S,,0,1,3,254,0.000,0.000,0.000000,0.000000,0.0000,0.0000,0.0000,0.0000
104.160,4.140,4.050,0.0000,0.0000,0.0000,0.0000,0.500,0.200,0.0000,0.0000,0.670,104.160,1776804021.623337,16.633,51,20260421_164004,EG,S,S,S,,0,1,3,254,0.000,0.000,0.000000,0.000000,0.0000,0.0000,0.0000,0.0000
104.210,4.160,4.050,0.0000,0.0000,0.0000,0.0000,0.400,0.100,0.0000,0.0000,0.670,104.210,1776804021.684032,16.694,52,20260421_164004,EG,S,S,S,,0,1,3,254,0.000,0.000,0.000000,0.000000,0.0000,0.0000,0.0000,0.0000
104.260,4.190,4.060,0.0000,0.0000,0.0000,0.0000,0.400,0.200,0.0000,0.0000,0.670,104.260,1776804021.723721,16.733,53,20260421_164004,EG,S,S,S,,0,1,3,254,0.000,0.000,0.000000,0.000000,0.0000,0.0000,0.0000,0.0000
104.310,4.200,4.080,0.0000,0.0000,0.0000,0.0000,0.208,0.417,0.0000,0.0000,0.670,104.310,1776804021.771349,16.781,54,20260421_164004,EG,S,S,S,,0,1,3,254,0.000,0.000,0.000000,0.000000,0.0000,0.0000,0.0000,0.0000
104.360,4.200,4.080,0.0000,0.0000,0.0000,0.0000,0.000,0.000,0.0000,0.0000,0.670,104.360,1776804021.835732,16.845,55,20260421_164004,EG,S,S,S,,0,1,3,254,0.000,0.000,0.000000,0.000000,0.0000,0.0000,0.0000,0.0000
104.410,4.190,4.080,0.0000,0.0000,0.0000,0.0000,-0.203,0.000,-0.0000,0.0000,0.670,104.410,1776804021.884916,16.895,56,20260421_164004,EG,S,S,S,,0,1,3,254,0.000,0.000,0.000000,0.000000,0.0000,0.0000,0.0000,0.0000
104.460,4.190,4.080,0.0000,0.0000,0.0000,0.0000,0.000,0.100,0.0000,0.0000,0.670,104.460,1776804021.934028,16.944,57,20260421_164004,EG,S,S,S,,0,1,3,254,0.000,0.000,0.000000,0.000000,0.0000,0.0000,0.0000,0.0000
104.510,4.180,4.070,0.0000,0.0000,0.0000,0.0000,0.000,-0.100,0.0000,-0.0000,0.670,104.510,1776804021.972559,16.982,58,20260421_164004,EG,S,S,S,,0,1,3,254,0.000,0.000,0.000000,0.000000,0.0000,0.0000,0.0000,0.0000
104.560,4.170,4.050,0.0000,0.0000,0.0000,0.0000,0.000,-0.200,0.0000,-0.0000,0.670,104.560,1776804022.018783,17.029,59,20260421_164004,EG,S,S,S,,0,1,3,254,0.000,0.000,0.000000,0.000000,0.0000,0.0000,0.0000,0.0000
104.610,4.170,4.030,0.0000,0.0000,0.0000,0.0000,0.000,-0.400,0.0000,-0.0000,0.670,104.610,1776804022.081305,17.091,60,20260421_164004,EG,S,S,S,,0,1,3,254,0.000,0.000,0.000000,0.000000,0.0000,0.0000,0.0000,0.0000
104.660,4.170,4.010,0.0000,0.0000,0.0000,0.0000,0.000,-0.200,0.0000,-0.0000,0.670,104.660,1776804022.136861,17.147,61,20260421_164004,EG,S,S,S,,0,1,3,254,0.000,0.000,0.000000,0.000000,0.0000,0.0000,0.0000,0.0000
104.710,4.160,4.000,0.0000,0.0000,0.0000,0.0000,0.000,-0.200,0.0000,-0.0000,0.670,104.710,1776804022.173893,17.184,62,20260421_164004,EG,S,S,S,,0,1,3,254,0.000,0.000,0.000000,0.000000,0.0000,0.0000,0.0000,0.0000
104.760,4.160,3.980,0.0000,0.0000,0.0000,0.0000,0.000,-0.300,0.0000,-0.0000,0.670,104.760,1776804022.233525,17.243,63,20260421_164004,EG,S,S,S,,0,1,3,254,0.000,0.000,0.000000,0.000000,0.0000,0.0000,0.0000,0.0000
104.810,4.160,3.970,0.0000,0.0000,0.0000,0.0000,0.000,-0.200,0.0000,-0.0000,0.670,104.810,1776804022.262553,17.272,64,20260421_164004,EG,S,S,S,,0,1,3,254,0.000,0.000,0.000000,0.000000,0.0000,0.0000,0.0000,0.0000
104.860,4.150,3.970,0.0000,0.0000,0.0000,0.0000,0.000,-0.100,0.0000,-0.0000,0.670,104.860,1776804022.334153,17.344,65,20260421_164004,EG,S,S,S,,0,1,3,254,0.000,0.000,0.000000,0.000000,0.0000,0.0000,0.0000,0.0000
104.910,4.150,3.960,0.0000,0.0000,0.0000,0.0000,0.000,-0.100,0.0000,-0.0000,0.670,104.910,1776804022.375420,17.385,66,20260421_164004,EG,S,S,S,,0,1,3,254,0.000,0.000,0.000000,0.000000,0.0000,0.0000,0.0000,0.0000
104.960,4.150,3.970,0.0000,0.0000,0.0000,0.0000,0.000,0.136,0.0000,0.0000,0.670,104.960,1776804022.448882,17.459,67,20260421_164004,EG,S,S,S,,0,1,3,254,0.000,0.000,0.000000,0.000000,0.0000,0.0000,0.0000,0.0000
105.010,4.140,3.970,0.0000,0.0000,0.0000,0.0000,0.000,-0.100,0.0000,-0.0000,0.670,105.010,1776804022.473929,17.484,68,20260421_164004,EG,S,S,S,,0,1,3,254,0.000,0.000,0.000000,0.000000,0.0000,0.0000,0.0000,0.0000
105.060,4.140,3.960,0.0000,0.0000,0.0000,0.0000,0.000,-0.400,0.0000,-0.0000,0.670,105.060,1776804022.554705,17.564,69,20260421_164004,EG,S,S,S,,0,1,3,254,0.000,0.000,0.000000,0.000000,0.0000,0.0000,0.0000,0.0000
105.110,4.140,3.930,0.0000,0.0000,0.0000,0.0000,0.000,-0.500,0.0000,-0.0000,0.670,105.110,1776804022.582702,17.592,70,20260421_164004,EG,S,S,S,,0,1,3,254,0.000,0.000,0.000000,0.000000,0.0000,0.0000,0.0000,0.0000
105.160,4.140,3.910,0.0000,0.0000,0.0000,0.0000,0.000,-0.300,0.0000,-0.0000,0.670,105.160,1776804022.639562,17.649,71,20260421_164004,EG,S,S,S,,0,1,3,254,0.000,0.000,0.000000,0.000000,0.0000,0.0000,0.0000,0.0000
105.210,4.130,3.920,0.0000,0.0000,0.0000,0.0000,0.000,0.200,0.0000,0.0000,0.670,105.210,1776804022.695198,17.705,72,20260421_164004,EG,S,S,S,,0,1,3,254,0.000,0.000,0.000000,0.000000,0.0000,0.0000,0.0000,0.0000
105.260,4.130,3.940,0.0000,0.0000,0.0000,0.0000,0.000,0.300,0.0000,0.0000,0.670,105.260,1776804022.734081,17.744,73,20260421_164004,EG,S,S,S,,0,1,3,254,0.000,0.000,0.000000,0.000000,0.0000,0.0000,0.0000,0.0000
105.310,4.130,3.950,0.0000,0.0000,0.0000,0.0000,0.000,0.100,0.0000,0.0000,0.670,105.310,1776804022.762454,17.772,74,20260421_164004,EG,S,S,S,,0,1,3,254,0.000,0.000,0.000000,0.000000,0.0000,0.0000,0.0000,0.0000
105.360,4.130,3.960,0.0000,0.0000,0.0000,0.0000,0.000,0.100,0.0000,0.0000,0.670,105.360,1776804022.819436,17.829,75,20260421_164004,EG,S,S,S,,0,1,3,254,0.000,0.000,0.000000,0.000000,0.0000,0.0000,0.0000,0.0000
105.410,4.130,3.950,0.0000,0.0000,0.0000,0.0000,0.000,-0.200,0.0000,-0.0000,0.670,105.410,1776804022.894769,17.905,76,20260421_164004,EG,S,S,S,,0,1,3,254,0.000,0.000,0.000000,0.000000,0.0000,0.0000,0.0000,0.0000
105.460,4.130,3.920,0.0000,0.0000,0.0000,0.0000,0.000,-0.500,0.0000,-0.0000,0.670,105.460,1776804022.932267,17.942,77,20260421_164004,EG,S,S,S,,0,1,3,254,0.000,0.000,0.000000,0.000000,0.0000,0.0000,0.0000,0.0000
105.510,4.130,3.910,0.0000,0.0000,0.0000,0.0000,0.000,-0.200,0.0000,-0.0000,0.670,105.510,1776804022.962048,17.972,78,20260421_164004,EG,S,S,S,,0,1,3,254,0.000,0.000,0.000000,0.000000,0.0000,0.0000,0.0000,0.0000
105.560,4.130,3.920,0.0000,0.0000,0.0000,0.0000,0.000,-0.100,0.0000,-0.0000,0.670,105.560,1776804023.023749,18.033,79,20260421_164004,EG,S,S,S,,0,1,3,254,0.000,0.000,0.000000,0.000000,0.0000,0.0000,0.0000,0.0000
105.620,4.120,3.910,0.0000,0.0000,0.0000,0.0000,0.000,-0.100,0.0000,-0.0000,0.670,105.620,1776804023.103269,18.113,80,20260421_164004,EG,S,S,S,,0,1,3,254,0.000,0.000,0.000000,0.000000,0.0000,0.0000,0.0000,0.0000
105.670,4.120,3.900,0.0000,0.0000,0.0000,0.0000,0.000,-0.400,0.0000,-0.0000,0.670,105.670,1776804023.132078,18.142,81,20260421_164004,EG,S,S,S,,0,1,3,254,0.000,0.000,0.000000,0.000000,0.0000,0.0000,0.0000,0.0000
105.720,4.120,3.890,0.0000,0.0000,0.0000,0.0000,0.000,-0.187,0.0000,-0.0000,0.670,105.720,1776804023.185855,18.196,82,20260421_164004,EG,S,S,S,,0,1,3,254,0.000,0.000,0.000000,0.000000,0.0000,0.0000,0.0000,0.0000
105.770,4.120,3.900,0.0000,0.0000,0.0000,0.0000,0.000,0.171,0.0000,0.0000,0.670,105.770,1776804023.244070,18.254,83,20260421_164004,EG,S,S,S,,0,1,3,254,0.000,0.000,0.000000,0.000000,0.0000,0.0000,0.0000,0.0000
105.820,4.070,3.910,0.0000,0.0000,0.0000,0.0000,-1.200,0.000,-0.0000,0.0000,0.670,105.820,1776804023.283721,18.293,84,20260421_164004,EG,S,S,S,,0,1,3,254,0.000,0.000,0.000000,0.000000,0.0000,0.0000,0.0000,0.0000
105.870,4.020,3.910,0.0000,0.0000,0.0000,0.0000,-1.300,0.000,-0.0000,0.0000,0.670,105.870,1776804023.323295,18.333,85,20260421_164004,EG,S,S,S,,0,1,3,254,0.000,0.000,0.000000,0.000000,0.0000,0.0000,0.0000,0.0000
105.920,3.970,3.880,0.0000,0.0000,0.0000,0.0000,-1.300,-1.500,-0.0000,-0.0000,0.670,105.920,1776804023.422797,18.433,86,20260421_164004,EG,S,S,S,,0,1,3,254,0.000,0.000,0.000000,0.000000,0.0000,0.0000,0.0000,0.0000
105.970,3.930,3.850,0.0000,0.0000,0.0000,0.0000,-0.800,-1.200,-0.0000,-0.0000,0.670,105.970,1776804023.422994,18.433,87,20260421_164004,EG,S,S,S,,0,1,3,254,0.000,0.000,0.000000,0.000000,0.0000,0.0000,0.0000,0.0000
106.020,3.920,3.830,0.0000,0.0000,0.0000,0.0000,-0.100,-0.200,-0.0000,-0.0000,0.670,106.020,1776804023.484092,18.494,88,20260421_164004,EG,S,S,S,,0,1,3,254,0.000,0.000,0.000000,0.000000,0.0000,0.0000,0.0000,0.0000
106.070,3.930,3.850,0.0000,0.0000,0.0000,0.0000,0.300,0.100,0.0000,0.0000,0.670,106.070,1776804023.543910,18.554,89,20260421_164004,EG,S,S,S,,0,1,3,254,0.000,0.000,0.000000,0.000000,0.0000,0.0000,0.0000,0.0000
106.120,3.930,3.850,0.0000,0.0000,0.0000,0.0000,0.300,0.100,0.0000,0.0000,0.670,106.120,1776804023.583830,18.594,90,20260421_164004,EG,S,S,S,,0,1,3,254,0.000,0.000,0.000000,0.000000,0.0000,0.0000,0.0000,0.0000
106.170,3.940,3.810,0.0000,0.0000,0.0000,0.0000,0.000,-0.400,0.0000,-0.0000,0.670,106.170,1776804023.627515,18.637,91,20260421_164004,EG,S,S,S,,0,1,3,254,0.000,0.000,0.000000,0.000000,0.0000,0.0000,0.0000,0.0000
106.220,3.930,3.770,0.0000,0.0000,0.0000,0.0000,-0.200,-0.900,-0.0000,-0.0000,0.670,106.220,1776804023.694073,18.704,92,20260421_164004,EG,S,S,S,,0,1,3,254,0.000,0.000,0.000000,0.000000,0.0000,0.0000,0.0000,0.0000
106.270,3.920,3.720,0.0000,0.0000,0.0000,0.0000,-0.100,-0.800,-0.0000,-0.0000,0.670,106.270,1776804023.724123,18.734,93,20260421_164004,EG,S,S,S,,0,1,3,254,0.000,0.000,0.000000,0.000000,0.0000,0.0000,0.0000,0.0000
106.320,3.900,3.700,0.0000,0.0000,0.0000,0.0000,-0.300,-0.700,-0.0000,-0.0000,0.670,106.320,1776804023.784358,18.794,94,20260421_164004,EG,S,S,S,,0,1,3,254,0.000,0.000,0.000000,0.000000,0.0000,0.0000,0.0000,0.0000
106.370,3.900,3.660,0.0000,0.0000,0.0000,0.0000,-0.100,-0.400,-0.0000,-0.0000,0.670,106.370,1776804023.822773,18.833,95,20260421_164004,EG,S,S,S,,0,1,3,254,0.000,0.000,0.000000,0.000000,0.0000,0.0000,0.0000,0.0000
108.030,0.080,-0.180,0.0000,0.0000,0.0000,0.0000,0.000,-0.100,0.0000,-0.0000,0.670,108.030,1776804025.483257,20.493,96,20260421_164004,EG,S,S,S,,0,1,3,254,0.000,0.000,0.000000,0.000000,0.0000,0.0000,0.0000,0.0000
