t_s,L_angle_deg,R_angle_deg,teensy_t_cs_u16,teensy_t_s_unwrapped,L_cmd_Nm,R_cmd_Nm,L_est_Nm,R_est_Nm,L_vel_dps,R_vel_dps,L_pwr_W,R_pwr_W,signal_source_mode,signal_source_active,power_source_mode,power_source_active,raw_L_angle_deg,raw_R_angle_deg,raw_L_vel_dps,raw_R_vel_dps,raw_L_cmd_Nm,raw_R_cmd_Nm,sync_L_angle_deg,sync_R_angle_deg,sync_L_vel_dps,sync_R_vel_dps,sync_L_cmd_Nm,sync_R_cmd_Nm,phys_L_pwr_W,phys_R_pwr_W,ctrl_L_pwr_W,ctrl_R_pwr_W,sync_sample_id,sync_from_pi,gait_freq_Hz,t_unwrapped_s,wall_time_s,wall_elapsed_s,csv_sample_idx,csv_session_id,algo_name,gui_tag,rx_tag_char,rx_tag_text,align_event,rl_cfg_tx_seq,rpi_online,rpi_status_version,rpi_nn_type,rpi_delay_ms_L,rpi_delay_ms_R,rpi_power_ratio_L,rpi_power_ratio_R,rpi_pos_per_s_L,rpi_pos_per_s_R,rpi_neg_per_s_L,rpi_neg_per_s_R
16.220,-50.980,-53.710,1622,16.220,0.0000,0.0000,0.0000,0.0000,-0.200,-0.300,0.0000,0.0000,Auto,Raw,Auto,Physical,-50.980,-53.710,-0.200,-0.300,0.0000,0.0000,-50.980,-53.710,-0.200,-0.300,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,0,0.000,16.220,1776898879.694741,41.416,0,20260422_190038,EG,,,,serial_connected:/dev/cu.usbmodem156396701 | serial_lost | serial_connected:/dev/cu.usbmodem101,0,1,3,254,0.000,0.000,0.000000,0.000000,0.0000,0.0000,0.0000,0.0000
16.270,-34.360,-41.970,1627,16.270,0.0000,0.0000,0.0000,0.0000,-1.600,-1.600,0.0000,0.0000,Auto,Raw,Auto,Physical,-34.360,-41.970,-1.600,-1.600,0.0000,0.0000,-34.360,-41.970,-1.600,-1.600,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,0,0.000,16.270,1776898879.865812,41.587,1,20260422_190038,EG,,,,,0,1,3,254,0.000,0.000,0.000000,0.000000,0.0000,0.0000,0.0000,0.0000
16.320,-34.490,-42.110,1632,16.320,0.0000,0.0000,0.0000,0.0000,-2.900,-2.600,0.0000,0.0000,Auto,Raw,Auto,Physical,-34.490,-42.110,-2.900,-2.600,0.0000,0.0000,-34.490,-42.110,-2.900,-2.600,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,0,0.000,16.320,1776898879.866799,41.588,2,20260422_190038,EG,,,,,0,1,3,254,0.000,0.000,0.000000,0.000000,0.0000,0.0000,0.0000,0.0000
16.370,-34.450,-42.010,1637,16.370,0.0000,0.0000,0.0000,0.0000,1.300,1.600,0.0000,0.0000,Auto,Raw,Auto,Physical,-34.450,-42.010,1.300,1.600,0.0000,0.0000,-34.450,-42.010,1.300,1.600,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,0,0.000,16.370,1776898879.867698,41.589,3,20260422_190038,EG,,,,,0,1,3,254,0.000,0.000,0.000000,0.000000,0.0000,0.0000,0.0000,0.0000
16.420,-34.410,-41.950,1642,16.420,0.0000,0.0000,0.0000,0.0000,-2.100,-1.800,0.0000,0.0000,Auto,Raw,Auto,Physical,-34.410,-41.950,-2.100,-1.800,0.0000,0.0000,-34.410,-41.950,-2.100,-1.800,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,0,0.000,16.420,1776898879.916112,41.637,4,20260422_190038,EG,,,,,0,1,3,254,0.000,0.000,0.000000,0.000000,0.0000,0.0000,0.0000,0.0000
16.470,-34.370,-41.910,1647,16.470,0.0000,0.0000,0.0000,0.0000,-2.200,-2.100,0.0000,0.0000,Auto,Raw,Auto,Physical,-34.370,-41.910,-2.200,-2.100,0.0000,0.0000,-34.370,-41.910,-2.200,-2.100,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,0,0.000,16.470,1776898879.962848,41.684,5,20260422_190038,EG,,,,,0,1,3,254,0.000,0.000,0.000000,0.000000,0.0000,0.0000,0.0000,0.0000
16.520,-34.370,-41.880,1652,16.520,0.0000,0.0000,0.0000,0.0000,-1.600,-1.600,0.0000,0.0000,Auto,Raw,Auto,Physical,-34.370,-41.880,-1.600,-1.600,0.0000,0.0000,-34.370,-41.880,-1.600,-1.600,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,0,0.000,16.520,1776898880.008937,41.730,6,20260422_190038,EG,,,,,0,1,3,254,0.000,0.000,0.000000,0.000000,0.0000,0.0000,0.0000,0.0000
16.570,-34.720,-42.110,1657,16.570,0.0000,0.0000,0.0000,0.0000,-5.400,-5.600,0.0000,0.0000,Auto,Raw,Auto,Physical,-34.720,-42.110,-5.400,-5.600,0.0000,0.0000,-34.720,-42.110,-5.400,-5.600,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,0,0.000,16.570,1776898880.070404,41.792,7,20260422_190038,EG,,,,,0,1,3,254,0.000,0.000,0.000000,0.000000,0.0000,0.0000,0.0000,0.0000
16.620,-34.970,-42.380,1662,16.620,0.0000,0.0000,0.0000,0.0000,-1.400,-1.000,0.0000,0.0000,Auto,Raw,Auto,Physical,-34.970,-42.380,-1.400,-1.000,0.0000,0.0000,-34.970,-42.380,-1.400,-1.000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,0,0.000,16.620,1776898880.071368,41.793,8,20260422_190038,EG,,,,,0,1,3,254,0.000,0.000,0.000000,0.000000,0.0000,0.0000,0.0000,0.0000
16.670,-34.980,-42.360,1667,16.670,0.0000,0.0000,0.0000,0.0000,-3.000,-2.600,0.0000,0.0000,Auto,Raw,Auto,Physical,-34.980,-42.360,-3.000,-2.600,0.0000,0.0000,-34.980,-42.360,-3.000,-2.600,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,0,0.000,16.670,1776898880.170729,41.892,9,20260422_190038,EG,,,,,0,1,3,254,0.000,0.000,0.000000,0.000000,0.0000,0.0000,0.0000,0.0000
16.720,-34.940,-42.330,1672,16.720,0.0000,0.0000,0.0000,0.0000,-3.700,-3.700,0.0000,0.0000,Auto,Raw,Auto,Physical,-34.940,-42.330,-3.700,-3.700,0.0000,0.0000,-34.940,-42.330,-3.700,-3.700,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,0,0.000,16.720,1776898880.171620,41.893,10,20260422_190038,EG,,,,,0,1,3,254,0.000,0.000,0.000000,0.000000,0.0000,0.0000,0.0000,0.0000
16.770,-35.000,-42.370,1677,16.770,0.0000,0.0000,0.0000,0.0000,-1.800,-1.300,0.0000,0.0000,Auto,Raw,Auto,Physical,-35.000,-42.370,-1.800,-1.300,0.0000,0.0000,-35.000,-42.370,-1.800,-1.300,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,0,0.000,16.770,1776898880.239722,41.961,11,20260422_190038,EG,,,,,0,1,3,254,0.000,0.000,0.000000,0.000000,0.0000,0.0000,0.0000,0.0000
16.820,-34.800,-42.190,1682,16.820,0.0000,0.0000,0.0000,0.0000,-2.400,-2.200,0.0000,0.0000,Auto,Raw,Auto,Physical,-34.800,-42.190,-2.400,-2.200,0.0000,0.0000,-34.800,-42.190,-2.400,-2.200,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,0,0.000,16.820,1776898880.276013,41.997,12,20260422_190038,EG,,,,,0,1,3,254,0.000,0.000,0.000000,0.000000,0.0000,0.0000,0.0000,0.0000
16.870,-34.380,-41.820,1687,16.870,0.0000,0.0000,0.0000,0.0000,-0.800,-0.400,0.0000,0.0000,Auto,Raw,Auto,Physical,-34.380,-41.820,-0.800,-0.400,0.0000,0.0000,-34.380,-41.820,-0.800,-0.400,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,0,0.000,16.870,1776898880.342128,42.063,13,20260422_190038,EG,,,,,0,1,3,254,0.000,0.000,0.000000,0.000000,0.0000,0.0000,0.0000,0.0000
16.920,-34.260,-41.700,1692,16.920,0.0000,0.0000,0.0000,0.0000,-3.400,-3.000,0.0000,0.0000,Auto,Raw,Auto,Physical,-34.260,-41.700,-3.400,-3.000,0.0000,0.0000,-34.260,-41.700,-3.400,-3.000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0,0,0.000,16.920,1776898880.378763,42.100,14,20260422_190038,EG,,,,,0,1,3,254,0.000,0.000,0.000000,0.000000,0.0000,0.0000,0.0000,0.0000
