t_s,L_angle_deg,R_angle_deg,L_cmd_Nm,R_cmd_Nm,L_est_Nm,R_est_Nm,L_vel_dps,R_vel_dps,L_pwr_W,R_pwr_W,gait_freq_Hz
317.500,-97.000,-120.020,0.0000,0.0000,0.0000,0.0000,0.000,-11.700,0.0000,-0.0000,0.000
317.550,-97.000,-120.020,0.0000,0.0000,0.0000,0.0000,0.000,-11.700,0.0000,-0.0000,0.000
317.600,-97.000,-120.020,0.0000,0.0000,0.0000,0.0000,0.000,-11.700,0.0000,-0.0000,0.000
317.650,-97.000,-120.020,0.0000,0.0000,0.0000,0.0000,0.000,-11.700,0.0000,-0.0000,0.000
317.700,-97.000,-120.020,0.0000,0.0000,0.0000,0.0000,0.000,-11.700,0.0000,-0.0000,0.000
317.750,-97.000,-120.020,0.0000,0.0000,0.0000,0.0000,0.000,-11.700,0.0000,-0.0000,0.000
317.800,-97.000,-120.020,0.0000,0.0000,0.0000,0.0000,0.000,-11.700,0.0000,-0.0000,0.000
317.850,-97.000,-120.020,0.0000,0.0000,0.0000,0.0000,0.000,-11.700,0.0000,-0.0000,0.000
317.900,-97.000,-120.020,0.0000,0.0000,0.0000,0.0000,0.000,-11.700,0.0000,-0.0000,0.000
317.950,-97.000,-120.020,0.0000,0.0000,0.0000,0.0000,0.000,-11.700,0.0000,-0.0000,0.000
318.000,-97.000,-120.020,0.0000,0.0000,0.0000,0.0000,0.000,-11.700,0.0000,-0.0000,0.000
318.050,-97.000,-120.020,0.0000,0.0000,0.0000,0.0000,0.000,-11.700,0.0000,-0.0000,0.000
318.100,-97.000,-120.020,0.0000,0.0000,0.0000,0.0000,0.000,-11.700,0.0000,-0.0000,0.000
318.150,-97.000,-120.020,0.0000,0.0000,0.0000,0.0000,0.000,-11.700,0.0000,-0.0000,0.000
318.200,-97.000,-120.020,0.0000,0.0000,0.0000,0.0000,0.000,-11.700,0.0000,-0.0000,0.000
318.250,-97.000,-120.020,0.0000,0.0000,0.0000,0.0000,0.000,-11.700,0.0000,-0.0000,0.000
318.300,-97.000,-120.020,0.0000,0.0000,0.0000,0.0000,0.000,-11.700,0.0000,-0.0000,0.000
318.350,-97.000,-120.020,0.0000,0.0000,0.0000,0.0000,0.000,-11.700,0.0000,-0.0000,0.000
318.400,-97.000,-120.020,0.0000,0.0000,0.0000,0.0000,0.000,-11.700,0.0000,-0.0000,0.000
318.450,-97.000,-120.020,0.0000,0.0000,0.0000,0.0000,0.000,-11.700,0.0000,-0.0000,0.000
318.500,-97.000,-120.020,0.0000,0.0000,0.0000,0.0000,0.000,-11.700,0.0000,-0.0000,0.000
318.550,-97.000,-120.020,0.0000,0.0000,0.0000,0.0000,0.000,-11.700,0.0000,-0.0000,0.000
318.600,-97.000,-120.020,0.0000,0.0000,0.0000,0.0000,0.000,-11.700,0.0000,-0.0000,0.000
318.650,-97.000,-120.020,0.0000,0.0000,0.0000,0.0000,0.000,-11.700,0.0000,-0.0000,0.000
318.700,-97.000,-120.020,0.0000,0.0000,0.0000,0.0000,0.000,-11.700,0.0000,-0.0000,0.000
318.750,-97.000,-120.020,0.0000,0.0000,0.0000,0.0000,0.000,-11.700,0.0000,-0.0000,0.000
318.800,-97.000,-120.020,0.0000,0.0000,0.0000,0.0000,0.000,-11.700,0.0000,-0.0000,0.000
318.850,-97.000,-120.020,0.0000,0.0000,0.0000,0.0000,0.000,-11.700,0.0000,-0.0000,0.000
318.900,-97.000,-120.020,0.0000,0.0000,0.0000,0.0000,0.000,-11.700,0.0000,-0.0000,0.000
