t_s,L_angle_deg,R_angle_deg,L_cmd_Nm,R_cmd_Nm,L_est_Nm,R_est_Nm,L_vel_dps,R_vel_dps,L_pwr_W,R_pwr_W,gait_freq_Hz
355.730,1.550,3.120,-5.1400,-5.9100,0.0000,0.0000,-1.000,-0.500,0.0897,0.0516,0.780
355.780,1.490,3.060,0.0000,0.0000,0.0000,0.0000,-1.200,-0.900,-0.0000,-0.0000,0.780
355.830,1.490,3.030,0.0000,0.0000,0.0000,0.0000,-0.100,-0.900,-0.0000,-0.0000,0.780
355.880,1.490,3.020,0.0000,0.0000,0.0000,0.0000,0.000,0.100,0.0000,0.0000,0.780
355.930,1.520,3.010,0.0000,0.0000,0.0000,0.0000,0.900,-0.300,0.0000,-0.0000,0.780
355.980,1.520,2.980,0.0000,0.0000,0.0000,0.0000,-0.100,-0.700,-0.0000,-0.0000,0.780
356.030,1.520,2.950,0.0000,0.0000,0.0000,0.0000,0.400,-0.300,0.0000,-0.0000,0.780
356.080,1.500,2.900,0.0000,0.0000,0.0000,0.0000,-0.400,-1.000,-0.0000,-0.0000,0.780
356.130,1.490,2.850,0.0000,0.0000,0.0000,0.0000,-0.400,-0.900,-0.0000,-0.0000,0.780
356.180,1.500,2.840,0.0000,0.0000,0.0000,0.0000,0.400,-0.300,0.0000,-0.0000,0.780
356.230,1.490,2.830,0.0000,0.0000,0.0000,0.0000,-0.400,-0.200,-0.0000,-0.0000,0.780
356.280,1.490,2.800,0.0000,0.0000,0.0000,0.0000,0.400,-0.400,0.0000,-0.0000,0.780
356.330,1.500,2.790,0.0000,0.0000,0.0000,0.0000,-0.100,-0.600,-0.0000,-0.0000,0.780
356.380,1.490,2.780,0.0000,0.0000,0.0000,0.0000,0.100,-0.300,0.0000,-0.0000,0.780
356.430,1.500,2.780,0.0000,0.0000,0.0000,0.0000,0.200,-0.500,0.0000,-0.0000,0.780
356.480,1.510,2.750,0.0000,0.0000,0.0000,0.0000,0.200,-0.500,0.0000,-0.0000,0.780
356.530,1.510,2.730,0.0000,0.0000,0.0000,0.0000,-0.100,-0.400,-0.0000,-0.0000,0.780
356.580,1.520,2.690,0.0000,0.0000,0.0000,0.0000,0.400,-0.800,0.0000,-0.0000,0.780
356.630,1.530,2.660,0.0000,0.0000,0.0000,0.0000,0.100,-0.500,0.0000,-0.0000,0.780
356.680,1.520,2.640,0.0000,0.0000,0.0000,0.0000,0.100,-0.700,0.0000,-0.0000,0.780
356.730,1.560,2.590,0.0000,0.0000,0.0000,0.0000,0.500,-1.200,0.0000,-0.0000,0.780
356.780,1.550,2.520,0.0000,0.0000,0.0000,0.0000,-0.100,-1.200,-0.0000,-0.0000,0.780
356.830,1.560,2.480,0.0000,0.0000,0.0000,0.0000,0.200,-0.500,0.0000,-0.0000,0.780
356.880,1.570,2.470,0.0000,0.0000,0.0000,0.0000,0.300,-0.400,0.0000,-0.0000,0.780
356.930,1.610,2.460,0.0000,0.0000,0.0000,0.0000,0.600,0.100,0.0000,0.0000,0.780
356.980,1.620,2.460,0.0000,0.0000,0.0000,0.0000,0.300,0.100,0.0000,0.0000,0.780
357.030,1.650,2.450,0.0000,0.0000,0.0000,0.0000,1.200,0.000,0.0000,0.0000,0.780
357.080,1.680,2.450,0.0000,0.0000,0.0000,0.0000,0.100,0.000,0.0000,0.0000,0.780
357.130,1.690,2.450,0.0000,0.0000,0.0000,0.0000,0.000,-0.300,0.0000,-0.0000,0.780
357.180,1.710,2.450,0.0000,0.0000,0.0000,0.0000,0.200,0.500,0.0000,0.0000,0.780
357.230,1.710,2.480,0.0000,0.0000,0.0000,0.0000,-0.200,0.200,-0.0000,0.0000,0.780
357.280,1.720,2.500,0.0000,0.0000,0.0000,0.0000,0.200,0.400,0.0000,0.0000,0.780
357.330,1.730,2.520,0.0000,0.0000,0.0000,0.0000,0.000,0.100,0.0000,0.0000,0.780
357.380,1.740,2.550,0.0000,0.0000,0.0000,0.0000,0.200,0.600,0.0000,0.0000,0.780
357.430,1.760,2.580,0.0000,0.0000,0.0000,0.0000,0.500,0.500,0.0000,0.0000,0.780
357.480,1.750,2.620,0.0000,0.0000,0.0000,0.0000,0.200,0.100,0.0000,0.0000,0.780
357.530,1.780,2.620,0.0000,0.0000,0.0000,0.0000,0.300,-0.200,0.0000,-0.0000,0.780
357.580,1.780,2.650,0.0000,0.0000,0.0000,0.0000,-0.100,0.400,-0.0000,0.0000,0.780
357.630,1.800,2.680,0.0000,0.0000,0.0000,0.0000,0.800,0.200,0.0000,0.0000,0.780
357.680,1.820,2.690,0.0000,0.0000,0.0000,0.0000,0.200,-0.200,0.0000,-0.0000,0.780
357.730,1.790,2.690,0.0000,0.0000,0.0000,0.0000,-0.600,-0.100,-0.0000,-0.0000,0.780
357.780,1.740,2.680,0.0000,0.0000,0.0000,0.0000,-1.000,0.000,-0.0000,0.0000,0.780
357.830,1.740,2.710,0.0000,0.0000,0.0000,0.0000,0.400,0.600,0.0000,0.0000,0.780
357.880,1.750,2.730,0.0000,0.0000,0.0000,0.0000,-0.100,0.100,-0.0000,0.0000,0.780
357.930,1.730,2.740,0.0000,0.0000,0.0000,0.0000,-0.100,0.000,-0.0000,0.0000,0.780
357.980,1.720,2.740,0.0000,0.0000,0.0000,0.0000,-0.500,0.000,-0.0000,0.0000,0.780
358.030,1.710,2.750,0.0000,0.0000,0.0000,0.0000,0.400,0.200,0.0000,0.0000,0.780
358.080,1.720,2.770,0.0000,0.0000,0.0000,0.0000,0.200,0.400,0.0000,0.0000,0.780
358.130,1.720,2.780,0.0000,0.0000,0.0000,0.0000,0.100,0.400,0.0000,0.0000,0.780
