t_s,L_angle_deg,R_angle_deg,L_cmd_Nm,R_cmd_Nm,L_est_Nm,R_est_Nm,L_vel_dps,R_vel_dps,L_pwr_W,R_pwr_W,gait_freq_Hz
235.660,77.950,52.040,0.0000,0.0000,0.0000,0.0000,-0.100,0.100,-0.0000,0.0000,0.830
235.710,77.940,51.930,0.0000,0.0000,0.0000,0.0000,-0.300,-0.700,-0.0000,-0.0000,0.830
235.760,77.930,51.920,0.0000,0.0000,0.0000,0.0000,-1.100,-0.200,-0.0000,-0.0000,0.830
235.810,77.920,51.820,0.0000,0.0000,0.0000,0.0000,-1.200,-0.400,-0.0000,-0.0000,0.830
235.860,77.870,51.810,0.0000,0.0000,0.0000,0.0000,-2.700,-0.500,-0.0000,-0.0000,0.830
235.910,77.790,51.790,0.0000,0.0000,0.0000,0.0000,-0.100,0.200,-0.0000,0.0000,0.830
235.960,77.770,51.760,0.0000,0.0000,0.0000,0.0000,0.000,-0.300,0.0000,-0.0000,0.830
236.010,77.840,51.790,0.0000,0.0000,0.0000,0.0000,1.000,0.400,0.0000,0.0000,0.830
236.060,77.840,51.840,0.0000,0.0000,0.0000,0.0000,1.000,1.300,0.0000,0.0000,0.830
236.110,77.880,51.910,0.0000,0.0000,0.0000,0.0000,1.800,2.600,0.0000,0.0000,0.830
236.160,78.020,51.940,0.0000,0.0000,0.0000,0.0000,0.700,2.700,0.0000,0.0000,0.830
236.210,78.030,52.040,0.0000,0.0000,0.0000,0.0000,0.500,1.200,0.0000,0.0000,0.830
236.260,78.040,52.050,0.0000,0.0000,0.0000,0.0000,-0.400,0.000,-0.0000,0.0000,0.830
236.310,78.040,52.010,0.0000,0.0000,0.0000,0.0000,-0.400,-0.200,-0.0000,-0.0000,0.830
236.360,78.010,51.980,0.0000,0.0000,0.0000,0.0000,-0.700,-0.300,-0.0000,-0.0000,0.830
236.410,78.010,51.930,0.0000,0.0000,0.0000,0.0000,-0.700,-0.900,-0.0000,-0.0000,0.830
236.460,78.000,51.900,0.0000,0.0000,0.0000,0.0000,-0.200,-0.700,-0.0000,-0.0000,0.830
236.510,78.000,51.870,0.0000,0.0000,0.0000,0.0000,-0.200,-0.700,-0.0000,-0.0000,0.830
236.560,77.990,51.850,0.0000,0.0000,0.0000,0.0000,-0.900,0.500,-0.0000,0.0000,0.830
236.610,77.940,51.820,0.0000,0.0000,0.0000,0.0000,0.000,-0.700,0.0000,-0.0000,0.830
236.660,77.920,51.850,0.0000,0.0000,0.0000,0.0000,-1.000,0.200,-0.0000,0.0000,0.830
236.710,77.920,51.840,0.0000,0.0000,0.0000,0.0000,0.000,1.000,0.0000,0.0000,0.830
236.760,77.870,51.870,0.0000,0.0000,0.0000,0.0000,-1.600,1.200,-0.0000,0.0000,0.830
236.810,77.830,51.850,0.0000,0.0000,0.0000,0.0000,-0.900,0.100,-0.0000,0.0000,0.830
236.860,77.820,51.880,0.0000,0.0000,0.0000,0.0000,-0.900,0.200,-0.0000,0.0000,0.830
236.910,77.820,51.870,0.0000,0.0000,0.0000,0.0000,0.400,0.200,0.0000,0.0000,0.830
236.960,77.860,51.910,0.0000,0.0000,0.0000,0.0000,0.200,-0.500,0.0000,-0.0000,0.830
237.010,77.860,51.900,0.0000,0.0000,0.0000,0.0000,-0.200,-0.200,-0.0000,-0.0000,0.830
237.060,77.900,51.880,0.0000,0.0000,0.0000,0.0000,0.200,0.700,0.0000,0.0000,0.830
237.110,77.900,51.870,0.0000,0.0000,0.0000,0.0000,-0.100,0.400,-0.0000,0.0000,0.830
237.160,77.900,51.880,0.0000,0.0000,0.0000,0.0000,-0.100,0.300,-0.0000,0.0000,0.830
237.210,78.230,52.240,0.0000,0.0000,0.0000,0.0000,-0.100,-2.700,-0.0000,-0.0000,0.830
237.260,78.240,52.170,0.0000,0.0000,0.0000,0.0000,-0.100,1.500,-0.0000,0.0000,0.830
237.310,78.240,52.090,0.0000,0.0000,0.0000,0.0000,-0.500,-0.400,-0.0000,-0.0000,0.830
237.360,78.250,52.090,0.0000,0.0000,0.0000,0.0000,0.300,0.400,0.0000,0.0000,0.830
237.410,78.250,52.070,0.0000,0.0000,0.0000,0.0000,0.100,1.100,0.0000,0.0000,0.830
237.460,78.240,52.080,0.0000,0.0000,0.0000,0.0000,-0.100,0.500,-0.0000,0.0000,0.830
237.510,78.240,52.120,0.0000,0.0000,0.0000,0.0000,-0.100,0.700,-0.0000,0.0000,0.830
237.560,78.250,52.130,0.0000,0.0000,0.0000,0.0000,0.100,0.000,0.0000,0.0000,0.830
237.610,78.270,52.100,0.0000,0.0000,0.0000,0.0000,0.200,0.200,0.0000,0.0000,0.830
237.660,78.270,52.100,0.0000,0.0000,0.0000,0.0000,-0.400,0.200,-0.0000,0.0000,0.830
237.710,78.260,52.110,0.0000,0.0000,0.0000,0.0000,-0.700,0.000,-0.0000,0.0000,0.830
237.760,78.240,52.090,0.0000,0.0000,0.0000,0.0000,0.000,-0.600,0.0000,-0.0000,0.830
237.810,78.230,52.030,0.0000,0.0000,0.0000,0.0000,-0.500,-0.500,-0.0000,-0.0000,0.830
237.860,78.230,52.010,0.0000,0.0000,0.0000,0.0000,-0.500,0.000,-0.0000,0.0000,0.830
237.910,78.220,52.010,0.0000,0.0000,0.0000,0.0000,-0.300,0.100,-0.0000,0.0000,0.830
237.960,78.230,52.010,0.0000,0.0000,0.0000,0.0000,-0.200,1.300,-0.0000,0.0000,0.830
238.010,78.310,52.060,0.0000,0.0000,0.0000,0.0000,-0.700,0.000,-0.0000,0.0000,0.830
238.060,78.290,52.040,0.0000,0.0000,0.0000,0.0000,-0.400,0.500,-0.0000,0.0000,0.830
238.110,78.290,52.040,0.0000,0.0000,0.0000,0.0000,-0.100,0.400,-0.0000,0.0000,0.830
238.160,78.300,52.050,0.0000,0.0000,0.0000,0.0000,0.100,0.700,0.0000,0.0000,0.830
238.210,78.320,52.050,0.0000,0.0000,0.0000,0.0000,-0.100,0.100,-0.0000,0.0000,0.830
238.260,78.330,52.050,0.0000,0.0000,0.0000,0.0000,57.773,0.000,0.0000,0.0000,0.830
238.310,78.340,52.050,0.0000,0.0000,0.0000,0.0000,0.200,0.100,0.0000,0.0000,0.830
238.360,78.350,52.040,0.0000,0.0000,0.0000,0.0000,0.200,0.000,0.0000,0.0000,0.830
238.410,78.390,52.050,0.0000,0.0000,0.0000,0.0000,0.700,0.500,0.0000,0.0000,0.830
238.460,78.410,52.080,0.0000,0.0000,0.0000,0.0000,0.500,0.500,0.0000,0.0000,0.830
238.510,78.420,52.120,0.0000,0.0000,0.0000,0.0000,-0.500,0.400,-0.0000,0.0000,0.830
238.560,78.410,52.120,0.0000,0.0000,0.0000,0.0000,-0.200,0.400,-0.0000,0.0000,0.830
238.610,78.390,52.200,0.0000,0.0000,0.0000,0.0000,0.000,0.100,0.0000,0.0000,0.830
238.660,78.400,52.210,0.0000,0.0000,0.0000,0.0000,1.300,0.500,0.0000,0.0000,0.830
238.710,78.410,52.310,0.0000,0.0000,0.0000,0.0000,0.300,1.900,0.0000,0.0000,0.830
238.760,78.420,52.350,0.0000,0.0000,0.0000,0.0000,0.100,1.600,0.0000,0.0000,0.830
238.810,78.420,52.420,0.0000,0.0000,0.0000,0.0000,1.200,1.000,0.0000,0.0000,0.830
238.860,78.450,52.440,0.0000,0.0000,0.0000,0.0000,0.400,0.500,0.0000,0.0000,0.830
238.910,78.450,52.460,0.0000,0.0000,0.0000,0.0000,0.400,0.900,0.0000,0.0000,0.830
238.960,78.450,52.500,0.0000,0.0000,0.0000,0.0000,-0.100,0.300,-0.0000,0.0000,0.830
239.010,78.450,52.520,0.0000,0.0000,0.0000,0.0000,0.200,0.900,0.0000,0.0000,0.830
239.060,78.430,52.520,0.0000,0.0000,0.0000,0.0000,0.200,0.400,0.0000,0.0000,0.830
239.110,78.430,52.540,0.0000,0.0000,0.0000,0.0000,0.200,0.800,0.0000,0.0000,0.830
239.160,78.450,52.580,0.0000,0.0000,0.0000,0.0000,0.000,0.500,0.0000,0.0000,0.830
239.210,78.450,52.570,0.0000,0.0000,0.0000,0.0000,0.100,0.100,0.0000,0.0000,0.830
239.260,78.440,52.580,0.0000,0.0000,0.0000,0.0000,-0.800,0.700,-0.0000,0.0000,0.830
239.310,78.430,52.590,0.0000,0.0000,0.0000,0.0000,0.000,0.200,0.0000,0.0000,0.830
239.360,78.430,52.590,0.0000,0.0000,0.0000,0.0000,-0.200,0.200,-0.0000,0.0000,0.830
239.410,78.430,52.600,0.0000,0.0000,0.0000,0.0000,-0.100,0.200,-0.0000,0.0000,0.830
239.460,78.430,52.610,0.0000,0.0000,0.0000,0.0000,0.000,0.100,0.0000,0.0000,0.830
239.510,78.430,52.580,0.0000,0.0000,0.0000,0.0000,-0.100,0.000,-0.0000,0.0000,0.830
239.560,78.430,52.540,0.0000,0.0000,0.0000,0.0000,0.100,0.000,0.0000,0.0000,0.830
239.610,78.400,52.490,0.0000,0.0000,0.0000,0.0000,-0.400,-0.700,-0.0000,-0.0000,0.830
239.660,78.400,52.470,0.0000,0.0000,0.0000,0.0000,-0.400,-0.300,-0.0000,-0.0000,0.830
239.710,78.350,52.400,0.0000,0.0000,0.0000,0.0000,-0.600,0.400,-0.0000,0.0000,0.830
239.760,78.340,52.370,0.0000,0.0000,0.0000,0.0000,-0.900,-0.400,-0.0000,-0.0000,0.830
239.810,78.330,52.330,0.0000,0.0000,0.0000,0.0000,0.400,-0.900,0.0000,-0.0000,0.830
239.860,78.340,52.270,0.0000,0.0000,0.0000,0.0000,0.400,-0.800,0.0000,-0.0000,0.830
239.910,78.350,52.210,0.0000,0.0000,0.0000,0.0000,-0.300,-0.100,-0.0000,-0.0000,0.830
239.960,78.350,52.210,0.0000,0.0000,0.0000,0.0000,-0.100,-0.100,-0.0000,-0.0000,0.830
240.010,78.400,52.140,0.0000,0.0000,0.0000,0.0000,0.100,-1.000,0.0000,-0.0000,0.830
240.060,78.410,52.070,0.0000,0.0000,0.0000,0.0000,-0.200,0.100,-0.0000,0.0000,0.830
240.110,78.410,52.070,0.0000,0.0000,0.0000,0.0000,-0.200,0.100,-0.0000,0.0000,0.830
240.160,78.390,52.040,0.0000,0.0000,0.0000,0.0000,0.100,-0.600,0.0000,-0.0000,0.830
240.210,78.390,51.990,0.0000,0.0000,0.0000,0.0000,0.100,0.000,0.0000,0.0000,0.830
240.260,78.430,51.930,0.0000,0.0000,0.0000,0.0000,-0.200,-1.200,-0.0000,-0.0000,0.830
240.310,78.430,51.900,0.0000,0.0000,0.0000,0.0000,0.100,0.500,0.0000,0.0000,0.830
240.360,78.430,51.880,0.0000,0.0000,0.0000,0.0000,0.000,-0.500,0.0000,-0.0000,0.830
240.410,78.430,51.870,0.0000,0.0000,0.0000,0.0000,-0.300,-0.500,-0.0000,-0.0000,0.830
240.460,78.400,51.780,0.0000,0.0000,0.0000,0.0000,-0.400,-0.700,-0.0000,-0.0000,0.830
240.510,78.400,51.750,0.0000,0.0000,0.0000,0.0000,-0.300,-0.100,-0.0000,-0.0000,0.830
240.560,78.390,51.740,0.0000,0.0000,0.0000,0.0000,-0.100,0.200,-0.0000,0.0000,0.830
240.610,78.410,51.750,0.0000,0.0000,0.0000,0.0000,0.300,0.400,0.0000,0.0000,0.830
240.660,78.420,51.800,0.0000,0.0000,0.0000,0.0000,-0.100,0.700,-0.0000,0.0000,0.830
240.710,78.420,51.840,0.0000,0.0000,0.0000,0.0000,-0.100,1.000,-0.0000,0.0000,0.830
240.760,78.410,51.880,0.0000,0.0000,0.0000,0.0000,-0.100,0.900,-0.0000,0.0000,0.830
240.810,78.380,51.900,0.0000,0.0000,0.0000,0.0000,-1.000,-0.500,-0.0000,-0.0000,0.830
240.860,78.390,51.910,0.0000,0.0000,0.0000,0.0000,0.000,0.700,0.0000,0.0000,0.830
240.910,78.390,51.950,0.0000,0.0000,0.0000,0.0000,0.100,0.200,0.0000,0.0000,0.830
240.960,78.430,51.950,0.0000,0.0000,0.0000,0.0000,0.500,0.000,0.0000,0.0000,0.830
241.010,78.430,51.960,0.0000,0.0000,0.0000,0.0000,0.300,-0.100,0.0000,-0.0000,0.830
241.060,78.450,51.960,0.0000,0.0000,0.0000,0.0000,0.500,-0.200,0.0000,-0.0000,0.830
241.110,78.450,51.960,0.0000,0.0000,0.0000,0.0000,0.000,-0.100,0.0000,-0.0000,0.830
241.160,78.450,51.960,0.0000,0.0000,0.0000,0.0000,0.000,-0.400,0.0000,-0.0000,0.830
241.210,78.450,51.940,0.0000,0.0000,0.0000,0.0000,-0.100,-0.100,-0.0000,-0.0000,0.830
241.260,78.450,51.920,0.0000,0.0000,0.0000,0.0000,-0.300,-0.200,-0.0000,-0.0000,0.830
241.310,78.440,51.920,0.0000,0.0000,0.0000,0.0000,-0.400,-0.100,-0.0000,-0.0000,0.830
241.360,78.430,51.850,0.0000,0.0000,0.0000,0.0000,-0.400,-1.400,-0.0000,-0.0000,0.830
241.410,78.420,51.790,0.0000,0.0000,0.0000,0.0000,-0.500,-0.100,-0.0000,-0.0000,0.830
241.460,78.400,51.780,0.0000,0.0000,0.0000,0.0000,-0.600,-0.500,-0.0000,-0.0000,0.830
241.510,78.400,51.770,0.0000,0.0000,0.0000,0.0000,0.100,-0.100,0.0000,-0.0000,0.830
241.560,78.440,51.770,0.0000,0.0000,0.0000,0.0000,0.200,-0.200,0.0000,-0.0000,0.830
241.610,78.440,51.740,0.0000,0.0000,0.0000,0.0000,-0.100,-0.400,-0.0000,-0.0000,0.830
241.660,78.440,51.740,0.0000,0.0000,0.0000,0.0000,-0.100,-0.200,-0.0000,-0.0000,0.830
241.710,78.440,51.740,0.0000,0.0000,0.0000,0.0000,-0.300,0.000,-0.0000,0.0000,0.830
241.760,78.430,51.710,0.0000,0.0000,0.0000,0.0000,-0.400,-0.200,-0.0000,-0.0000,0.830
241.810,78.420,51.710,0.0000,0.0000,0.0000,0.0000,0.000,-0.100,0.0000,-0.0000,0.830
241.860,78.410,51.690,0.0000,0.0000,0.0000,0.0000,-0.200,0.000,-0.0000,0.0000,0.830
241.910,78.420,51.690,0.0000,0.0000,0.0000,0.0000,-0.200,0.000,-0.0000,0.0000,0.830
241.960,78.390,51.710,0.0000,0.0000,0.0000,0.0000,-1.200,0.000,-0.0000,0.0000,0.830
242.010,78.380,51.720,0.0000,0.0000,0.0000,0.0000,-0.200,0.000,-0.0000,0.0000,0.830
242.060,78.360,51.740,0.0000,0.0000,0.0000,0.0000,-0.100,0.900,-0.0000,0.0000,0.830
242.110,78.350,51.760,0.0000,0.0000,0.0000,0.0000,-0.100,0.400,-0.0000,0.0000,0.830
242.160,78.350,51.760,0.0000,0.0000,0.0000,0.0000,0.100,-0.400,0.0000,-0.0000,0.830
242.210,78.350,51.710,0.0000,0.0000,0.0000,0.0000,0.100,-0.400,0.0000,-0.0000,0.830
