t_s,L_tau_ref,R_tau_ref,L_tau_pfimu,R_tau_pfimu
104.5063,0.1442735514454357,-0.6706450706459117,0.14126834273338318,-0.8931053876876831
104.5163,0.10944985565614808,-0.028853446962987972,0.10525482892990112,-3.075660467147827
104.5263,0.03493494887000262,0.5509325185375455,0.03218879923224449,-5.163630485534668
104.5363,0.0686244023789189,1.0449910091241972,0.18716219067573547,-4.743322849273682
104.5463,0.11270571308811685,0.8682201174063069,0.31081146001815796,-4.945953369140625
104.5563,0.1277930018405485,0.7154544516595241,0.32943621277809143,-5.146644115447998
104.5687,0.15498128542996178,1.0289843692319267,0.3479081392288208,-4.898906707763672
104.5787,0.18687501354089228,0.865808679118034,0.3524254858493805,-5.174623012542725
104.5887,-0.12721875469061955,1.096284894882114,0.39443570375442505,-4.9791460037231445
104.5987,-0.1048203148019512,1.1620628874004357,0.3401604890823364,-4.885402202606201
104.6087,0.0563610901678915,1.2831813824639546,0.3370960056781769,-4.8815016746521
104.6188,0.24488309734202568,-1.427120628094005,0.2961689233779907,-3.6414966583251953
104.6288,0.23535539579850176,-0.8864834504542469,0.24852485954761505,-1.82119619846344
104.6388,0.1969113215261091,-0.5520617464093428,0.1971006989479065,-0.9450852870941162
104.6488,0.19667113602767008,-0.5304232030915647,0.16278858482837677,-0.9253965616226196
104.6588,0.22030091048287515,-0.5155160044727525,0.17322111129760742,-0.942359447479248
104.6713,0.1830582783474369,-0.5076037147998985,0.13254563510417938,-0.9646828770637512
104.6813,0.1883222837240428,-0.5136454192642262,0.1410227119922638,-1.004067063331604
104.6913,0.18921170863117048,-0.5214902888370446,0.14894358813762665,-1.0219277143478394
104.7013,0.19876376302853366,-0.5667111493523702,0.14395271241664886,-1.1718635559082031
104.7113,0.20950497157365955,-0.5975503831581725,0.14465489983558655,-1.280040979385376
104.7213,0.304218191267988,-0.6493494212818804,0.23184466361999512,-1.4151791334152222
104.7313,0.3337305538832473,2.0007283803886913,0.24171103537082672,4.9560770988464355
104.7413,0.34795459225157455,1.54156470482025,0.24198588728904724,2.951598644256592
104.7513,0.40229198738967875,1.2098175148042578,0.26696401834487915,3.547651767730713
104.7613,0.4584624369702063,0.9987069309469021,0.29092785716056824,3.221236228942871
104.7738,0.49753421047144974,0.8149376231277181,0.3139045238494873,2.7897419929504395
104.7838,0.42749520073382596,0.7106098062249888,0.2609582245349884,2.591856002807617
104.7938,-2.516184801326909,0.5698682364342251,0.23874524235725403,2.1028566360473633
104.8038,0.6686654493286354,0.41367977728111,0.26217326521873474,1.5884376764297485
104.8138,0.7876176410166376,0.3679591517383431,0.3060084581375122,1.3720648288726807
104.8239,0.7336568781454111,0.407009112678478,0.33465754985809326,1.5284521579742432
104.8339,0.6809718288642336,0.4201118614384588,0.3463307321071625,1.6519030332565308
104.8439,0.6321760033824843,0.42163961016701823,0.31561926007270813,1.7780555486679077
104.8539,0.6035435357620313,0.3430820794227826,0.3020651340484619,1.4684882164001465
104.8639,0.5501972212818302,0.2523318177988318,0.2617780566215515,1.1099520921707153
104.8761,0.20332246411845212,0.18773757275727032,-3.3481080532073975,0.9123888611793518
104.8861,0.2804821421499917,0.1460092136761937,1.0480815172195435,0.8064994812011719
104.8961,0.6052183704789003,0.0985141952350016,0.9472006559371948,0.638850748538971
104.9061,0.8058265920855847,0.04576216865511293,0.9562090039253235,0.38861536979675293
104.9161,0.8116907826032225,0.030669629351928192,0.8745394945144653,0.446706622838974
104.9261,0.8132636632287923,0.0,0.8139843940734863,0.25981101393699646
104.9361,0.805390616403124,0.0,0.7674627304077148,0.07064052671194077
104.9461,0.8134854049838844,0.0,0.7425195574760437,0.1304093599319458
104.9561,-3.12546569121609,0.0,-2.444270133972168,-0.02421191707253456
104.9661,-2.636367317423953,0.0,-2.011636257171631,-0.0637439414858818
104.9787,-2.1548648496905183,0.0,-1.6086220741271973,-0.19393804669380188
104.9887,-1.6277642391630518,0.0,-1.1960783004760742,-0.5737002491950989
104.9987,-1.114318592671637,0.0,-0.8896270394325256,0.5199713706970215
105.0087,-1.2227013605020827,0.0,-1.1218534708023071,0.5396854281425476
105.0187,-0.03972434807146086,0.0,-0.570395827293396,0.5563552379608154
105.0287,0.38002462136053605,0.0,0.08863051235675812,0.5923140645027161
105.0387,0.2910903008150616,0.0,0.021842917427420616,0.5558962225914001
105.0487,0.8216060678457462,0.0,0.5685049891471863,0.5376638174057007
105.0587,2.6793435118014175,-0.0010958084538486915,1.2920435667037964,0.550234854221344
105.0687,-3.3489498409248664,-0.0018132973918915073,2.641695261001587,0.514862596988678
105.0813,-3.081347056062738,-0.29265656831555786,-2.60685133934021,0.41753795742988586
105.0913,-2.8155946388464375,0.11629161854944542,-2.4199423789978027,0.3926699161529541
105.1013,-2.583980961818321,0.22175100840817022,-2.230153799057007,0.3820802569389343
