t_s,imu_LTx,imu_RTx,imu_Lvel,imu_Rvel,L_tau_ref,R_tau_ref,L_tau_pfimu,R_tau_pfimu
50.3089,-18.7198,-8.5684,60.5469,-223.6328,0.6060600053965952,-2.0369648867526706,0.6241828799247742,-2.0377421379089355
50.3189,-18.0716,-8.5684,69.5801,-223.6328,0.566844361015903,-2.8369648867526704,0.6110552549362183,-2.836721181869507
50.3289,-17.4234,-16.9785,64.27,-196.167,0.6176205634284329,-2.2709679638446283,0.6779900789260864,-2.3352696895599365
50.3389,-16.94,-16.9785,41.748,-196.167,0.735399138306132,-2.59234790214944,0.781438410282135,-2.515515089035034
50.3489,-16.6159,-18.8022,28.8696,-184.082,0.7845380452116308,-2.616380982004773,0.7980114221572876,-2.5078320503234863
50.359,-16.2644,-20.6094,33.02,-182.1289,0.7202261029709566,-2.540512871139714,0.7169986367225647,-2.465468645095825
50.3689,-15.8853,-20.6094,36.1328,-182.1289,0.6808267616726119,-2.653770455082074,0.6709110140800476,-2.621537923812866
50.3789,-15.4953,-22.4057,36.0107,-180.7861,0.6611116264277499,-2.551879986308702,0.6556029915809631,-2.561607599258423
50.3889,-15.1163,-25.8115,33.4473,-161.9873,0.661166373288602,-2.3155920464450133,0.6484630703926086,-2.403247356414795
50.3989,-14.7043,-25.8115,38.3301,-161.9873,0.6078411432776148,-2.439243907935423,0.6033279895782471,-2.5278849601745605
50.4089,-14.2264,-27.399,43.8843,-159.4238,0.5519208455734795,-2.320933199945227,0.5651360154151917,-2.477268934249878
50.4189,-13.7815,-29.0469,37.2925,-164.6118,0.5874520541942415,-2.1530603830629147,0.6118572950363159,-2.4025113582611084
50.4289,-13.2266,-30.7608,24.292,-171.4478,0.6492510938933331,-1.9887935784437127,0.6735906004905701,-2.3485469818115234
50.4389,-12.9355,-34.5071,31.0059,-195.1294,0.5728353618294082,-1.7297723476244573,0.6061213612556458,-2.0693562030792236
50.4489,-12.5894,-38.4787,38.5742,-191.04,0.4910541304159981,-2.344864796623716,0.5474169254302979,-1.97237229347229
50.4589,-12.5894,-38.4787,38.5742,-191.04,0.5217556780027686,-3.064274222188603,0.578039824962616,-2.772372245788574
50.4689,-12.2269,-40.209,36.7432,-171.6919,0.5282443374386587,-2.884348191976334,0.6024215817451477,-2.7294762134552
50.4789,-11.9193,-41.7746,30.3955,-151.1841,0.5694952685797466,-2.5596224218359076,0.6666350364685059,-2.5316102504730225
