t_s,imu_LTx,imu_RTx,imu_Lvel,imu_Rvel,L_tau_ref,R_tau_ref,L_tau_pfimu,R_tau_pfimu
63.3787,-4.921,-22.543,-21.0571,186.5845,-0.3139318159214783,2.809025422824359,-0.2560083568096161,2.508535861968994
63.3887,-5.2231,-20.7687,-28.8696,182.4341,-0.9595044368695376,2.7302031838177503,-0.881171464920044,2.455594778060913
63.3987,-5.2231,-17.6761,-28.8696,121.521,-0.8723424284077435,2.755697597432545,-0.8105793595314026,2.447474241256714
63.4087,-5.2231,-17.6761,-28.8696,121.521,-0.8126854692506464,2.7046197188517476,-0.7833652496337891,2.413990020751953
63.4187,-5.6131,-17.1817,-39.7339,36.7432,-0.7307646737639808,2.179494908759971,-0.682610034942627,2.180271625518799
63.4287,-5.6131,-17.1982,-39.7339,1.5259,-0.7639427397416764,1.3794949087599708,-0.7272887229919434,1.3802716732025146
63.4387,-6.1185,-17.1982,-52.002,1.5259,-0.7043280449812847,0.5794949087599708,-0.6556613445281982,0.5802716612815857
63.4487,-10.6558,-17.3135,-172.8516,-6.958,-1.5043280449812846,0.4044809382976985,-1.4556612968444824,0.4184880554676056
63.4587,-10.6558,-17.4619,-172.8516,-14.0991,-2.3043280449812844,-0.39551906170230156,-2.2556612491607666,-0.3210611343383789
63.4687,-10.6558,-17.363,-172.8516,19.104,-3.1043280449812842,0.4044809382976985,-3.05566143989563,0.14929066598415375
63.4787,-12.6663,-17.363,-209.6558,19.104,-2.7452163374524603,0.5464323044930092,-3.173949956893921,0.17538802325725555
63.4887,-14.8911,-16.973,-228.9429,40.5884,-3.0497475484721326,0.40968117443652735,-3.579606056213379,0.06703291833400726
63.4987,-14.8911,-16.3522,-228.9429,63.4766,-3.8497475484721324,0.3730874261685266,-4.046264171600342,0.09532971680164337
63.5087,-17.2092,-15.5392,-234.8022,81.2378,-4.488476420405504,0.4552491242884924,-3.9041383266448975,0.37051922082901
63.5187,-24.0317,-14.6658,-198.3643,83.7402,-3.688476420405504,0.6261768894382957,-3.6484451293945312,0.7651687264442444
63.5287,-27.7286,-13.9133,-161.438,68.7866,-3.147312896313412,0.8120367117857622,-3.478839159011841,0.9778910875320435
63.5387,-27.7286,-13.0069,-161.438,28.9917,-3.2111050738182145,1.0036180051872234,-3.550394058227539,1.0204490423202515
63.5487,-29.5468,-13.0069,-165.3442,28.9917,-2.9488757682621527,0.9436852026593019,-3.2268450260162354,0.9210666418075562
63.5587,-31.3266,-13.0069,-162.2925,28.9917,-2.8719854564768075,0.8811337106441169,-3.0037827491760254,0.8605638146400452
63.5687,-32.9965,-12.6389,-150.9399,20.6299,-2.82445477592409,0.8669883760517063,-2.8637945652008057,0.8216404914855957
63.5787,-32.9965,-12.518,-150.9399,17.2119,-2.9301369578747214,0.8215661623404582,-2.9480364322662354,0.7748997211456299
63.5887,-37.5669,-12.4246,-133.7891,17.0898,-2.186585789329539,0.7572543323965064,-2.2663543224334717,0.7121878266334534
63.5987,-38.9841,-12.1994,-126.4648,33.9966,-2.043142204347485,0.5992959516643801,-2.113058090209961,0.5475850105285645
63.6087,-38.9841,-11.738,-126.4648,56.2134,-2.1129648302598625,0.4503012713722701,-2.1880621910095215,0.41611242294311523
63.6187,-40.4398,-11.738,-132.7515,56.2134,-1.866577628644336,0.530526082808609,-1.8922415971755981,0.5065025687217712
63.6287,-41.9504,-10.1065,-140.1978,97.229,-1.75542079856873,0.4492557107393997,-1.6393637657165527,0.3337610960006714
63.6387,-43.5434,-9.0848,-148.4375,101.2573,-1.7939115579865628,0.9547633788463237,-1.5562494993209839,0.7799667119979858
63.6487,-45.12,-9.0848,-145.3247,101.2573,-1.827891422923463,1.4609044603570343,-1.8419127464294434,1.314321517944336
63.6587,-46.5152,-7.2556,-138.7329,75.0122,-1.8000814157547016,1.4390441926759154,-1.9860488176345825,1.284298062324524
63.6687,-47.8665,-6.6129,-128.9062,55.542,-1.764001235229375,1.4157069945533107,-1.9948792457580566,1.282447099685669
63.6787,-49.0805,-5.9976,-116.9434,18.4937,-1.7329404407545073,1.3030962167457898,-1.9116132259368896,1.3165550231933594
63.6887,-50.1682,-5.9976,-105.835,18.4937,-1.6643085228100782,1.1128098197084626,-1.758488416671753,1.1465555429458618
63.6987,-51.124,-5.8987,-94.4214,9.8877,-1.5914165014921227,1.0386687333666584,-1.6115854978561401,1.02896249294281
63.7087,-51.9425,-5.8548,-81.2988,5.4932,-1.5428968005250314,0.9586694458125792,-1.497925043106079,0.8971611261367798
63.7187,-51.9425,-5.8054,-81.2988,7.5684,-1.5440257591174942,0.8479906380396081,-1.5056945085525513,0.7577167749404907
63.7287,-53.5684,-5.8054,-38.0859,7.5684,-1.4682277876503846,0.773108822602484,-1.373279333114624,0.6757113337516785
63.7387,-53.5684,-5.5801,-38.0859,16.6016,-1.3781205479616059,0.6372114234840098,-1.3194392919540405,0.5547943115234375
63.7487,-53.7937,-5.1407,-18.3716,21.8506,-1.365569023032898,0.5377294456906122,-1.3510737419128418,0.4771102964878082
63.7587,-53.8211,-5.1407,1.5259,21.8506,-1.2797023903699414,0.538807439808378,-1.3987623453140259,0.47626006603240967
63.7687,-53.8211,-5.0308,1.5259,11.7188,-0.9774299009265626,0.5922183000602609,-1.2090438604354858,0.5330775380134583
63.7787,-53.6399,-4.9539,23.3154,10.7422,-0.17742990092656252,0.5668887041924684,-0.4090438783168793,0.5062480568885803
63.7887,-53.2059,-4.5859,48.2788,39.4287,0.6225700990734375,0.30423486131639244,0.2968359887599945,0.27247461676597595
63.7987,-52.4973,-4.0475,73.6694,48.645,0.8042341157736103,0.262387318278538,0.4908939301967621,0.24324381351470947
63.8087,-52.4973,-3.5696,73.6694,40.1611,1.0106176089415733,0.36892849041589143,0.8572943806648254,0.3542589843273163
63.8187,-48.9542,-3.2016,138.5498,27.6489,1.0911469401722305,0.4722246785980806,1.2109062671661377,0.4589085578918457
63.8287,-48.9542,-2.9324,138.5498,22.2168,1.8073309061021405,0.5115422421444319,1.9680163860321045,0.49921131134033203
63.8387,-45.7407,-2.6907,162.6587,24.292,2.0319159835169507,0.4793275475173435,2.5040981769561768,0.472694456577301
63.8487,-44.0323,-2.438,168.396,27.771,2.1671009423574614,0.4381820268488009,2.711244821548462,0.4366971254348755
63.8587,-42.2141,-2.1799,183.4717,31.0669,2.3552574748179866,0.41424240941396123,2.7255656719207764,0.41891178488731384
63.8687,-38.2096,-1.9272,180.9692,30.3955,2.4634963768250926,0.4282712975816451,2.6643853187561035,0.4372403919696808
63.8787,-36.5067,-1.713,153.0151,26.9165,2.630679314525167,0.4610919369377469,2.840592384338379,0.4713342785835266
63.8887,-36.5067,-1.4603,153.0151,27.71,2.687448637983198,0.4480822075750861,2.8776373863220215,0.45662569999694824
63.8987,-34.8752,-1.4603,145.6299,27.71,2.6540299564432215,0.4591984360613686,2.8082642555236816,0.46917009353637695
63.9087,-34.8752,-1.1252,145.6299,31.4941,2.6864910434600993,0.41427550879832165,2.8164620399475098,0.42499443888664246
63.9187,-33.2108,-1.1252,151.2451,31.4941,2.5644146615803116,0.43909221294050516,2.6955151557922363,0.44992154836654663
63.9287,-33.2108,-1.1252,151.2451,31.4941,2.6568994442252474,0.4613243149429417,2.753115653991699,0.4714547395706177
63.9387,-28.4152,-0.7462,127.0752,34.3018,2.399935471113578,0.4326016624371974,2.5136890411376953,0.43838679790496826
63.9487,-26.4597,-0.3506,86.2427,34.9121,2.3875384054381827,0.424337655804717,2.4996206760406494,0.42966970801353455
63.9587,-26.4597,-0.0211,86.2427,31.9214,2.2274255821231503,0.4488899386247558,2.308314561843872,0.45852822065353394
63.9687,-25.4434,0.2646,98.7549,27.0996,1.9981427154256237,0.4854474450554159,2.068324327468872,0.4949676990509033
63.9787,-24.4876,0.4898,83.5571,19.8975,1.9904801322579928,0.5350436791858216,2.044860601425171,0.5429514050483704
63.9887,-23.9054,0.4898,43.9453,19.8975,2.0597953747811357,0.5309145796612023,2.0279433727264404,0.5340366363525391
63.9987,-23.7021,0.5997,13.9771,7.3242,1.7962827161514299,0.6205513957514632,1.7373658418655396,0.6254550814628601
64.0087,-23.7351,0.5997,-2.9907,7.3242,1.226938144375101,0.5945096684231445,1.1074004173278809,0.59736168384552
64.0187,-23.7351,0.5777,-2.9907,-6.0425,0.6159700013201763,0.6831121298856853,0.5425829291343689,0.6841698288917542
64.0287,-23.8559,0.1437,8.2397,-24.1089,0.6115296280720571,-0.11688787011431478,0.43144625425338745,-0.11583015322685242
64.0387,-23.5428,0.1437,33.6304,-24.1089,0.4211541115200958,-0.8823254041904758,0.24995984137058258,-0.915830135345459
64.0487,-23.0704,0.1437,48.0347,-24.1089,0.36949545151165614,-0.7617809363504267,0.24740241467952728,-0.8041638731956482
64.0587,-22.5376,-0.2902,47.7905,-48.2178,0.43903367651127356,-0.6122964170857254,0.35433924198150635,-0.6593388915061951
64.0687,-22.0212,-0.2902,45.7764,-48.2178,0.5103617175607689,-0.707799466293041,0.44046905636787415,-0.730892539024353
64.0787,-20.8896,-0.9988,55.1758,-77.3926,0.5013640947269551,-0.6602878005515337,0.4277007281780243,-0.6614179015159607
64.0887,-20.3183,-2.0755,59.1431,-115.2954,0.5818254665614591,-0.7951813656273721,0.510497510433197,-0.8329160809516907
64.0987,-20.3183,-3.5971,59.1431,-160.3394,0.7106939477898446,-1.5951813656273721,0.6532313227653503,-1.6329160928726196
64.1087,-20.3183,-5.5582,59.1431,-201.5381,0.80605439538676,-2.395181365627372,0.7554042935371399,-2.4329161643981934
64.1187,-18.7967,-7.8214,74.5239,-226.7456,0.7793950305968635,-3.1951813656273718,0.702219545841217,-3.2329161167144775
64.1287,-17.9123,-10.1779,71.4111,-233.6426,0.9107233612247722,-3.5081514069221185,0.7947332859039307,-3.938612699508667
64.1387,-17.1543,-12.54,65.3076,-234.8633,1.0069565168665886,-3.5287289029557174,0.8977513909339905,-4.210264205932617
64.1487,-16.528,-17.0444,46.0205,-222.5952,1.1082127412846514,-3.100560419459039,1.036670207977295,-4.007613658905029
64.1587,-15.9567,-17.0444,0.8545,-222.5952,1.2336270054300096,-3.4577496496484246,1.2350349426269531,-4.2273383140563965
64.1687,-15.9567,-17.0444,0.8545,-222.5952,1.0129306131361144,-3.7953679401566993,1.0507289171218872,-4.36843204498291
64.1787,-15.8139,-17.0444,-0.061,-222.5952,0.8231446197142056,-4.07942854573991,0.8756347894668579,-4.496660232543945
64.1887,-15.5942,-17.0444,13.6719,-222.5952,0.6205236521516985,-4.270020725124176,0.6588997840881348,-4.610500812530518
64.1987,-15.3086,-17.0444,21.5454,-222.5952,0.510621768837055,-4.410194400373107,0.5457888245582581,-4.680966377258301
64.2087,-15.0284,-17.0444,23.1323,-222.5952,0.4837319970694919,-4.520398488098831,0.5087558031082153,-4.759907245635986
64.2187,-14.7647,-28.2614,26.062,-188.7207,0.44855056413222766,-3.720398488098831,0.47441452741622925,-3.959907293319702
64.2287,-14.4791,-30.0082,30.2734,-172.6685,0.43305165921139244,-2.956434754280216,0.45322123169898987,-3.25551438331604
64.2387,-14.2154,-35.3806,31.311,-195.6177,0.44169709831005066,-2.2370548163207298,0.46880602836608887,-2.656078815460205
64.2487,-13.9792,-44.8892,28.9917,-159.1797,0.47916837671869056,-1.6044980021014097,0.5102035403251648,-1.856078863143921
64.2587,-13.7869,-46.4383,20.813,-151.4893,0.5351095725063655,-2.2901614303464863,0.5664462447166443,-1.4904714822769165
64.2687,-13.6496,-47.861,14.5874,-137.0239,0.5530070327634713,-1.9986503112470726,0.5906903743743896,-1.6052751541137695
64.2787,-13.5398,-49.086,13.7329,-116.0889,0.5131305071910974,-1.9730565697455542,0.551624059677124,-1.661198377609253
64.2887,-13.0344,-49.086,35.8276,-116.0889,0.32867370798439477,-2.1213903531427256,0.3648335635662079,-1.7805269956588745
64.2987,-12.6938,-50.0858,38.3911,-93.5059,0.36063682027377836,-1.9761650596786955,0.38365963101387024,-1.7162985801696777
64.3087,-12.6938,-51.9699,38.3911,-46.936,0.4161810870083028,-1.6551389295359342,0.44133079051971436,-1.6463940143585205
64.3187,-12.3258,-51.9699,40.6494,-46.936,0.4430951407116345,-1.5652983642561653,0.4638087749481201,-1.5785901546478271
64.3287,-11.9193,-52.3654,43.2739,-36.6821,0.4692295923305496,-1.423352837398974,0.48503342270851135,-1.5346639156341553
64.3387,-11.4469,-52.6291,37.4756,-22.7661,0.5448767362139922,-1.3540553631395236,0.5498673915863037,-1.490141749382019
64.3487,-11.0404,-52.728,32.4097,-5.249,0.5803139035786441,-1.2775011044494873,0.604039192199707,-1.4278695583343506
64.3587,-10.3372,-52.6566,38.5742,10.9863,0.5212109548271338,-0.47750110444948723,0.5396806597709656,-0.6278695464134216
64.3687,-9.9033,-52.4203,41.0156,28.3203,0.5297952543985567,0.3224988955505128,0.5276810526847839,0.17213045060634613
64.3787,-9.9033,-51.3437,41.0156,69.5801,0.5719461035656656,0.44969410422297224,0.5716907978057861,0.9721304774284363
64.3887,-9.9033,-51.3437,41.0156,69.5801,0.6102980230083359,0.7404812634620559,0.6080237030982971,1.2169249057769775
64.3987,-9.1342,-51.3437,33.3252,69.5801,0.642175892557474,0.9340713013909084,0.6450960040092468,1.2350764274597168
64.4087,-8.7827,-51.3437,35.0342,69.5801,0.6187045088646012,1.0585542647402184,0.621969997882843,1.2709816694259644
64.4187,-8.4091,-51.3437,37.1704,69.5801,0.5943756640215465,1.1105786699536093,0.588641345500946,1.2877206802368164
64.4287,-7.7555,-50.4868,31.7993,91.2476,0.612934703389064,1.1240580135218854,0.6185871362686157,1.1694350242614746
64.4386,-7.4588,-50.4868,28.9917,91.2476,0.6120098980468038,1.3094660907664837,0.6316431164741516,1.2870256900787354
64.4486,-7.4588,-50.4868,28.9917,91.2476,0.6184560109434086,1.4507826993561972,0.6284850835800171,1.37571382522583
64.4586,-7.1622,-49.3716,29.9683,118.6523,0.5982942844126576,1.4627518960303485,0.6083346605300903,1.3038949966430664
64.4687,-6.8271,-47.9379,35.7666,150.3296,0.5416516156321272,1.6542823056973326,0.5518657565116882,1.4029117822647095
