t_s,L_tau_ref_mean,R_tau_ref_mean,L_tau_pfimu_mean,R_tau_pfimu_mean
50.3489,0.8060136184610869,-2.1839060588017185,0.8792958498001099,-2.399762988090515
50.359,0.8010530309598712,-2.3138462980370056,0.8901423335075378,-2.584210228919983
50.3689,0.7701047828588574,-2.359975278749342,0.888988709449768,-2.674290919303894
50.3789,0.726863063329319,-2.4072592785707947,0.8680794596672058,-2.789886140823364
50.3889,0.6940893139488531,-2.443238402264156,0.8206636548042298,-2.8307995557785035
50.3989,0.683586959719219,-2.4223072409531854,0.7689449489116669,-2.8642818689346314
50.4089,0.6878668820390014,-2.387431201752574,0.738833349943161,-2.8887555599212646
50.4189,0.6795958956230994,-2.3211871878249104,0.7301552891731262,-2.87520968914032
50.4289,0.6699015155563,-2.165704772606215,0.7389734208583831,-2.8499656200408934
50.4389,0.6753309744286006,-2.0446766612138507,0.7294197857379914,-2.8128533601760863
50.4489,0.6710768598323666,-1.9237470073255345,0.7247391819953919,-2.7414143323898315
50.4589,0.6642665927081036,-1.7962147472370447,0.7337169170379638,-2.7203423976898193
50.4689,0.6775480339979294,-1.763092262607048,0.7324747085571289,-2.724252223968506
50.4789,0.7019748212032332,-1.7997363301594393,0.7258157551288604,-2.7136922121047973
50.4889,0.7021601213039427,-1.7968695692390295,0.7437354922294617,-2.7570186853408813
50.4989,0.6935437890863433,-1.7197883827579061,0.76966512799263,-2.8351070404052736
50.5089,0.6672094272110487,-1.5844669903166289,0.752422958612442,-2.7860463857650757
50.5189,0.6397448838330096,-1.468935471456811,0.7248525559902191,-2.6565207719802855
50.5289,0.6153588186127588,-1.3733986187428113,0.6975011825561523,-2.500665068626404
50.5389,0.6067243478485271,-1.2430570400438816,0.666838002204895,-2.3546699047088624
50.5489,0.5910726651532617,-1.1828112525720624,0.6465060532093048,-2.2272740840911864
50.5589,0.5701074653171334,-1.1402598510855704,0.6389057874679566,-2.0727783322334288
50.5689,0.5436293565044141,-1.1017940652082046,0.6282655537128449,-1.9678826332092285
50.5789,0.5223752334275875,-1.1110561124491185,0.6102431535720825,-1.8722218036651612
50.5889,0.5113866032716196,-1.1183270635648355,0.5889396339654922,-1.776289701461792
50.5989,0.5210943286054617,-1.1468316924167454,0.5749922513961792,-1.709178078174591
50.6089,0.5316910395131337,5.193424269643206,0.5707322597503662,-1.6272398948669433
50.6189,0.5432120759079838,1.7571682336049483,0.5819635212421417,-1.5593019008636475
50.6289,0.5376109235229657,3.5526598532400606,0.5960011601448059,3.1735944032669066
50.6389,0.537806844681516,1.733561808776439,0.6098713517189026,2.427080583572388
50.6489,0.5362384638864721,2.4997298168939865,0.6093173861503601,1.8815251469612122
50.6589,0.5467944027865788,2.25177294735948,0.6087523907423019,1.650230073928833
50.6689,0.5507245757932525,2.145089988780581,0.6065493762493134,1.595838725566864
50.6789,0.5466905094748697,2.1441986063622767,0.6092189937829972,1.7492479920387267
50.6889,0.46152079004257673,2.255631136460587,0.604176914691925,1.9532657742500306
50.6989,0.4045332647352581,2.3214460756307616,0.590819102525711,2.119310748577118
50.7089,0.39683797368563295,2.3145172095622657,0.509534376859665,2.343323516845703
50.7189,0.3928005780058602,2.2276517361590717,0.4604481399059296,2.52463880777359
50.7289,0.40040398308075253,2.166774179919456,0.4621896594762802,2.584616541862488
50.7389,0.4513470283915509,2.0624637057806514,0.46520884037017823,2.5177985429763794
50.7489,0.459972106916514,1.9642511269077005,0.47691645920276643,2.4720696091651915
50.7589,0.3929353727072179,1.8400935887399474,0.5244980156421661,2.380058562755585
50.7689,0.40010377784442525,1.8132443760006154,0.5275972336530685,2.2912686228752137
50.7789,0.49674864202033603,1.6890437069037234,0.46272035241127013,2.1822776198387146
50.7889,0.599961456985346,1.565386920355353,0.4703559845685959,2.1990219831466673
50.7989,-1.4204224313146594,1.4762877374827603,0.5570200771093369,2.104284417629242
50.8089,-1.0744527599453422,1.4401780770810406,0.6388362526893616,2.009580934047699
50.8189,-1.0522007866748802,1.430685814914613,-1.142953097820282,1.923687469959259
50.8289,-1.1215090978222058,1.4637799712894477,-0.8942004621028901,1.8652073264122009
50.8389,-1.4290391128287137,1.428116978681842,-0.9341439247131348,1.819034469127655
50.8489,-1.9817397943632833,1.306700788677457,-1.104015874862671,1.8086374282836915
50.8589,-2.6115975975794643,1.1357676877676823,-1.5142784476280213,1.7257471442222596
50.8689,-3.161154999266036,0.9369245044068577,-2.0941840291023253,1.5586975455284118
50.8789,-3.6685141117142805,0.7363553482583993,-2.6992466926574705,1.3455772697925568
50.8889,-3.9550572044552617,0.544845595894768,-3.1752498149871826,1.1148515701293946
50.8989,-4.169842902117413,0.4190781253475195,-3.6425854921340943,0.8940329790115357
50.9089,-4.175072353079156,0.3880656197557304,-3.948608326911926,0.7011670410633087
50.9189,-4.110206818807337,0.3434072349756577,-4.159978604316711,0.6289136230945587
50.9289,-3.9846425395095912,0.32507435066503276,-4.159198570251465,0.6311580583453178
50.9389,-3.805348121158039,0.34202209318544974,-4.106916403770446,0.6091893143951893
50.9489,-3.624986340410932,0.4125884317342073,-3.9845712423324584,0.6091070767492056
50.9589,-3.4536523232927983,0.5143930150541535,-3.8130982160568236,0.6296525970101357
50.9689,-3.2276788189036787,0.6185267179567766,-3.6377201318740844,0.6863729357719421
50.9789,-3.0555277668743006,0.6839510363588344,-3.4593402624130247,0.7528589546680451
50.9889,-2.841173790895532,0.7077308561236634,-3.232729959487915,0.817126888036728
50.9989,-2.719933683969212,0.710108007356719,-3.0584717988967896,0.837949562072754
51.0089,-2.6840271449536766,0.6735452646477244,-2.8359742641448973,0.8141998648643494
51.0189,-2.653227437990894,0.6400437322417198,-2.7145944356918337,0.773175984621048
51.0289,-2.6103321678658835,0.5768727639710783,-2.6738356351852417,0.6962934851646423
51.0389,-2.6380900503258777,0.5035708568393058,-2.6261523246765135,0.6326702654361724
51.0489,-2.5999263903526213,0.4032982258160881,-2.5871999740600584,0.550509113073349
51.0589,-2.4895459625795833,0.33709934068167924,-2.6345136165618896,0.46757579445838926
51.0689,-2.473532794728826,0.28844411742848763,-2.608202576637268,0.3634332299232483
51.0789,-2.4341802571939732,0.2767616644896447,-2.4954373836517334,0.2995094612240791
51.0889,-2.3830511276878075,0.29752345833906507,-2.4728250741958617,0.25136001110076905
51.0989,-2.292294171001813,0.32218161716388083,-2.433412790298462,0.2367869198322296
51.1089,-2.1917745120764733,0.3355156721767429,-2.383431386947632,0.2546974405646324
51.1189,-2.081432551577429,0.31819862845213526,-2.2918017148971557,0.28148280531167985
51.1289,-1.9735498680640646,0.3039160701191809,-2.1966193675994874,0.27097380757331846
51.1389,-1.8528587670469985,0.28406314447942804,-2.087583899497986,0.2533882737159729
51.1489,-1.7459047118164714,0.28074898503688916,-1.97805655002594,0.2323138102889061
51.1589,-1.6336147570870831,0.2878330019328118,-1.84372935295105,0.21336961686611175
51.1689,2.527212711926203,0.2677661444220882,-1.7198585629463197,0.21309532672166825
51.1789,1.9466762728446152,0.23918776542362039,-1.6082867503166198,0.22213409170508386
51.1889,1.5709762662766822,0.2180752794490255,2.8781931519508364,0.20911036431789398
51.1989,1.3488257685691807,0.21201023663919344,2.1569630026817324,0.18803081959486007
51.2089,1.2818094654841545,0.20910437492631032,1.7412338733673096,0.17123430967330933
51.2189,1.2971512213704315,0.2323082537871124,1.4648489952087402,0.1698699716478586
51.2289,1.3630119258542215,0.2662476703222277,1.3964847683906556,0.1705024132505059
51.2389,1.4400750954079826,0.2929755902368604,1.4367906093597411,0.19089591465890407
51.2489,1.5486600775070989,0.303741467229819,1.5313097357749939,0.22018627040088176
51.2589,1.6275267206050352,0.3079691500810465,1.6482460379600525,0.24843312576413154
51.2689,1.6554500425092111,0.29822985497260956,1.8146917223930359,0.2549858085811138
51.2789,1.7647876347623659,0.2865517442973985,1.9696569442749023,0.2557024575769901
51.2889,1.8309456390856025,0.27482237451943786,2.083347940444946,0.2405994713306427
51.2989,1.8453286141783352,0.284462581202784,2.200870656967163,0.23052915818989278
51.3089,1.8522355646425062,0.3007932571238844,2.2589648008346557,0.21294263750314713
51.3189,1.8889949935647146,0.332678594024851,2.2650874137878416,0.21791204176843165
51.3289,1.8392392854198747,0.36210941779856337,2.2629716634750365,0.2324128482490778
51.3389,1.7671569877420552,0.44867629420623656,2.2793054938316346,0.26258229538798333
51.3489,1.7157203607061942,0.5524945809901778,2.205381119251251,0.28902444019913676
51.3589,1.6401734178155754,0.6397525223703647,2.1020625591278077,0.37247218042612074
51.3689,1.541114375485087,-3.038791818810922,2.018586540222168,0.47225122153759
51.3789,1.486606966711096,-1.5343756063841594,1.9091472625732422,0.5541687875986099
51.3889,1.458095275710051,-2.0910488934391918,1.7762409925460816,-2.415974760055542
51.3989,1.3961183208833117,-1.9925873825717677,1.6898514866828918,-1.9589968502521515
51.4089,1.2993754066311554,-1.847288163444833,1.6214033603668212,-1.662982130050659
51.4189,1.1561515807333091,-1.6832547482896971,1.5210487961769104,-1.463544136285782
51.4289,1.0018299208254695,-1.5963288633919153,1.3748395323753357,-1.3428164303302765
51.4389,0.8685829498116325,-1.5979178423169216,1.1892020225524902,-1.294990634918213
51.4489,0.7631623088912426,-1.664463993414789,1.0095787823200226,-1.3253575682640075
51.4589,0.6012538810134356,-1.6777874099988956,0.8693812489509583,-1.4273428320884705
51.4689,0.46814910013096345,-1.7155083129630804,0.7747846364974975,-1.5787840485572815
51.4789,0.3814071425949336,-1.758821570571768,0.6500640213489532,-1.6875672340393066
51.4889,0.32436219264408983,-1.7655904591870049,0.5593646407127381,-1.822246754169464
51.4989,0.3081775377740096,-1.6532587825531337,0.5140537023544312,-1.9867785692214965
51.5089,0.38736307897067546,-1.5707697395859253,0.5030751675367355,-2.195355176925659
51.5189,0.48736936828586697,-1.476174665612012,0.5277675509452819,-2.340114915370941
51.5289,0.6012774721953067,-1.4019180594171856,0.6587527826428413,-2.4986977338790894
51.5389,0.6760390702184745,-1.3216429032380401,0.7906214505434036,-2.642498230934143
51.5489,0.7246358157265573,-1.2811128817531467,0.921369469165802,-2.7049198508262635
51.5589,0.7469511791909305,-1.2068863830384262,0.9894735634326934,-2.7033836960792543
51.5689,0.7403102753519473,-1.2223566873447376,1.0084675252437592,-2.7106907606124877
51.5789,0.6477963596739614,-1.2171375487533438,0.9863002300262451,-2.6907114505767824
51.5889,0.5713570977557896,-1.2100470144648465,0.9294559597969055,-2.7352302193641664
51.5989,0.49099725738516176,-1.1139921991401684,0.7942821741104126,-2.7382144689559937
51.6089,0.4098135153780939,-0.0561285025298308,0.6872877329587936,-2.7061205863952638
51.6189,0.34090100103065407,0.2455954370524694,0.5880151599645614,-2.571509301662445
51.6289,0.32116677613518246,-0.12156136203628995,0.4945776551961899,-1.8517458453774451
51.6389,0.3009594399161,-0.4938627545950099,0.42068334072828295,-1.073251687735319
51.6489,0.3052512196615332,-0.3365071472239835,0.40057856142520903,0.9489374607801437
51.6589,0.3196318341790551,-1.0656604280826698,0.3818364828824997,-0.4994258373975754
51.6689,0.337672784270639,-1.052497447453138,0.38529727309942247,-1.0227978110313416
51.6789,0.351716272328863,-1.031097461198858,0.40247724801301954,-1.7909780502319337
51.6889,0.3511691094546733,-0.9832532664257749,0.42015007585287095,-1.737813150882721
51.6989,0.3447963117393768,-0.9348141003658338,0.4310017704963684,-1.6858042120933532
51.7089,0.342434681816861,-0.8853121264175264,0.42284396290779114,-1.6023129582405091
51.7189,0.3437131341323398,-0.8370153271335095,0.4129385814070702,-1.5131895184516906
51.7289,0.34661513839491154,-0.7958545247870921,0.4068261355161667,-1.4183256387710572
51.7389,0.3508208918188156,-0.7708144736292566,0.402291002869606,-1.322437161207199
51.7489,0.35035232145314,-0.7587791116483916,0.39645157009363174,-1.2319921195507049
51.7589,0.3567009993730669,-0.7885213114403067,0.3882963702082634,-1.158224630355835
51.7689,0.35235877044735675,3.208176691327835,0.3790705442428589,-1.1020770132541657
51.7789,0.3472598111246633,0.8720694965097943,0.3707107588648796,-1.0922458529472352
51.7889,0.3255136006342577,2.2801416676374022,0.3545619547367096,3.0738162994384766
51.7989,0.3052758117051873,1.2770587020493211,0.33756150156259535,0.6572672769427299
51.8089,0.29209328565796705,1.570596806208386,0.31085189431905746,2.1818530321121217
51.8189,0.2983021938898144,1.396113841130068,0.28453854024410247,1.8220882296562195
51.8289,0.28539583948605063,1.2885724739690732,0.26980929002165793,1.6533272981643676
51.8389,0.3024694581951425,1.2743022599180387,0.27110557705163957,1.6149576425552368
51.8489,0.2957950190989278,1.2823096502503752,0.26100059896707534,1.6317328810691833
51.8589,0.2844142081630218,1.342351402689608,0.2753468945622444,1.7322833776473998
51.8689,0.30285542964565854,1.3544264849596748,0.2697414979338646,1.8526788711547852
51.8789,0.30959022934424696,1.3422924321538399,0.2573652252554893,2.0173757314682006
51.8889,0.2825810478858723,1.2515303878102892,0.27098546326160433,2.064733386039734
51.8989,0.2514231562718458,1.0995314669313552,0.274055477976799,2.093222665786743
51.9089,0.22119561650951539,0.9010139012648917,0.24288704842329026,2.002077782154083
51.9189,0.16587177070982462,0.8130154911385258,0.20979442521929742,1.8591405868530273
51.9289,0.17281870718041,0.7105043351405897,0.18326063603162765,1.6520191967487334
51.9389,0.30046479012107824,0.6131333054148855,0.13552650259807705,1.5594946980476379
51.9489,0.5680070344725169,0.5958083573968829,0.16422181781381368,1.4476774215698243
51.9589,-2.951433137148917,0.6128311006419441,0.3113408550620079,1.337907713651657
51.9689,-1.803841790313676,0.6417787214116519,0.5556842446327209,1.3129316806793212
51.9789,-2.0278980003070224,0.6544671647619541,-1.859252667427063,1.2999361991882323
51.9889,-1.823385280716927,0.6929012331641405,-1.3698832869529725,1.2865975618362426
51.9989,-1.735053431516819,0.7156270675406562,-1.2221995174884797,1.2370381951332092
52.0089,-1.7328847395989215,0.713706850766614,-1.199648106098175,1.2737903892993927
52.0189,-1.8558038390258709,0.6663606975099375,-1.2854823231697083,1.2216109216213227
52.0289,-1.8962506926765736,0.5713003017881839,-1.4705129742622376,1.113788616657257
52.0389,-1.9074511235938592,0.44275528689277877,-1.8328932046890258,0.9677651345729827
52.0489,-1.9222479351204498,0.3204803466320181,-2.080179738998413,0.8600484967231751
52.0589,-1.9635170323721034,0.17406099269308367,-2.288599693775177,0.7055669724941254
52.0689,-2.0543236062306134,0.03477336452776819,-2.529318606853485,0.578523924946785
52.0789,-2.078363544345649,-0.02922308220549049,-2.7285760045051575,0.43179690539836885
52.0889,-1.9404702292675462,-0.06555928078425262,-2.9097727656364443,0.29656609818339347
52.0989,-1.709719499081468,-0.10223103632792115,-3.0032601594924926,0.23125589974224567
52.1089,-1.5238986662660032,-0.06833856217594828,-2.946782636642456,0.23488226160407066
52.1189,-1.3357556683132448,0.04331255559860901,-2.77824826836586,0.4156694695353508
52.1289,-0.9655575363018121,0.2112269341476868,-2.6334852308034895,0.5248816139996052
52.1389,-0.9430729612190376,0.40638603083281544,-2.452516329288483,0.6616780266165734
52.1489,-1.4162272335430799,0.5722621248544628,-2.2114942323416473,0.843449929356575
52.1589,-1.6779568508337164,-1.5962405284613588,-2.031052793562412,0.9791801035404205
52.1689,-1.474827415294704,-1.3875621148967174,-1.8236151129007339,1.0087143361568451
52.1789,-0.9686009272269536,-1.2993701174710517,-1.1824611350893974,-1.0453055322170257
52.1889,-1.3145085756424675,-0.5534186139628663,-1.4728219017386437,-0.8529017508029938
52.1989,-1.1367827738726282,0.3972020732156302,-1.1439504070207476,-0.8016269683837891
52.2089,-0.6062400943135717,0.37833787074381864,-0.4461376667022705,-0.7875958204269409
52.2189,-0.5822644408787528,0.33066950574716075,-0.6550167769193649,0.40879667103290557
52.2289,-1.1237748700521593,0.3261570006472275,0.06276121437549591,0.3801506221294403
52.2389,-1.0496248048001005,0.33870065885930833,0.3443728398531675,0.337252214550972
52.2489,-0.9881678735068853,0.34945139887697974,0.06101110242307186,0.34032599329948426
52.2589,-0.950924609717287,0.35904997802923094,0.23034910336136818,0.35490900576114653
52.2689,-0.9116655357895997,0.39034089850973375,0.34500393867492674,0.36589038372039795
52.2789,-0.8980061857039813,0.369736649162914,5.649378252029419,0.3719784289598465
52.2889,-0.8770595263381417,0.3492817343775807,0.43846517950296404,0.38798796236515043
52.2989,-0.881128119966635,0.3164519563626236,3.681214326620102,0.3574653148651123
52.3089,-0.8788265222941813,0.28693593427476943,0.354652588814497,0.32504636943340304
52.319,-0.8897039122511963,0.25594183469866205,2.2236179649829864,0.2923295497894287
52.3289,3.867188467096112,0.26085269401018624,0.2172308959066868,0.26276505589485166
52.3389,0.3583819693245697,0.2778998047033418,1.4124420642852784,0.23565678149461747
52.3489,2.743683332072981,0.2985900726073979,0.5493639498949051,0.24575748145580292
52.3589,0.8221460862495913,0.32446798083652056,0.7888435423374176,0.26974977999925615
52.3689,1.871524138851505,0.3322734379709809,0.23456213027238845,0.2940989017486572
52.3789,1.3804214931722958,0.3079525914426111,0.454271724820137,0.3199525117874146
52.3889,1.2954385103969002,0.2715053195996821,0.2894746471196413,0.3231891989707947
52.3989,1.1479191992599354,0.24114188729378516,0.2954382672905922,0.29811128973960876
52.4089,1.064515505420666,0.2076547606725554,0.2538119271397591,0.2621652245521545
52.4189,1.0276393012049758,0.20367808347878763,0.24217454940080643,0.23616992086172103
52.4289,1.061700826352029,0.19610602809946986,0.24027936905622482,0.20859541445970536
52.4389,1.1050735693788862,0.203196311554027,0.2473166525363922,0.2119699537754059
52.4489,1.102276085281927,0.19824131784780566,0.262108838558197,0.2125000238418579
52.4589,1.1640559905341388,0.20291994700105137,0.26925643235445024,0.2261514648795128
52.4689,1.211940584211407,0.21544238099051824,0.2617506943643093,0.2295704111456871
52.4789,1.2440666956934314,0.2539281820566329,0.27451376244425774,0.23852688074111938
52.4889,1.2581924540839848,0.28745787669264217,0.273900480568409,0.25043968111276627
52.4989,1.2345082162787717,0.3252272327127324,0.2734743539243937,0.2873839035630226
52.5089,1.1523674259825751,0.3551949679464249,0.2799174427986145,0.32095927745103836
52.5189,1.0592660781918029,0.4014611359714211,0.2873420260846615,0.35203970074653623
52.5289,0.9248823443106783,0.44145780605492985,0.2925592325627804,0.37334841787815093
52.5389,0.770870052028763,0.49963725731131736,0.2944112569093704,0.4110142558813095
52.5489,0.6819011046228514,0.5508622399975428,0.2859058901667595,0.44087357819080353
52.5589,0.6933952994579136,-1.7999325433455744,0.26619701981544497,0.4900173157453537
52.5689,0.6919341125806545,-1.4381042901678724,0.24899815917015075,0.5233142286539078
52.5789,0.6881040181844632,-1.234377672131255,0.2433253049850464,-1.1617039322853089
52.5889,0.6434895830312046,-1.1345505154924829,0.23077964335680007,-0.8870902597904206
52.5989,0.5893527244837428,-1.0455720825840555,0.2164888739120215,-0.751389068365097
52.6089,0.5258316662542398,-1.080597792606099,0.19573647081851958,-0.7221407234668732
52.6189,0.4638299592970309,-1.2133908032544212,0.17610724195837973,-0.6960949838161469
52.6289,0.42926896469627207,-1.410230768180139,0.1574988704174757,-0.8022257685661316
52.6389,0.4090895145869388,-1.604161875645045,0.14180363938212395,-1.0569011270999908
52.6489,0.3455968550993074,-1.8358268501680548,0.13178176432847977,-1.3987348437309266
52.6589,0.2509892514929022,-1.9707676858514265,0.12443317472934723,-1.7032604575157166
52.6689,0.16384635958819796,-2.0076518498038096,0.1126332828309387,-1.982847476005554
52.6789,0.10592148914683637,-2.059761768957515,0.1008453561924398,-2.1523529410362245
52.6889,0.08336153723303637,-2.054488717660701,0.08010985655710101,-2.250928544998169
52.6989,-0.017419365777897287,-1.8359855220717987,0.0651789465919137,-2.4327086925506594
52.7089,0.2465759870254117,-1.6396382217972132,0.060539971105754375,-2.628210890293121
52.7189,0.35896372311089275,-1.6301207644260145,0.07176990061998367,-2.627182197570801
52.7289,0.45218934858524856,-1.4899865600425934,0.10958924517035484,-2.61808220744133
52.7389,0.4989518799866774,-0.9015544420552988,0.16265601068735122,-2.7325712740421295
52.7489,0.514160138727191,-0.6536431254253102,0.20602228567004205,-2.68449424803257
52.7589,0.46933457031116166,-1.539927037914089,0.23101837038993836,-2.3158343955874443
52.7689,0.40234165449153336,-0.32570452471822825,0.24512915313243866,-1.8297283053398132
52.7789,0.351392304928217,-0.8979975948877319,0.28827314376831054,-1.2949146579951047
52.7889,0.3418839452347742,-1.486703070529145,0.2495826005935669,0.08933452367782593
52.7989,0.32960677432320795,-1.481668896754087,0.25545371174812315,-0.11969321332871914
52.8089,0.34061637646669507,-1.4061440991741985,0.25224693566560746,-0.5705906450748444
52.8189,0.359519573276691,-1.3634164393363615,0.27216616868972776,-0.5372532397508621
52.8289,0.3969913990740624,-1.3195754517110423,0.2808636426925659,-0.4301237165927887
52.8389,0.41049753756799073,-0.17943027785009225,0.3178722679615021,-0.3678758919239044
52.8489,0.4068972952402189,-1.410038497153535,0.33080489933490753,-0.3363181263208389
52.8589,0.3865153929297743,-1.3442623131483205,0.35514375269412995,-0.3197278782725334
52.8689,0.37887084609412086,-1.266651901333347,0.3346760541200638,0.9373342812061309
52.8789,0.3627740074719593,-1.2050749658968205,0.31937179863452914,-0.3595397800207138
52.8889,0.35079819734649587,-1.1465548007506963,0.3039735406637192,-0.3856725454330444
52.8989,0.3699288012274536,-1.0736543865432027,0.28143132776021956,-0.43289493173360827
52.9089,0.3826466251804085,-0.9959761421702081,0.257382769882679,-0.4975634336471558
52.9189,0.38925827975237337,2.741224358902817,0.2685255527496338,-0.5545998632907867
52.9289,0.3924000518731843,1.2659390720949117,0.27668966054916383,-0.6001152724027634
52.9389,0.39659575486714177,1.8744659922096312,0.2745758265256882,5.757400631904602
52.9489,0.39542220225036945,1.3965909548517974,0.2704651325941086,1.0579943852499127
52.9589,0.4021799649172343,1.274079170224534,0.2680964648723602,3.5848787486553193
52.9689,0.4147531511789386,1.2321008705106977,0.2591115102171898,1.8564614742994308
52.9789,0.43451104313827693,1.2791402106470013,0.2612774133682251,2.412817841768265
52.9889,0.45520919107640445,1.3347332809851984,0.2718064606189728,2.1166538536548614
52.9989,0.44345313437170064,1.472346910256403,0.28702476918697356,1.8888109266757964
53.0089,0.42929915437628663,1.4981236981796542,0.2999166682362556,1.7512193202972413
53.0189,0.3810299906553597,1.5332088431080992,0.2787901222705841,1.7743724703788757
53.0289,0.3674381582797789,1.5928113917504714,0.2575800701975822,1.7666648387908936
53.0389,0.35404208673197546,1.6630084901722746,0.20617457628250122,1.7764225780963898
53.0489,0.391655308843042,1.6548787614096252,0.18938863947987555,1.8056446611881256
53.0589,0.47551852119961213,1.5833285438267046,0.17651747092604636,1.84275279045105
53.0689,0.45503692651158634,1.4685875554436172,0.2149669945240021,1.8086269617080688
53.0789,0.4952849797077385,1.3351062962007307,0.29898553937673567,1.7099913358688354
53.0889,0.6453445468754279,1.1597734925000862,0.2813065260648727,1.5732162833213805
53.0989,0.7830313432615341,1.0198617936807373,0.32465424835681916,1.4328292250633239
53.1089,-4.158732414293953,0.9918587475744033,0.468207573890686,1.2798779368400575
53.1189,-2.7135863277047947,0.992229144049867,0.5986819088459014,1.1733971774578094
53.1289,-3.0094621282929803,0.95903096685857,-1.9356649756431579,1.1726858139038085
53.1389,-2.518601971693931,0.9256473956756401,-1.451931631565094,1.1795003712177277
53.1489,-2.0458808665336514,0.8899573413775708,-1.2394683003425597,1.122102689743042
53.1589,-1.6618841248125669,0.8254183479036878,-1.0933810412883758,1.0644758641719818
53.1689,-1.5070805147481565,0.7331517410207435,-1.0370262801647185,1.0040411293506621
53.1789,-1.365763079395785,0.5903368493695871,-1.399759989976883,0.9246881276369094
53.1889,-1.0849447811950061,0.48786564310853536,-1.6131604671478272,0.8379429668188095
53.1989,-0.8726665924361413,0.4096878399246574,-1.654797214269638,0.7121710240840912
53.2089,-0.7475898317522389,0.32599855554839097,-1.8120157927274705,0.6045785307884216
53.2189,-0.4628856728339124,0.2326977196415155,-1.898938137292862,0.5102493613958359
53.2289,-0.20221884825246988,0.22975660278554771,-2.027214401960373,0.40103762596845627
53.2389,-0.042046524861693135,0.2356108699970497,-1.97010418176651,0.276942940056324
53.2489,0.22762165554914895,0.23655716681359293,-1.8698094815015793,0.24023459255695342
53.2589,0.832646741326996,0.26919577676838846,-1.793903836607933,0.23718130365014076
53.2689,-1.347298829205368,0.3515226781616457,-1.6851920574903487,0.2611052043735981
53.2789,-1.6901841954492571,0.4372170201939386,-1.311402153968811,0.32942157685756684
53.2889,-1.5207176920111762,0.5117838501650898,-1.7028097540140152,0.43780473470687864
53.2989,-1.021241966185756,0.5684205352212212,-1.2894829370081424,0.5410553246736527
53.3089,-1.3928369153991782,0.5901203734425261,-1.6050142154097558,0.6162663877010346
53.3189,-1.2306407033354694,0.5783956566918804,-1.3725971348118038,0.6617085307836532
53.3289,-1.112390386680085,0.5656909298831357,-1.2019733875989913,0.6716627061367035
53.3389,-1.0166439791378177,0.579213378249044,-0.7108238965272904,0.6488120257854462
