t_s,imu_LTx,imu_RTx,imu_Lvel,imu_Rvel,L_tau_ref_mean,R_tau_ref_mean,L_tau_pfimu_mean,R_tau_pfimu_mean
68.8486,-10.7108,-54.1452,22.8882,-4.2114,0.7699160062748553,-1.5090663439075398,0.72884860932827,-1.467062270641327
68.8586,-10.7108,-53.7442,22.8882,33.9355,0.7448457603797405,-0.7090663439075398,0.6999429285526275,-0.6670622617006302
68.8686,-10.7108,-53.7442,22.8882,33.9355,0.7199196970047941,0.09093365609246036,0.6757004052400589,0.13293774565681815
68.8786,-10.7108,-53.2828,22.8882,49.6216,0.7005677432218126,0.749784588244967,0.6570621877908707,0.7627798199653626
68.8886,-10.4965,-52.662,19.9585,66.5894,0.688210193022375,0.8360320454237258,0.6499173671007157,0.8674645125865936
68.8985,-9.7275,-51.8161,25.1465,89.1724,0.5739425180895552,0.9201681326628588,0.5337524861097336,0.9742557644844055
68.9085,-9.0958,-50.7339,33.8135,113.2202,0.4600514455377979,1.0870394263059087,0.42200407683849334,1.1005940675735473
68.9186,-8.7882,-49.3607,30.7007,143.3105,0.4839890141130841,1.3446072462941592,0.4521527081727982,1.331078791618347
68.9286,-8.7882,-45.7077,30.7007,200.7446,0.49825558345156545,2.048347671381117,0.4712353736162186,2.036040651798248
68.9386,-8.7882,-45.7077,30.7007,200.7446,0.509096595507075,2.7905362922779937,0.48525565564632417,2.7690061569213866
68.9486,-8.3322,-45.7077,26.3062,200.7446,0.521306790858946,3.319768154195664,0.5006023794412613,3.250249671936035
68.9585,-8.0631,-43.5049,31.0059,220.7031,0.4671734585221827,3.3111821322469006,0.4494839072227478,3.298310112953186
68.9686,-8.0631,-41.2198,31.0059,227.6001,0.4850704066617578,3.2945531540668247,0.46934429109096526,3.3495160818099974
68.9785,-7.3435,-41.2198,43.396,227.6001,0.35122683376328706,3.5497032635208603,0.3367651551961899,3.5826465606689455
68.9885,-6.481,-38.8522,35.8887,231.9946,0.403278345672052,3.4920489492387965,0.3914851129055023,3.4527801275253296
68.9986,-6.481,-36.6605,35.8887,206.7261,0.4329984179280778,3.4825728189526375,0.42174422144889834,3.427291822433472
69.0086,-6.481,-34.617,35.8887,195.3735,0.45882448062409054,3.3528571777319387,0.4504365026950836,3.2979360580444337
69.0185,-6.3272,-32.623,0.7324,197.876,0.7579374241037533,3.1655479163499534,0.7391482830047608,3.102178931236267
69.0286,-6.2778,-32.623,16.1133,197.876,0.5661090398349411,3.307557208122092,0.5468172252178192,3.2305222272872927
69.0385,-6.0086,-30.5356,33.4473,213.8062,0.3847053588834529,3.1034118213362056,0.3653839886188507,3.0347918033599854
69.0485,-5.6681,-26.3937,-3.2349,196.8994,0.6996768697168692,2.811575432416963,0.6759868502616883,2.848447895050049
69.0585,-5.6681,-26.3937,-3.2349,196.8994,0.6383044989959425,2.9635383036132783,0.6145023047924042,3.0329867362976075
69.0685,-5.6681,-19.5383,-3.2349,169.5557,0.5755175921049479,2.342567246463715,0.5542129576206207,2.4820042967796327
69.0785,-6.5689,-19.5383,-64.5752,169.5557,-0.22448240789505208,2.520272001197038,-0.24578704237937926,2.6479557752609253
69.0886,-7.3545,-18.2199,-76.5381,119.1406,-1.024482407895052,2.668943894763363,-1.0457870543003083,2.779808592796326
69.0985,-8.14,-17.5497,-79.4678,54.1382,-1.4162618955728457,2.5464886333878547,-1.4119396209716797,2.570095181465149
69.1085,-9.0848,-17.2147,-97.5952,32.5928,-1.4340324947830683,1.7723052974111173,-1.4175636053085328,1.7765062689781188
69.1185,-10.3812,-16.8741,-136.7188,36.6821,-1.5024814158670359,1.026570962181367,-1.467431104183197,1.0182961583137513
69.1285,-10.3812,-16.0776,-136.7188,46.6309,-1.9430733317482496,0.7281086037877469,-1.9164778351783753,0.6141181446611881
69.1385,-14.2758,-14.6933,-226.9897,72.7539,-2.74307333174825,0.5469040140933319,-2.7164778470993043,0.5035832926630974
69.1485,-16.6764,-14.6933,-246.9482,72.7539,-3.54307333174825,0.7445191279457494,-3.5044847249984743,0.7419899851083755
69.1585,-19.1977,-13.9572,-256.5308,70.0684,-4.1210931506091475,0.8092258446315593,-4.267762136459351,0.8393559038639069
69.1685,-21.7465,-13.2101,-252.9297,72.937,-4.102037980283986,0.813855548701639,-4.4134275913238525,0.8618841707706452
69.1785,-24.2075,-12.4246,-234.9243,77.0874,-4.012001982283875,0.8001808194696676,-4.409615826606751,0.8706056535243988
69.1885,-28.6679,-11.5897,-191.04,82.5806,-3.628669995749739,0.7989555867714769,-3.906732988357544,0.871114993095398
69.1985,-30.6784,-10.6613,-176.0864,80.9326,-3.348865284993072,0.8398250778349692,-3.6264614343643187,0.9037498295307159
69.2085,-30.6784,-10.0461,-176.0864,53.9551,-3.4687306988762385,1.0173988482168412,-3.681568217277527,1.0707499265670777
69.2185,-32.5296,-10.0461,-164.6729,53.9551,-3.275371808264944,1.0314225652828455,-3.435236620903015,1.0750044524669646
69.2285,-34.26,-9.744,-154.8462,26.7334,-3.0744342891052185,1.1463118878648322,-3.193011021614075,1.182106477022171
69.2385,-34.26,-9.744,-154.8462,26.7334,-3.1440098853933125,1.0664837082460124,-3.244895577430725,1.0949090361595153
69.2485,-37.5339,-9.744,-148.1934,26.7334,-2.6007452748321755,1.0001033235511017,-2.6359936714172365,1.0278057754039764
69.2585,-40.7364,-9.744,-147.8271,26.7334,-2.115337583224389,0.945110876220116,-2.0495468735694886,0.971744281053543
69.2685,-40.7364,-9.6451,-147.8271,8.9111,-2.3004180454322958,0.9968856587279668,-2.2165242195129395,1.0267171502113341
69.2785,-42.4338,-9.7385,-159.6069,-10.1318,-2.1268152651866425,0.19688565872796662,-2.049715006351471,0.22671715766191483
69.2885,-44.2411,-9.7385,-172.7295,-10.1318,-2.086027470304974,-0.6031143412720334,-2.220332944393158,-0.5705366551876068
69.2985,-44.2411,-9.7385,-172.7295,-10.1318,-2.665012982782041,-0.6830341021454119,-2.7676027536392214,-0.7034435570240021
69.3085,-47.905,-9.9088,-174.8657,-12.8174,-2.2976987720037334,-0.5830087544642748,-2.2925488710403443,-0.6025299459695816
69.3185,-49.4925,-10.0021,-164.2456,-2.6855,-2.351928674079795,-0.5916068137626601,-2.4232398748397825,-0.6080027908086777
69.3285,-52.4149,-9.5682,-140.564,35.8276,-1.872096008914199,0.14468286004526273,-1.986182415485382,0.15533089265227318
69.3385,-53.6399,-7.4753,-125.6104,26.3672,-1.789687179615473,0.3147130655274289,-1.8892556309700013,0.32365032136440275
69.3485,-53.6399,-7.0358,-125.6104,13.2446,-1.9251832729558096,0.388099192819805,-1.9974371910095214,0.394615438580513
69.3585,-54.711,-7.0358,-109.436,13.2446,-1.7742293113976484,0.36362985020658917,-1.8359772205352782,0.3674278736114502
69.3685,-55.6119,-6.8546,-91.8579,16.3574,-1.6576194303037206,0.31808956349880935,-1.7172502160072327,0.3197125345468521
69.3785,-56.3425,-6.6183,-74.1577,22.3999,-1.5722370922798308,0.26291199715746794,-1.6308055520057678,0.2672273024916649
69.3885,-56.3425,-6.6183,-74.1577,22.3999,-1.566568406094448,0.27783452005037057,-1.6204083442687989,0.2830833956599236
69.3985,-57.4906,-6.3272,-16.3574,27.5269,-1.5765724788487343,0.25002483993552166,-1.6352408170700072,0.25244202464818954
69.4085,-57.4631,-5.9482,5.4321,29.6631,-1.454015136929689,0.24898440672033845,-1.4587902188301087,0.2547027036547661
69.4185,-57.4631,-5.4044,5.4321,15.5029,-1.0446438727122087,0.3611069421483635,-0.9742090702056885,0.36683227121829987
69.4285,-57.4631,-5.3824,5.4321,2.0752,-0.7389555942104912,0.45409531212446785,-0.664193257689476,0.4608656942844391
69.4385,-56.8149,-5.3769,42.5415,7.3242,0.061044405789508795,0.37844598255684325,0.12515813475474716,0.3827937364578247
69.4485,-56.2052,-5.0638,60.5469,35.7056,0.7839307453494915,0.12775224222231962,0.7709042370319367,0.13374587297439575
69.4585,-55.4196,-4.6573,78.3691,38.6353,1.1712336231533897,0.14501729303163363,1.0223479717969894,0.14593614339828492
69.4685,-53.2608,-4.6573,115.5396,38.6353,1.1774376725424605,0.2081561878893979,1.125674545764923,0.2112704485654831
69.4785,-53.2608,-4.3057,115.5396,30.3345,1.49385351223299,0.30564623092204307,1.4870863437652588,0.30596959590911865
69.4885,-51.915,-3.8333,131.4697,22.3999,1.6504415114344848,0.368364427947921,1.6735644459724426,0.36925486028194426
69.4985,-50.4758,-3.5696,139.8315,26.6724,1.8486176344031846,0.3270996357318797,1.8811825871467591,0.329548305273056
69.5085,-48.9267,-3.2291,153.5645,34.8511,2.0266077691299906,0.26704709097128243,2.042709171772003,0.26743811219930647
69.5185,-48.9267,-2.9105,153.5645,32.2266,2.312045499960341,0.3084187312739368,2.3249276638031007,0.3075975149869919
69.5285,-48.9267,-2.6523,153.5645,25.8179,2.4930055584118263,0.3719139792312743,2.5086039304733276,0.3716330260038376
69.5385,-41.3132,-2.3392,182.1289,30.5176,2.144648601025494,0.33084149350237474,2.13888224363327,0.3331977307796478
69.5485,-39.2862,-1.9327,185.9741,38.8184,2.403227223081804,0.2670396466324104,2.3834282755851746,0.27071641832590104
69.5585,-39.2862,-1.0593,185.9741,37.0483,2.7203742451417203,0.2725969126375797,2.7103315353393556,0.27609496265649797
69.5685,-37.2592,-1.0593,186.5845,37.0483,2.7714576248969065,0.31603242742100024,2.781779742240906,0.31976131796836854
69.5785,-37.2592,-0.7132,186.5845,33.1421,2.942747796820475,0.3641249058795693,2.976938319206238,0.3656162530183792
69.5885,-33.1449,-0.7132,191.7725,33.1421,2.680218707873542,0.3921615731538188,2.7605327129364015,0.3961904555559158
69.5985,-31.1289,-0.7132,184.6924,33.1421,2.7289877858045957,0.42497487858810545,2.8087356090545654,0.42509294748306276
69.6085,-31.1289,-0.4221,184.6924,29.6021,2.8941125208015075,0.45718868703924825,2.972207045555115,0.4588015258312225
69.6185,-31.1289,-0.4221,184.6924,29.6021,3.0429219382104415,0.47185206249525835,3.1195772171020506,0.4740405440330505
69.6285,-29.3161,-0.1859,161.7432,22.3999,3.05357538422449,0.5259276778506833,3.1203104972839357,0.5290122032165527
69.6385,-27.7341,-0.0375,142.6392,11.4746,2.9584982637757333,0.6051975512617239,3.0208876609802244,0.6059897422790528
69.6485,-24.8612,-0.087,127.1362,-10.2539,2.6985793267556075,-0.19480244873827615,2.7396302223205566,-0.19401025623083115
69.6585,-24.8612,-0.2518,127.1362,-16.8457,2.659303961812837,-0.9737913350858092,2.6883716106414797,-0.9509952306747437
69.6685,-22.8946,-0.7626,27.2217,-31.0669,2.0699430667883907,-0.7758861407474068,2.013362944126129,-0.7522430658340454
69.6785,-22.6969,-1.2845,9.4604,-60.1807,1.280244217548522,-0.6360083861969307,1.2176348507404327,-0.614878123998642
69.6885,-22.5321,-3.262,22.0337,-124.8169,0.6480526481956794,-0.6563265699449977,0.6022808253765106,-0.6968549013137817
69.6985,-22.5321,-4.91,22.0337,-173.1567,0.529121027705904,-1.4563265699449977,0.4988308772444725,-1.4968549013137817
69.7085,-22.5321,-4.91,22.0337,-173.1567,0.4874548548137733,-2.256326569944998,0.47572375535964967,-2.29685492515564
69.7185,-22.1366,-7.0523,42.6636,-220.52,0.3201417879561828,-3.02843921827276,0.3062034955248237,-3.0523858308792113
69.7285,-22.1366,-9.5078,42.6636,-245.3613,0.38857378425994943,-3.6342923796091426,0.36211192011833193,-3.5413803577423097
69.7385,-22.1366,-9.5078,42.6636,-245.3613,0.4540018310013595,-4.231992744762008,0.41930973082780837,-4.290078592300415
69.7485,-20.6095,-12.117,57.9224,-258.7891,0.3197532504964426,-4.227015492360546,0.2711325384676456,-4.413842797279358
69.7585,-20.0656,-12.117,60.3638,-258.7891,0.4005939327808655,-4.6308159825301685,0.3674767255783081,-4.771193361282348
69.7685,-20.0656,-21.7245,60.3638,-199.585,0.5232393426796468,-3.8312913766375503,0.5027302205562592,-3.972631502151489
69.7785,-18.0991,-23.5043,54.5044,-177.4292,0.5287814586394849,-3.575348590971962,0.518165311217308,-3.744614601135254
69.7885,-18.0991,-25.2017,54.5044,-173.2788,0.6121756472081885,-3.424010842596348,0.5986042112112046,-3.584710788726807
69.7985,-17.5223,-26.9815,47.5464,-183.8989,0.673934508717885,-3.2262912707615095,0.6598285347223282,-3.323884105682373
69.8085,-16.6214,-28.8107,25.2075,-184.5703,0.7742448777219253,-3.099423810655719,0.7644663870334625,-3.14735803604126
69.8185,-16.127,-30.5246,10.1929,-170.105,0.7909850390007019,-3.0774251288466,0.7894331216812134,-3.0836844444274902
69.8285,-16.127,-30.5246,10.1929,-170.105,0.7212406310150788,-3.1902423062040746,0.7225692510604859,-3.1775372982025147
69.8385,-16.127,-34.0787,10.1929,-181.5796,0.6649706057662362,-2.674361286817566,0.6665933191776275,-2.5692790508270265
69.8485,-15.8194,-35.8969,16.1133,-183.5938,0.5555000604933731,-2.5924691413389276,0.5609134405851364,-2.4635024309158324
69.8585,-15.8194,-35.8969,16.1133,-183.5938,0.5324159410962512,-2.8551101605983056,0.5368460774421692,-2.7710609436035156
69.8685,-15.8194,-39.6323,16.1133,-196.7163,0.5098748182884025,-2.4610761436374964,0.5123387724161148,-2.377885675430298
69.8785,-14.7977,-41.4999,23.0713,-191.4062,0.3769418584457792,-2.6167287786140565,0.38619680106639864,-2.65360803604126
69.8885,-14.2264,-43.3621,35.7666,-181.5796,0.26009133680778146,-2.658072554700045,0.26648817360401156,-2.7310362339019774
69.8985,-13.8803,-45.1035,40.1611,-168.335,0.25842851256540994,-2.5863946197265535,0.25212485119700434,-2.6318222999572756
69.9085,-13.8803,-48.1906,40.1611,-142.1509,0.3145852495146488,-2.1753830215048287,0.3012132465839386,-2.18055419921875
69.9185,-13.5123,-48.1906,40.6494,-142.1509,0.34882602680736674,-2.2821852488936343,0.31955553516745566,-2.350160503387451
69.9285,-13.5123,-49.5035,40.6494,-124.6338,0.40127998242147483,-2.152293296371547,0.36746980994939804,-2.2116637587547303
69.9385,-13.1717,-50.5966,34.3018,-101.6235,0.4731706078028597,-2.0694019964266603,0.43045980483293533,-2.10411673784256
69.9485,-12.8806,-51.4426,32.3486,-76.5381,0.4923669223388451,-2.014665046647872,0.4498610645532608,-2.020078206062317
69.9585,-12.562,-51.4426,36.2549,-76.5381,0.46336063355445817,-1.962036674442409,0.4219070300459862,-1.9587292075157166
69.9685,-11.6171,-52.0523,25.2075,-54.9927,0.5253554302857684,-1.8815128298491068,0.4879782974720001,-1.8590954422950745
69.9785,-11.6171,-52.6511,25.2075,-12.3901,0.5232893978918284,-1.7223235875303942,0.4875918239355087,-1.682259738445282
69.9885,-11.6171,-52.6126,25.2075,9.7046,0.5227643669292454,-1.0243407749232973,0.49069038927555086,-1.0285366594791412
69.9985,-11.0404,-52.3984,24.4751,24.5361,0.49530602553651804,-0.22434077492329735,0.4688690692186356,-0.22853668108582498
70.0085,-11.0404,-52.0853,24.4751,33.2031,0.4979566384461959,0.4308910983750125,0.4731232047080994,0.47819440960884096
70.0185,-10.4032,-52.0853,34.3018,33.2031,0.38782641577119914,0.7240515309199971,0.3681665286421776,0.6886855840682984
70.0285,-9.6561,-51.0635,28.9917,64.209,0.42040960334981115,0.6343279130117122,0.3990097135305405,0.59358249604702
70.0385,-9.354,-50.2176,26.001,89.7827,0.4483475638227297,0.7277998302112858,0.4260148912668228,0.7166606545448303
70.0485,-9.354,-47.6907,26.001,145.3247,0.4595389119427791,1.0467506205555293,0.4388433307409286,1.043539935350418
70.0585,-9.354,-47.6907,26.001,145.3247,0.46814582141260785,1.757322083414757,0.4501173585653305,1.737833821773529
70.0685,-8.8706,-47.6907,23.9868,145.3247,0.4644549776608803,2.2365942352963457,0.44648843109607694,2.1802785277366636
70.0785,-8.5684,-47.6907,33.6914,145.3247,0.37058479413415174,2.445845084246242,0.35436563193798065,2.3704694747924804
70.0885,-8.1015,-47.6907,51.2085,145.3247,0.23640527823861635,2.5572219358357846,0.22757645770907403,2.4848340272903444
70.0985,-7.283,-47.6907,26.6113,145.3247,0.4603030791229192,2.6253872928784188,0.4538928508758545,2.5649672746658325
70.1085,-7.1073,-47.6907,17.6392,145.3247,0.530563603580589,2.6643618332986576,0.5264200180768966,2.6254979372024536
70.1185,-7.1073,-46.0263,17.6392,171.0205,0.5182834503503223,2.5098363356848967,0.5117425739765167,2.507901167869568
70.1285,-6.904,-44.1147,31.6162,188.4766,0.37314241696478706,2.4708332527281542,0.36945636570453644,2.5272011041641234
70.1385,-6.4316,-41.8021,54.7485,230.957,0.18422703927027953,2.599115132665093,0.19312209598720073,2.7276028633117675
70.1485,-5.8164,-39.2477,64.5142,241.0278,0.18767931071817634,3.187937264280846,0.21847726181149482,3.282654881477356
70.1585,-5.278,-36.9406,53.3447,219.6045,0.3655994443079018,3.3870699518506724,0.40375429689884185,3.439801239967346
70.1685,-4.9594,-36.9406,30.7007,219.6045,0.5811220744757117,3.563515828339452,0.610884091258049,3.5806034564971925
70.1785,-4.877,-32.3538,6.2866,244.812,0.7599888125650087,3.2501578533137954,0.7788789689540863,3.1815104484558105
70.1885,-4.9649,-24.8282,-7.5684,228.1494,0.8131969761886092,2.862412210390944,0.821548444032669,2.958059048652649
70.1985,-4.9649,-19.5163,-7.5684,152.771,0.7194302362703989,2.7530138286322563,0.7208485126495361,2.827937960624695
70.2085,-5.5033,-18.2089,-39.3677,128.2349,-0.08056976372960115,2.6815315254860055,-0.07915147449821233,2.728716015815735
70.2185,-5.5033,-17.341,-39.3677,76.416,-0.8805697637296012,2.5984459547569068,-0.8769144475460052,2.5354719877243044
70.2285,-6.6733,-16.9785,-67.9932,30.5786,-0.9002759329078988,1.9097848693318809,-0.8805264949798584,1.872155225276947
70.2385,-8.9255,-16.539,-147.7051,24.4751,-1.2679492535135188,1.1653322624689442,-1.381774616241455,1.1600453078746795
70.2485,-10.6504,-16.2149,-182.8613,34.4238,-2.0679492535135187,0.8327126195626372,-2.181774640083313,0.872983169555664
70.2585,-10.6504,-14.913,-182.8613,81.543,-2.8679492535135185,0.511983273671294,-2.9804065227508545,0.5854876607656478
70.2685,-12.6169,-14.913,-207.7637,81.543,-3.3191384724887265,0.7681017261790122,-3.128865647315979,0.7903100490570069
70.2785,-14.8361,-14.913,-234.9243,81.543,-3.4760938395981213,0.9254138239467744,-3.492663550376892,0.9238286077976227
70.2885,-14.8361,-14.913,-234.9243,81.543,-3.988944413797661,1.030676021364848,-4.113839316368103,1.0176215887069702
70.2985,-14.8361,-13.9627,-234.9243,90.6982,-4.391788746145234,0.9428698198835299,-4.5010164976119995,0.9267037510871887
70.3085,-22.1695,-13.1387,-236.9995,73.7305,-3.609481103721387,1.0249636609105945,-3.800575590133667,1.0168812692165374
70.3185,-22.1695,-11.8698,-236.9995,54.3823,-3.916723018122622,1.0066273599463222,-4.1249627590179445,1.0098919451236725
70.3285,-26.3883,-10.7767,-182.6782,51.5137,-3.652992723751498,0.8904051172863309,-3.758734631538391,0.8920431911945343
70.3385,-28.245,-10.3317,-162.3535,41.1987,-3.4943344292884566,0.9061077179205876,-3.511882257461548,0.903755533695221
70.3485,-30.0357,-10.0076,-158.6914,30.6396,-3.252928034001948,0.9203404043530513,-3.203237247467041,0.9104545295238495
70.3585,-31.8265,-9.733,-160.0342,28.5645,-3.0347230411408104,0.8657288890947547,-2.98004355430603,0.856612753868103
70.3685,-33.5514,-9.5242,-155.0903,21.0571,-2.880761779066722,0.8669668440644769,-2.813604235649109,0.8551320850849151
70.3785,-35.1279,-9.5627,-141.4795,-5.5542,-2.7779275382003106,1.0211778859863725,-2.6963279247283936,1.0073567748069763
70.3885,-36.6385,-9.5627,-140.9912,-5.5542,-2.591085903550467,0.929149331543805,-2.5027158737182615,0.9105386376380921
70.3985,-38.1546,-9.9417,-138.1226,19.2871,-2.439611302177647,0.723473531063867,-2.36665461063385,0.7179306149482727
70.4085,-39.6762,-9.9417,-140.564,19.2871,-2.2638022024513433,0.699297089608867,-2.223361873626709,0.69620161652565
70.4185,-41.2967,-9.5847,-152.0386,40.4663,-2.0770250460519275,0.47915236847403825,-2.0672978281974794,0.47124876379966735
70.4285,-43.0271,-9.5847,-163.8794,40.4663,-2.005557472709241,0.504402961354551,-1.9859252333641053,0.49486692249774933
70.4385,-44.8288,-8.6069,-170.5322,50.6592,-2.0605699095994128,0.3371847614823554,-2.02998571395874,0.3398929342627525
70.4485,-48.3115,-8.1839,-163.6353,46.814,-1.956296867971949,0.3690259584644195,-1.8680848717689513,0.37997582256793977
70.4585,-48.3115,-8.1839,-163.6353,46.814,-2.5343065139362864,0.40959741326396937,-2.477511239051819,0.42169581055641175
70.4685,-49.7562,-7.8104,-154.1138,40.4053,-2.385367008884736,0.45656343008509204,-2.4009390830993653,0.47591257095336914
70.4785,-51.1954,-7.4808,-141.7847,33.5693,-2.141355700638211,0.5077863164079277,-2.1721879959106447,0.5289353638887405
70.4885,-51.1954,-7.4808,-141.7847,33.5693,-2.2730974710967815,0.524260923319431,-2.32565495967865,0.5398207992315293
70.4985,-51.1954,-7.4808,-141.7847,33.5693,-2.364877825783941,0.5380361109944103,-2.4205185413360595,0.5501307815313339
70.5085,-53.4806,-7.1896,-100.8301,28.2593,-1.885649983031706,0.5580685572360929,-1.9632135391235352,0.5693378478288651
70.5185,-55.5625,-6.9644,-44.4336,18.7988,-1.570388083993109,0.6108792147682511,-1.6361401796340942,0.6211601018905639
70.5285,-55.925,-6.8216,-27.771,9.2773,-1.4686821694402779,0.6581899378583707,-1.4903886914253235,0.6684089660644531
70.5385,-55.925,-6.113,-27.771,26.2451,-1.3401339088180861,0.4401547295992356,-1.3252308368682861,0.4561933845281601
70.5485,-56.1392,-5.7834,-11.5967,26.4282,-1.243514646038745,0.42940826117484754,-1.1929446697235107,0.4439986407756805
70.5585,-56.1722,-5.5911,4.1504,18.0664,-1.0630442266060114,0.4961394954943684,-0.9885092556476593,0.5066122025251388
70.5685,-56.0733,-5.6076,14.8315,-4.9438,-0.26304422660601146,0.6841408383999411,-0.1885092705488205,0.6852184236049652
70.5785,-56.0733,-5.7065,14.8315,-0.061,0.48928918759073536,0.6070916185215043,0.5482111632823944,0.6022384941577912
70.5885,-55.2878,-5.7065,57.251,-0.061,0.4681123443930838,0.5647329726599509,0.47305251359939576,0.5625082731246949
70.5985,-54.5462,-4.9759,74.585,45.4102,0.6223262541447834,0.10603413208146588,0.6475753426551819,0.10962869189679622
70.6085,-53.6508,-4.5419,87.1582,41.2598,0.8254504065451448,0.16759216698329885,0.8566410481929779,0.1678242214024067
70.6185,-52.6236,-4.5419,99.7925,41.2598,1.022397662168176,0.21133720342521115,1.048263829946518,0.21560692861676217
70.6285,-51.4701,-4.1574,113.9526,35.8276,1.229736033833273,0.2727561801059175,1.2442568063735961,0.27555194348096845
70.6385,-50.1901,-4.1574,129.3945,35.8276,1.4570990381907853,0.307574478551344,1.4688048124313355,0.3127362921833992
70.6485,-48.674,-3.5806,158.3252,29.541,1.7245170826344025,0.35303478288621437,1.7346291422843934,0.35688785314559934
70.6585,-46.8064,-3.5806,189.9414,29.541,2.157761381382394,0.37078755847708356,2.1603320717811583,0.37590745389461516
70.6685,-44.7354,-3.5806,208.8013,29.541,2.6536030884377335,0.38493820585762195,2.620970916748047,0.3923636093735695
70.6785,-44.7354,-2.2787,208.8013,34.729,3.1390155198454837,0.28419381647624753,3.0879759550094605,0.2894248068332672
70.6885,-42.6041,-1.8723,208.1909,40.5273,3.1878755078143004,0.2513436831508812,3.1764681816101072,0.2547248139977455
70.6985,-40.5002,-1.8723,201.0498,40.5273,3.1684333970497818,0.2989890515304293,3.195223903656006,0.3039854824542999
70.7085,-36.5451,-1.3834,177.2461,47.8516,2.95563791363339,0.2589213372063891,2.9988143682479858,0.26563854664564135
70.7185,-34.628,-0.856,177.9175,49.6216,2.8374127551465533,0.2851075635550998,2.869210433959961,0.2919581949710846
70.7285,-30.6729,-0.4111,180.7861,42.2974,2.5793758190917617,0.3774061500326533,2.611397123336792,0.38794772028923036
70.7385,-28.9206,-0.076,157.7148,31.189,2.6935483325410097,0.4722694705667763,2.7228116035461425,0.4877931475639343
70.7485,-28.9206,0.2811,157.7148,8.728,2.7578749848194404,0.6234997568555375,2.7815679788589476,0.6421576619148255
70.7585,-27.4759,0.2811,132.9956,8.728,2.724707400975699,0.5893883988196282,2.7505794763565063,0.6053869187831878
70.7685,-26.0971,0.2811,134.9487,8.728,2.5478179354502766,0.5586135323988622,2.5865742444992064,0.5746627628803254
70.7785,-24.6689,0.2811,139.1602,8.728,2.421804834581939,0.5346024913858523,2.464643692970276,0.5478997766971588
70.7885,-23.4494,0.2536,111.9385,-3.9673,2.4587638685265167,0.6238746919186908,2.492318606376648,0.6345214009284973
70.7985,-22.164,0.1053,42.6636,-14.9536,2.3488105498342646,-0.17612530808130922,2.3713202238082887,-0.16547859460115433
70.8085,-21.9443,0.1053,17.8223,-14.9536,1.602016405207624,-0.9412567317763972,1.579827320575714,-0.9107518494129181
70.8185,-21.9443,-1.257,17.8223,-63.5376,0.9493976039114411,-0.6165440650404826,0.8425493597984314,-0.6022304117679596
70.8285,-21.8234,-4.91,12.8174,-171.875,0.7182989599659572,-1.4165440650404826,0.619125485420227,-1.364698451757431
70.8385,-21.5763,-7.0908,28.6255,-225.8301,0.5386785318552019,-2.2165440650404826,0.4410150393843651,-2.1646984815597534
70.8485,-21.1588,-7.0908,47.1802,-225.8301,0.44039857485556927,-3.0165440650404824,0.31744763180613517,-2.9646984338760376
70.8585,-20.6919,-9.7385,50.5371,-267.0898,0.4761228473758197,-3.799510384031663,0.3397145256400108,-3.71090772151947
70.8685,-20.0107,-9.7385,39.7339,-267.0898,0.549826896221885,-4.511509626653466,0.41390879899263383,-4.489983081817627
70.8785,-20.0107,-18.2199,39.7339,-270.0195,0.573361238560142,-4.129924554059221,0.4486088499426842,-4.30512945652008
70.8885,-19.6921,-20.7962,41.3818,-251.8921,0.560648756223943,-4.3321973587328975,0.4398467123508453,-4.492816710472107
70.8985,-19.3021,-23.1088,47.8516,-225.1587,0.5184770137840976,-4.2452112979049526,0.3984820917248726,-4.362959456443787
70.9085,-19.3021,-25.2072,47.8516,-207.9468,0.5648505965772165,-4.078244948615271,0.4541063517332077,-4.128098320960999
70.9185,-19.3021,-27.2342,47.8516,-203.2471,0.6094379350424501,-3.8585496995784196,0.5043592721223831,-3.816948962211609
70.9285,-17.4564,-29.2392,51.2695,-200.6836,0.5076658903948111,-3.664459505773223,0.3818721637129784,-3.513184642791748
70.9385,-16.6599,-31.1728,19.165,-189.8804,0.7082837133034628,-3.5162352128994576,0.6027030050754547,-3.3246741771697996
70.9485,-16.4786,-32.991,5.7983,-180.481,0.7478365997401862,-3.3451442578656922,0.6578459978103638,-3.1308098077774047
70.9585,-16.4786,-36.7044,5.7983,-187.561,0.6867955988857948,-2.749862827449609,0.6089982181787491,-2.5763058423995973
70.9685,-16.4786,-36.7044,5.7983,-187.561,0.6336575233683062,-2.948946758023071,0.5696637630462646,-2.883766293525696
70.9785,-16.0117,-38.6105,16.3574,-190.7349,0.48262610714946697,-2.7671779698545875,0.42652436196804044,-2.8041433811187746
70.9885,-16.0117,-38.6105,16.3574,-190.7349,0.46719314386293814,-3.006963102634,0.4201773405075073,-3.085565519332886
70.9985,-15.7645,-42.5217,16.9067,-197.8149,0.43580342145155904,-2.4623182411716273,0.39363173246383665,-2.5425723791122437
71.0085,-15.7645,-44.5377,16.9067,-201.7212,0.42605846132515934,-2.574439300326875,0.38970227539539337,-2.5267136812210085
71.0185,-15.5283,-46.4273,17.6392,-191.1621,0.40128726890315247,-2.7552752190703638,0.3649569720029831,-2.61904034614563
71.0285,-15.3031,-49.91,19.4702,-164.6118,0.3706836014674172,-2.3242941604966183,0.3369566798210144,-2.2337037086486817
