t_s,imu_LTx,imu_RTx,imu_Lvel,imu_Rvel,L_tau_ref_mean,R_tau_ref_mean,L_tau_pfimu_mean,R_tau_pfimu_mean
50.2489,-22.4222,1.8631,59.6924,-42.0532,0.574811531797412,-0.5132733518045531,0.6026887655258178,-0.49868727326393125
50.2589,-22.4222,1.8631,59.6924,-42.0532,0.6056428138422886,-0.5271831567849817,0.6261204302310943,-0.514042067527771
50.2689,-21.8509,0.5667,46.0815,-85.6934,0.6380569544897176,-0.4365509650887831,0.65557581782341,-0.4184303432703018
50.2789,-20.571,-0.5594,61.9507,-123.7793,0.5354928405150037,-0.5350387447977317,0.5534682929515838,-0.523821559548378
50.289,-19.2856,-0.5594,57.1289,-123.7793,0.5417909546714279,-0.8979109430297949,0.5649477899074554,-0.8916631460189819
50.299,-19.2856,-2.1249,57.1289,-169.3115,0.582903950793831,-1.2589531836863264,0.6065852403640747,-1.325528085231781
50.3089,-18.7198,-8.5684,60.5469,-223.6328,0.5830925498067561,-2.0182052361123115,0.6077182412147522,-2.006226921081543
50.3189,-18.0716,-8.5684,69.5801,-223.6328,0.5664658418692669,-2.752672199756492,0.5949285149574279,-2.7537303447723387
50.3289,-17.4234,-16.9785,64.27,-196.167,0.6266751686450731,-2.2798340634708594,0.6550190687179566,-2.2580330610275268
50.3389,-16.94,-16.9785,41.748,-196.167,0.7404782055990545,-2.4205620287077307,0.7672018110752106,-2.4576735734939574
50.3489,-16.6159,-18.8022,28.8696,-184.082,0.7712008435376227,-2.411338458446734,0.794685959815979,-2.469018840789795
50.359,-16.2644,-20.6094,33.02,-182.1289,0.7057105365614419,-2.380101834439809,0.7240123450756073,-2.4255942821502687
50.3689,-15.8853,-20.6094,36.1328,-182.1289,0.662961201426848,-2.550395689424932,0.6776967823505402,-2.5805231809616087
50.3789,-15.4953,-22.4057,36.0107,-180.7861,0.647931975284903,-2.4926880103372477,0.6622134149074554,-2.5051313161849977
50.3889,-15.1163,-25.8115,33.4473,-161.9873,0.6493085923610586,-2.321231048538837,0.6595032334327697,-2.3177197217941283
50.3989,-14.7043,-25.8115,38.3301,-161.9873,0.6066448410461892,-2.4639952180305986,0.614695018529892,-2.4752617835998536
50.4089,-14.2264,-27.399,43.8843,-159.4238,0.5681891549391818,-2.4209779523628647,0.5767829358577728,-2.4340008735656737
50.4189,-13.7815,-29.0469,37.2925,-164.6118,0.6184635468081139,-2.35400637617916,0.6257885456085205,-2.375302624702454
50.4289,-13.2266,-30.7608,24.292,-171.4478,0.6833124112171779,-2.3393784016667056,0.6915265142917633,-2.3027548789978027
50.4389,-12.9355,-34.5071,31.0059,-195.1294,0.6114661442187256,-2.0796283894283123,0.6222031950950623,-2.054319155216217
50.4489,-12.5894,-38.4787,38.5742,-191.04,0.5448524621153054,-2.123214917791399,0.5596708595752716,-2.214658188819885
50.4589,-12.5894,-38.4787,38.5742,-191.04,0.5760559984302243,-2.7268189131212015,0.590545517206192,-2.8545668840408327
50.4689,-12.2269,-40.209,36.7432,-171.6919,0.5916221599246905,-2.7592218765488727,0.6105081140995026,-2.837624359130859
50.4789,-11.9193,-41.7746,30.3955,-151.1841,0.6387202465145647,-2.6508106951962374,0.6639546096324921,-2.7272817373275755
50.4889,-11.6556,-43.1699,25.4517,-135.0708,0.6668293450496199,-2.5160877086340663,0.6935758948326111,-2.590265393257141
50.4989,-11.4139,-44.4223,23.8037,-121.0938,0.6603284682112613,-2.39470288637293,0.6873515129089356,-2.4500699758529665
50.5089,-10.8866,-44.4223,28.3813,-121.0938,0.5652031350079828,-2.4135868966670886,0.5985696732997894,-2.4702707290649415
50.5189,-10.5954,-47.515,29.9072,-87.7075,0.5308174717402776,-1.9437606694313687,0.5669990360736847,-1.9442296385765077
50.5289,-10.5954,-48.3389,29.9072,-80.3833,0.5393100660031079,-1.8310669115203784,0.5741397857666015,-1.8337360858917235
50.5389,-10.3098,-48.3389,28.6865,-80.3833,0.5328866319313847,-1.8352429716170828,0.5706905126571655,-1.8343875288963318
50.5489,-10.3098,-48.3389,28.6865,-80.3833,0.5381565837201271,-1.8330209982962216,0.5784677743911744,-1.8286226868629456
