t_s,L_tau_ref,R_tau_ref,L_tau_pfimu,R_tau_pfimu
93.0476,0.9157943646617412,0.24293734153752589,1.7156509160995483,0.2712855339050293
93.0576,0.9103150751924685,0.2712078381629341,1.0178509950637817,0.27505841851234436
93.0676,0.856877036274942,0.28475523502406336,1.0838359594345093,0.26053887605667114
93.0798,0.7995453290682786,0.2881573193013309,0.8648713231086731,0.28047046065330505
93.0898,0.7371551426067435,0.2673633167081819,0.7121159434318542,0.2850416600704193
93.0998,0.6880433021644023,0.25818494221732213,0.6212647557258606,0.27133825421333313
93.1098,0.55363027929462,0.2514731403606117,0.528782844543457,0.23360377550125122
93.1198,0.484303899197448,0.2777440618869421,0.4531349241733551,0.21509204804897308
93.1298,0.4125630706663038,0.3420320507191641,0.34405478835105896,0.20814065635204315
93.1398,0.4297987037996247,0.44896027621921797,0.29090389609336853,0.23142842948436737
93.1498,0.40835627468164015,0.5692138201469785,0.24879202246665955,0.3035864233970642
93.1598,0.38713144878052624,-2.201312834355051,0.265722393989563,0.40936580300331116
93.1698,0.3114664395049713,-1.82478418517663,0.2427970916032791,0.5390638709068298
93.1823,0.27388242157416376,-1.6229874912813003,0.2081814557313919,-2.1077210903167725
93.1924,0.2530753244007647,-1.4698630929034653,0.1681838035583496,-1.7480888366699219
93.2024,0.23879164011648282,-1.2548158263284492,0.16465453803539276,-1.560359239578247
93.2124,0.270015373632785,-1.0371481742580737,0.17626389861106873,-1.4286324977874756
93.2223,0.35573626436977385,-0.7905111709506802,0.19499918818473816,-1.2158385515213013
93.2324,0.43665713432735953,-0.5726064922021019,0.249049574136734,-0.9703013896942139
93.2423,0.5121296976212242,-1.8103153332783477,0.36176246404647827,-0.691076934337616
93.2523,0.5648448674299521,-1.2219213217728895,0.47357702255249023,-0.49770641326904297
93.2623,0.5464314048339669,-0.8129839137740211,0.6177151799201965,-1.9284113645553589
93.2723,0.4644196133557801,-0.5349740037108381,0.6072871685028076,-1.8635483980178833
93.2848,0.3688301334824277,-0.29181837478724115,0.5326997637748718,-1.876939058303833
93.2948,0.26655241302129995,-0.14371860639979528,0.41772401332855225,-1.9593322277069092
93.3048,0.16065508805255224,-0.18831424252917417,0.3072943687438965,-2.1248209476470947
93.3148,0.12759627671869833,-0.2845274248317615,0.21619267761707306,-2.2656683921813965
93.3248,0.15133708274545543,-0.2779289012424917,0.1302463561296463,-2.546773910522461
93.3348,0.198776300554546,-0.12795009149674397,0.08193545043468475,-2.805304527282715
93.3448,0.23156834008646643,0.14158814690598376,0.07562960684299469,-2.9251608848571777
93.3548,0.3039600824459429,0.48841954886712735,0.09482596069574356,-2.910306692123413
