time_abs_s,time_window_s,q_L_deg,dq_L_deg_s,dq_int_L_deg_s,confidence_L,B_L,D_L,tau_ff_L,tau_damp_L,tau_exo_L,tau_measured_L,q_R_deg,dq_R_deg_s,dq_int_R_deg_s,confidence_R,B_R,D_R,tau_ff_R,tau_damp_R,tau_exo_R,tau_measured_R
210.1467,0.146600000000007,-37.64156,-101.79446,-93.5167674868912,0.190188043408521,0.380376086817041,0.190188043408521,-0.620840529106001,0.0274770350693294,-0.593363494036672,13.8249306,-5.04512,19.67774,19.0333128721172,0.20506809291841,0.410136185836819,0.20506809291841,0.136244770758841,-0.00230647777659867,0.133938292982242,-11.1509926
210.1567,0.156599999999997,-38.92036,-96.03274,-89.4108722468613,0.203887811489782,0.407775622979563,0.203887811489782,-0.636339612471547,0.0235640065574801,-0.612775605914067,15.2128068,-4.84736,18.79884,18.4818506925334,0.219984193506998,0.439968387013996,0.219984193506998,0.141920227062637,-0.00121706411442485,0.140703162948212,-11.45337
210.1667,0.166599999999988,-39.79926,-88.46438,-85.8327599755701,0.218080292344711,0.436160584689421,0.218080292344711,-0.653396586879552,0.0100165224933686,-0.643380064386184,16.5103964,-4.6496,17.91994,17.8710941567115,0.234952268367483,0.469904536734967,0.234952268367483,0.146567658072251,-0.000200301693745632,0.146367356378505,-11.7460706
210.1767,0.176600000000008,-40.61226,-80.7129,-81.4928505599956,0.232782576647927,0.465565153295854,0.232782576647927,-0.662181958006481,-0.00316880060899291,-0.665350758615474,17.7105132,-4.33758,18.99416,17.2944684911411,0.249799679698067,0.499599359396133,0.249799679698067,0.150801777246051,-0.00741036072999991,0.143391416516051,-12.0305948
210.1867,0.186599999999999,-41.24618,-74.1455,-77.5984403235234,0.247413187233938,0.494826374467877,0.247413187233938,-0.670167248198162,-0.0149103996495319,-0.685077647847694,18.8059712,-4.0717,20.73976,17.0305556919111,0.264327664493538,0.528655328987076,0.264327664493538,0.157137124211466,-0.0171119988281623,0.140025125383304,-12.3085192
210.1967,0.196599999999989,-41.69772,-68.71336,-74.0943046356108,0.261642285342529,0.523284570685058,0.261642285342529,-0.676706150452156,-0.0245721877549699,-0.701278338207126,19.7924104,-3.8333,24.75588,17.4319110758924,0.278364838494301,0.556729676988603,0.278364838494301,0.169381799236359,-0.0355826457729055,0.133799153463454,-12.5800458
210.2067,0.206600000000009,-42.26682,-61.37694,-69.5925997663115,0.275455757773032,0.550911515546064,0.275455757773032,-0.669148145533047,-0.0394976873648789,-0.708645832897925,20.6677898,-3.5938,26.30616,17.8199294202951,0.291985138310634,0.583970276621269,0.291985138310634,0.181624357001115,-0.043246696887775,0.13837766011334,-12.8442612
210.2167,0.2166,-42.7667,-53.1738,-64.7459058971035,0.288728949460822,0.577457898921643,0.288728949460822,-0.652544307815605,-0.0583149755028149,-0.71085928331842,21.4329298,-3.29718,27.64892,18.4583280569324,0.305442544539057,0.610885089078113,0.305442544539057,0.196801884451499,-0.0489948441711968,0.147807040280302,-13.1014042
210.2289,0.228800000000007,-43.13034,-46.36228,-60.536940614013,0.304287817791927,0.608575635583855,0.304287817791927,-0.643002109816187,-0.0752791319506241,-0.718281241766812,22.0916286,-3.11482,27.03856,18.98507573064,0.321906652510199,0.643813305020398,0.321906652510199,0.213328877904786,-0.0452471400899832,0.168081737814803,-13.3528486
210.2389,0.238799999999998,-43.53902,-37.60984,-55.3566450906195,0.316502144398875,0.63300428879775,0.316502144398875,-0.611580714209781,-0.0980334313477215,-0.709614145557503,22.6492628,-2.75666,26.35496,19.397178955869,0.335596672487132,0.671193344974265,0.335596672487132,0.227228908256348,-0.0407535805629673,0.186475327693381,-13.6007118
210.2489,0.248799999999989,-43.97078,-25.0244,-49.3795189737643,0.327828058417124,0.655656116834248,0.327828058417124,-0.565067513464739,-0.139352172769797,-0.704419686234536,23.111091,-2.42268,24.26756,19.2672469951172,0.349553131920027,0.699106263840055,0.349553131920027,0.235093285678474,-0.0305061749101105,0.204587110768364,-13.8488368
210.2589,0.258800000000008,-44.28498,-14.34324,-43.453590974995,0.338162315983484,0.676324631966968,0.338162315983484,-0.512930169962979,-0.171810625293067,-0.684740795256046,23.4817814,-2.13264,20.44676,19.050100508175,0.36399489075892,0.72798978151784,0.36399489075892,0.242047121527907,-0.0088728510803866,0.233174270447521,-14.1018382
210.2689,0.268799999999999,-44.274,-2.42918,-38.6102873951179,0.347464561373539,0.694929122747079,0.347464561373539,-0.468296502404256,-0.219416730479827,-0.687713232884083,23.7647252,-1.89972,16.83348,18.3153275220227,0.37874369363424,0.757487387268479,0.37874369363424,0.242140515575946,0.00979549294316673,0.251936008519113,-14.3633002
210.2789,0.27879999999999,-44.18062,12.23146,62.7073542558235,0.354902311379957,0.709804622759914,0.354902311379957,0.776845525274059,0.312658483619579,1.08950400889364,23.9602958,-1.6668,13.2202,17.2532927897164,0.393262424301772,0.786524848603545,0.393262424301772,0.236843684031663,0.0276820362930174,0.264525720324681,-14.6352258
