phase_percent,angle_mean_deg,angle_std_deg,velocity_mean_deg_s,velocity_std_deg_s,torque_mean,torque_std
78,-7.53440814384566,5.69263350021281,-202.450769097244,63.4237720234408,-20.779238034167,4.51756525368605
79,-9.36175677951469,5.94111653102339,-200.97519972658,56.6225501189656,-18.1166881743374,4.88932826251497
80,-11.2973378715056,6.28247953124538,-197.630709106382,49.4918850225577,-15.2823546465899,5.38403717192684
81,-13.4444951168453,6.60334159534632,-193.593294917712,41.4369771708192,-12.319447831409,5.89464969432862
82,-15.9101610838518,6.78704045995476,-189.691300024589,33.0607691347553,-9.25774479337575,6.34244120243252
83,-18.4944355810338,6.81238215410912,-186.741788919888,27.9432941533498,-6.20035392379422,6.73202208001463
84,-21.1114142458758,6.81505432129382,-186.734604287817,27.6016975282859,-3.16215364378231,6.99538509369303
85,-23.5263518330942,6.86438328089839,-189.033445949273,30.031500242982,-0.195439034920128,7.17798904804121
86,-25.7027692957314,7.03202849798473,-192.941019981051,33.4202664959179,2.7621569460418,7.26818469594891
87,-27.8057893340183,7.14121031763485,-198.039737383008,35.1065350296763,5.72895356450407,7.29385658253198
88,-29.9561940862375,7.23549144312315,-202.413186770707,35.3087394926324,8.69290450720741,7.26315848174841
89,-32.1120887900959,7.24154422348897,-203.084142097996,34.1442858643498,11.7154775920932,7.24414738147834
90,-34.4398146684734,6.97909735256667,-199.47549747431,32.0737486667795,14.7046379846463,7.20366213238187
91,-36.8306991513021,6.73561131120428,-190.966799926211,29.8458653553968,17.6680991005667,7.13664898504318
92,-39.2788610737492,6.37772628411933,-177.686486036755,27.6017218589231,20.5540230194171,7.06904013621404
93,-41.5853085238413,5.9627151052486,-160.622747768242,24.935306725351,23.2894219120436,6.97695376534813
94,-43.6340145593372,5.56613607960762,-140.874898228668,22.9204762706064,25.7991741441622,6.9101988835874
95,-45.3834090998285,5.19434298299883,-118.438317458759,20.9436494523305,28.0521950784023,6.69919721806301
96,-46.8060238117964,4.98370257691451,-94.0133886334299,19.5676588679498,30.0244828431533,6.46254560366342
97,-47.8132371524365,4.87993814439332,-69.1333620382402,19.1537099654955,31.6705625869005,6.19228675599514
98,-48.4323874863919,4.85934812363256,-44.1134425323361,18.9655694599445,32.9741566998287,5.93597452253421
99,-48.7648510444404,4.86370565685798,-19.2520273059798,19.026368307236,33.9321932288666,5.69924957156698
100,-48.8456314754098,4.83839003309222,3.47319901639344,18.381217599151,34.5359063803279,5.48853421344482
