phase_percent,angle_mean_deg,angle_std_deg,velocity_mean_deg_s,velocity_std_deg_s,torque_mean,torque_std
48,-5.17413840334694,3.11870419852305,52.561095469314,36.7736311072024,-16.3796900878841,3.73252775975712
49,-4.53257221935371,3.2379363486286,51.1929186397461,35.8636240387505,-16.961388512838,3.76461143136398
50,-3.9324109963828,3.37096388686788,50.02404601734,35.5997655343366,-17.546299434091,3.8466811267914
51,-3.36470501289915,3.54385950438455,49.1206220656714,35.1658973705939,-18.1284069643841,3.96650199171209
52,-2.8280078800787,3.71657229647419,48.7696977222308,33.8705936197742,-18.7161045382592,4.12019377085512
53,-2.31703463979363,3.8413594284563,48.6832608588637,31.4705969257363,-19.2977570594116,4.2994329528899
54,-1.81284772438907,3.95274615693559,47.837425750853,28.5018947351734,-19.8791138547438,4.50662183274838
55,-1.31224336781265,4.05272473438751,46.0453337055565,25.470160933568,-20.4543056444444,4.72435501435627
56,-0.82252713825368,4.13709756259535,43.5543509396946,22.9417055803999,-21.0233353362214,4.95170589384579
57,-0.365726599325922,4.2154193487819,40.7324607556837,21.2943708982159,-21.5828917558342,5.1861714009534
58,0.0755852051009571,4.28951846660296,38.0294764832076,20.142920906385,-22.1351114437944,5.42425825928547
59,0.501878612635032,4.33733471721099,35.6406713215426,19.6029688513913,-22.6789781620631,5.65760773282677
60,0.904296311418696,4.35637352474523,33.164387247895,19.8212014589965,-23.2123003065024,5.88213102690684
61,1.29079709093863,4.3192625303994,30.1383185788532,22.2233079378802,-23.7399930145686,6.10225220248369
62,1.65191595565917,4.24677773131834,25.8527327561342,26.904248844654,-24.2559064786657,6.30493541022413
63,1.93399182758797,4.13070672622906,19.5645590136506,34.5483756206176,-24.7526282965322,6.47979344148606
64,2.12172835023014,3.95972728385439,10.4642831309618,43.6446685116882,-25.2312072381993,6.62087853417983
65,2.19091665351748,3.77089207420233,-1.70550507010428,53.198384834012,-25.6822768571374,6.71726834262137
66,2.10457049823213,3.58884374792334,-16.4580924408898,62.4662240491573,-26.0852315219663,6.74957399871173
67,1.86574578288022,3.42537160064878,-32.8336549691298,71.0581826287514,-26.4206203709236,6.70825324907185
68,1.49492791483137,3.31893667028423,-49.9740130116998,78.6898613980797,-26.6684633090941,6.58301776260933
69,0.974603266026786,3.30564495788918,-67.0639252052909,84.882406778356,-26.8078998003876,6.37506550792224
70,0.265487679406219,3.37758741663754,-84.2770784082158,89.3977682555483,-26.7948819838298,6.10145179898346
71,-0.641214260823045,3.53688061063496,-101.89477267405,91.4385515883675,-26.6075478966326,5.79275250067164
72,-1.76233589279687,3.88984037293945,-119.847157074463,91.585875835226,-26.2130175666092,5.49687488607148
73,-3.11999301477935,4.38337529959295,-138.99631093604,88.3001863966043,-25.5861550429551,5.29576099396075
74,-4.71109723103874,4.9313864688208,-158.706996112913,82.2321214190182,-24.6672691635294,5.25481315100877
75,-6.4524844048909,5.44893767679635,-177.037942948157,74.2514124259637,-23.4188293647602,5.41343694912548
76,-8.39389763553718,5.8914949646535,-192.990468270944,65.332259636887,-21.8270650666885,5.8080565284254
77,-10.5791858270125,6.24354006545145,-206.463434986411,56.4042713361602,-19.8692527962348,6.34754028992163
78,-12.9570336186824,6.43620766618857,-215.174380827648,47.53754329601,-17.5509301768364,6.92323873914283
79,-15.5511203792651,6.50782815403018,-219.004304294487,41.0168081248255,-14.9014316315356,7.51185401129203
80,-18.2368919627402,6.59654715549227,-218.480852784278,36.6612606651913,-11.9712338246896,8.02458169938854
81,-20.8192893793383,6.58057621794215,-214.794457902695,33.1275103946389,-8.8183556630972,8.42651926124566
82,-23.3201415894778,6.64067032377165,-209.730163665873,28.6066776349405,-5.49351763468597,8.71162581406727
83,-25.6734143790004,6.57355053730828,-204.722473506751,25.1542506791295,-2.07661607825899,8.85758724367985
84,-27.8683659277828,6.43938769852041,-201.627483308565,23.9523444198881,1.35834519089704,8.85545772894815
85,-30.0092279078916,6.44170375365348,-200.50390996846,23.4236284286951,4.73665518838849,8.73912406117401
86,-32.161149781739,6.45097657722678,-200.614896489478,23.8971672902165,8.08385173531778,8.52174380718472
87,-34.2997096675846,6.48268141932876,-201.34375214753,24.4359822991375,11.3491199222881,8.19461280541903
88,-36.5306924313717,6.34000948291839,-201.731739488486,23.1205736857721,14.5289443076639,7.86311266945043
89,-38.8793231255519,6.10871323359529,-200.045381096548,22.5951532903863,17.6340416134701,7.4829227433218
90,-41.1958698188934,5.87100923430488,-196.238266685683,22.9990276572084,20.6124598253246,7.13181314133072
91,-43.5689694940131,5.48678484536357,-188.537111612987,24.1079258827249,23.5217037268731,6.77966403949226
92,-45.9195810529488,5.01166670796825,-176.27477765534,25.8220468062062,26.314939343224,6.46000062896846
93,-48.1233678748407,4.46200433767278,-160.007100063609,25.9574049466328,28.9261069926002,6.16959363833414
94,-50.0889183314541,3.78370775177314,-140.579125203173,24.5043651340313,31.3146543506031,5.88708020775135
95,-51.7741286601541,3.29803807082283,-118.216461442026,22.4507677679133,33.4268540172455,5.63430198704818
96,-53.1294483296448,3.07232152714809,-94.343088849786,19.8959743255499,35.2371892858566,5.37945770263546
97,-54.0961241922077,2.9936222968903,-70.9313447280806,18.8052711714882,36.688830522715,5.14404711379114
98,-54.7230543603148,2.93698018065181,-47.2175667248379,19.0178689925245,37.7986616413012,4.91698253640319
99,-55.062354766415,2.90865725070874,-23.9883129858944,20.4197318319573,38.5535919834198,4.70725459555269
100,-55.1438608888889,2.88202582302665,-0.284968666666667,21.3493915071657,38.98531292,4.51762874980088
