phase_percent,angle_mean_deg,angle_std_deg,velocity_mean_deg_s,velocity_std_deg_s,torque_mean,torque_std
0,-58.1692824719101,2.51339752453964,-7.87462966292135,15.6165113258506,35.1777360202247,2.95805297772758
1,-58.032438668225,2.51643121598092,13.0602659492066,15.6470325251039,35.2161657892843,2.87547957984325
2,-57.6550120615795,2.52290972758811,34.854910102722,13.8931278879887,35.0240816839126,2.79898420334166
3,-57.0378864200442,2.54920968425896,57.1064208728529,13.1051954664221,34.6196324042323,2.73062284583863
4,-56.1348086430738,2.6131994874105,80.2593769520995,14.4068955012697,34.0099468441551,2.66626243390529
5,-54.9515592919955,2.68452448631829,102.841352729217,15.6020757442943,33.2097843903645,2.61216497010603
6,-53.555051107805,2.7767721351805,123.801332620099,16.7544672876836,32.224675681427,2.56810387933474
7,-51.9218283274388,2.90523325031343,142.222802697604,17.2292830858707,31.070815721223,2.53290370048134
8,-50.0956352056151,2.98153806208247,156.17122314502,20.7195828487206,29.7368028562345,2.50157247525448
9,-48.1765117868239,3.00490078688379,164.49065364874,29.0457547184293,28.2319943842139,2.46925953596634
10,-46.233860113547,3.02110709375374,166.581228565168,38.156265574282,26.5971972770675,2.44362409915775
11,-44.297460587804,3.03901784982078,165.496638966358,44.4796894055044,24.8366480060818,2.43643080611015
12,-42.3647291572798,3.07493856197826,163.207925991509,47.0623837788854,22.9836688920967,2.43435948577693
13,-40.4577770146041,3.19030388105669,160.537347447325,47.2725424835653,21.0490148186893,2.44456360531028
14,-38.5810497833075,3.39966963538545,157.251447507789,47.021396002968,19.0749276914712,2.47500375945239
15,-36.6858821668504,3.64172143212604,153.070083311278,47.1681690729975,17.0787751845104,2.5342543432678
16,-34.780033841998,3.91890564790358,144.993792693971,47.7916567199484,15.045506237079,2.61377146087673
17,-33.0387549805721,4.20692117294619,133.434677401582,48.5480867251828,13.0272711944823,2.73056589901123
18,-31.4662667009077,4.50175366473937,117.976381276375,48.0082688678152,11.0166381657177,2.89833730303709
19,-30.1504619452102,4.80812899395776,99.1939674524887,47.2200163988183,9.0568255788667,3.1005406374142
20,-29.1517695299275,5.08051738043557,78.142180986265,45.3223390196768,7.17508037291627,3.33906491686264
21,-28.4475182107831,5.33947153499404,57.0770152294983,40.7417241812407,5.40365397051929,3.59000334962411
