Time_ms,imu_LTx,imu_RTx,imu_Lvel,imu_Rvel,teensy_t_cs_u16,teensy_t_s_unwrapped,auto_eval_Lvel,auto_eval_Rvel,auto_vel_source,sync_sample_id,sync_LTx,sync_RTx,sync_Lvel,sync_Rvel,sync_ctrl_pwr_L,sync_ctrl_pwr_R,L_command_actuator,R_command_actuator,raw_LExoTorque,raw_RExoTorque,filtered_LExoTorque,filtered_RExoTorque,pd_zm_bias_L,pd_zm_bias_R,L_P,L_D,R_P,R_D,scale_runtime,torque_delay_ms_L,torque_delay_ms_R,auto_opt_method,auto_delay_enable,auto_motion_valid_L,auto_motion_valid_R,auto_ratio_L,auto_ratio_R,auto_pos_per_s_L,auto_pos_per_s_R,auto_neg_per_s_L,auto_neg_per_s_R,auto_best_delay_ms_L,auto_best_delay_ms_R,auto_window_s,auto_gait_freq_hz,pf_compute_ms,pf_compute_p95_ms,pf_overrun_count,pf_exception_count,pf_ess_L,pf_ess_R,pf_conf_L,pf_conf_R,pf_mode_prob_high_L,pf_mode_prob_high_R,tag
2.7283,-275.6926,-267.4034,0.0000,-0.0610,11098,110.9800,0.0000,-0.0610,angle_diff,0,0.0000,0.0000,0.0000,0.0000,0.000000,-0.000000,0.000000,0.000000,248.776535,241.565824,4.996270,4.851455,0.000000,0.000000,248.776535,-0.000000,241.562057,0.003766,0.4000,200.000,200.000,grid,0,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,200.000,200.000,8.000,0.0000,0.0000,0.0000,0,0,0.0000,0.0000,0.000000,0.000000,0.000000,0.000000,SERCON
2.7344,-275.6926,-267.4089,0.0000,-0.4272,11099,110.9900,0.0000,-0.5493,angle_diff,0,0.0000,0.0000,0.0000,0.0000,0.000000,-0.000000,0.000000,0.000000,248.776535,241.621731,22.788078,22.128696,0.000000,0.000000,248.776535,-0.000000,241.595367,0.026364,0.4000,200.000,200.000,grid,0,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,200.000,200.000,8.000,0.0000,0.0000,0.0000,0,0,0.0000,0.0000,0.000000,0.000000,0.000000,0.000000,SERCON
2.7444,-275.6926,-267.4089,0.0000,-0.4272,11100,111.0000,0.0000,0.0000,angle_diff,0,0.0000,0.0000,0.0000,0.0000,0.000000,-0.000000,0.000000,0.000000,248.776535,241.621731,52.353317,50.840993,0.000000,0.000000,248.776535,-0.000000,241.595367,0.026364,0.4000,200.000,200.000,grid,0,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,200.000,200.000,8.000,0.0000,0.0000,0.0000,0,0,0.0000,0.0000,0.000000,0.000000,0.000000,0.000000,SERCON
2.7544,-275.6926,-267.4144,0.0000,-0.3662,11101,111.0100,0.0000,-0.5493,angle_diff,0,0.0000,0.0000,0.0000,0.0000,0.000000,-0.000000,0.000000,0.000000,248.776535,241.617980,87.094385,84.581671,0.000000,0.000000,248.776535,-0.000000,241.595383,0.022598,0.4000,200.000,200.000,grid,0,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,200.000,200.000,8.000,0.0000,0.0000,0.0000,0,0,0.0000,0.0000,0.000000,0.000000,0.000000,0.000000,SERCON
2.7644,-275.6926,-267.4144,0.0000,-0.2441,11102,111.0200,0.0000,0.0000,angle_diff,0,0.0000,0.0000,0.0000,0.0000,0.000000,-0.000000,0.000000,0.000000,248.776535,241.600942,122.364110,118.836311,0.000000,0.000000,248.776535,-0.000000,241.585876,0.015065,0.4000,200.000,200.000,grid,0,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,200.000,200.000,8.000,0.0000,0.0000,0.0000,0,0,0.0000,0.0000,0.000000,0.000000,0.000000,0.000000,SERCON
2.7744,-275.6926,-267.4144,0.0000,-0.1221,11103,111.0300,0.0000,0.0000,angle_diff,0,0.0000,0.0000,0.0000,0.0000,0.000000,-0.000000,0.000000,0.000000,248.776535,241.583888,155.139550,150.667684,0.000000,0.000000,248.776535,-0.000000,241.576355,0.007533,0.4000,200.000,200.000,grid,0,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,200.000,200.000,8.000,0.0000,0.0000,0.0000,0,0,0.0000,0.0000,0.000000,0.000000,0.000000,0.000000,SERCON
2.7844,-275.6926,-267.4144,0.0000,0.0000,11104,111.0400,0.0000,0.0000,angle_diff,0,0.0000,0.0000,0.0000,0.0000,0.000000,0.000000,0.000000,0.000000,248.776535,241.566879,183.682312,178.386398,0.000000,0.000000,248.776535,-0.000000,241.566879,-0.000000,0.4000,200.000,200.000,grid,0,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,200.000,200.000,8.000,0.0000,0.0000,0.0000,0,0,0.0000,0.0000,0.000000,0.000000,0.000000,0.000000,SERCON
2.7944,-275.6926,-267.4199,0.0000,-0.0610,11105,111.0500,0.0000,-0.5493,angle_diff,0,0.0000,0.0000,0.0000,0.0000,0.000000,-0.000000,0.000000,0.000000,248.776535,241.580182,207.217500,201.239954,0.000000,0.000000,248.776535,-0.000000,241.576416,0.003766,0.4000,200.000,200.000,grid,0,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,200.000,200.000,8.000,0.0000,0.0000,0.0000,0,0,0.0000,0.0000,0.000000,0.000000,0.000000,0.000000,SERCON
2.8044,-275.6926,-267.4199,0.0000,0.0000,11106,111.0600,0.0000,0.0000,angle_diff,0,0.0000,0.0000,0.0000,0.0000,0.000000,0.000000,0.000000,0.000000,248.776535,241.571671,225.650411,219.137349,0.000000,0.000000,248.776535,-0.000000,241.571671,-0.000000,0.4000,200.000,200.000,grid,0,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,200.000,200.000,8.000,0.0000,0.0000,0.0000,0,0,0.0000,0.0000,0.000000,0.000000,0.000000,0.000000,SERCON
2.8144,-275.6926,-267.4199,0.0000,0.0000,11107,111.0700,0.0000,0.0000,angle_diff,0,0.0000,0.0000,0.0000,0.0000,0.000000,0.000000,0.000000,0.000000,248.776535,241.571671,239.330188,232.418269,0.000000,0.000000,248.776535,-0.000000,241.571671,-0.000000,0.4000,200.000,200.000,grid,0,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,200.000,200.000,8.000,0.0000,0.0000,0.0000,0,0,0.0000,0.0000,0.000000,0.000000,0.000000,0.000000,SERCON
2.8244,-275.6926,-267.4199,0.0000,-0.1221,11108,111.0800,0.0000,0.0000,angle_diff,0,0.0000,0.0000,0.0000,0.0000,0.000000,-0.000000,0.000000,0.000000,248.776535,241.588679,248.862592,241.671673,0.000000,0.000000,248.776535,-0.000000,241.581146,0.007533,0.4000,200.000,200.000,grid,0,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,200.000,200.000,8.000,0.0000,0.0000,0.0000,0,0,0.0000,0.0000,0.000000,0.000000,0.000000,0.000000,SERCON
2.8344,-275.6926,-267.4199,0.0000,0.0000,11109,111.0900,0.0000,0.0000,angle_diff,0,0.0000,0.0000,0.0000,0.0000,0.000000,0.000000,0.000000,0.000000,248.776535,241.571671,254.969301,247.599008,0.000000,0.000000,248.776535,-0.000000,241.571671,-0.000000,0.4000,200.000,200.000,grid,0,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,200.000,200.000,8.000,0.0000,0.0000,0.0000,0,0,0.0000,0.0000,0.000000,0.000000,0.000000,0.000000,SERCON
2.8444,-275.6926,-267.4199,0.0000,0.0000,11110,111.1000,0.0000,0.0000,angle_diff,0,0.0000,0.0000,0.0000,0.0000,0.000000,0.000000,0.000000,0.000000,248.776535,241.571671,258.388361,250.916658,0.000000,0.000000,248.776535,-0.000000,241.571671,-0.000000,0.4000,200.000,200.000,grid,0,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,200.000,200.000,8.000,0.0000,0.0000,0.0000,0,0,0.0000,0.0000,0.000000,0.000000,0.000000,0.000000,SERCON
2.8544,-275.6926,-267.4199,0.0000,0.0610,11111,111.1100,0.0000,0.0000,angle_diff,0,0.0000,0.0000,0.0000,0.0000,0.000000,0.000000,0.000000,0.000000,248.776535,241.563128,259.809030,252.293551,0.000000,0.000000,248.776535,-0.000000,241.566895,-0.003766,0.4000,200.000,200.000,grid,0,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,200.000,200.000,8.000,0.0000,0.0000,0.0000,0,0,0.0000,0.0000,0.000000,0.000000,0.000000,0.000000,SERCON
2.8644,-275.6926,-267.4199,0.0000,0.1221,11112,111.1200,0.0000,0.0000,angle_diff,0,0.0000,0.0000,0.0000,0.0000,0.000000,0.000000,0.000000,0.000000,248.776535,241.554616,259.833899,252.314612,0.000000,0.000000,248.776535,-0.000000,241.562149,-0.007533,0.4000,200.000,200.000,grid,0,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,200.000,200.000,8.000,0.0000,0.0000,0.0000,0,0,0.0000,0.0000,0.000000,0.000000,0.000000,0.000000,SERCON
2.8744,-275.6926,-267.4144,0.0000,0.0000,11113,111.1300,0.0000,0.5493,angle_diff,0,0.0000,0.0000,0.0000,0.0000,0.000000,0.000000,0.000000,0.000000,248.776535,241.566879,258.961573,251.464149,0.000000,0.000000,248.776535,-0.000000,241.566879,-0.000000,0.4000,200.000,200.000,grid,0,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,200.000,200.000,8.000,0.0000,0.0000,0.0000,0,0,0.0000,0.0000,0.000000,0.000000,0.000000,0.000000,SERCON
2.8844,-275.6926,-267.4144,0.0000,0.0000,11114,111.1400,0.0000,0.0000,angle_diff,0,0.0000,0.0000,0.0000,0.0000,0.000000,0.000000,0.000000,0.000000,248.776535,241.566879,257.583906,250.123375,0.000000,0.000000,248.776535,-0.000000,241.566879,-0.000000,0.4000,200.000,200.000,grid,0,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,200.000,200.000,8.000,0.0000,0.0000,0.0000,0,0,0.0000,0.0000,0.000000,0.000000,0.000000,0.000000,SERCON
2.8944,-275.6926,-267.4144,0.0000,0.0000,11115,111.1500,0.0000,0.0000,angle_diff,0,0.0000,0.0000,0.0000,0.0000,0.000000,0.000000,0.000000,0.000000,248.776535,241.566879,255.992810,248.576095,0.000000,0.000000,248.776535,-0.000000,241.566879,-0.000000,0.4000,200.000,200.000,grid,0,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,200.000,200.000,8.000,0.0000,0.0000,0.0000,0,0,0.0000,0.0000,0.000000,0.000000,0.000000,0.000000,SERCON
2.9044,-275.6926,-267.4144,0.0000,-0.1831,11116,111.1600,0.0000,0.0000,angle_diff,0,0.0000,0.0000,0.0000,0.0000,0.000000,-0.000000,0.000000,0.000000,248.776535,241.592430,254.392650,247.021183,0.000000,0.000000,248.776535,-0.000000,241.581131,0.011299,0.4000,200.000,200.000,grid,0,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,200.000,200.000,8.000,0.0000,0.0000,0.0000,0,0,0.0000,0.0000,0.000000,0.000000,0.000000,0.000000,SERCON
2.9144,-275.6926,-267.4144,0.0000,-0.1831,11117,111.1700,0.0000,0.0000,angle_diff,0,0.0000,0.0000,0.0000,0.0000,0.000000,-0.000000,0.000000,0.000000,248.776535,241.592430,252.915223,245.587314,0.000000,0.000000,248.776535,-0.000000,241.581131,0.011299,0.4000,200.000,200.000,grid,0,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,200.000,200.000,8.000,0.0000,0.0000,0.0000,0,0,0.0000,0.0000,0.000000,0.000000,0.000000,0.000000,SERCON
2.9244,-275.6926,-267.4199,0.0000,-0.2441,11118,111.1800,0.0000,-0.5493,angle_diff,11098,-275.6926,-267.4034,0.0000,-0.0610,0.000000,-0.008269,1.998508,1.940582,248.776535,241.605733,251.635198,244.347044,0.000000,0.000000,248.776535,-0.000000,241.590668,0.015065,0.4000,200.000,200.000,grid,0,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,200.000,200.000,8.000,0.0000,0.0000,0.0000,0,0,0.0000,0.0000,0.000000,0.000000,0.000000,0.000000,SERCON
2.9344,-275.6926,-267.4199,0.0000,-0.1831,11119,111.1900,0.0000,0.0000,angle_diff,11099,-275.6926,-267.4089,0.0000,-0.4272,0.000000,-0.028287,9.115231,8.851478,248.776535,241.597191,250.584606,243.330938,0.000000,0.000000,248.776535,-0.000000,241.585892,0.011299,0.4000,200.000,200.000,grid,0,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,200.000,200.000,8.000,0.0000,0.0000,0.0000,0,0,0.0000,0.0000,0.000000,0.000000,0.000000,0.000000,SERCON
2.9444,-275.6926,-267.4254,0.0000,-0.1221,11120,111.2000,0.0000,-0.5493,angle_diff,11100,-275.6926,-267.4089,0.0000,-0.4272,0.000000,-0.043327,20.941327,20.336397,248.776535,241.593485,249.765558,242.540075,0.000000,0.000000,248.776535,-0.000000,241.585953,0.007533,0.4000,200.000,200.000,grid,0,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,200.000,200.000,8.000,0.0000,0.0000,0.0000,0,0,0.0000,0.0000,0.000000,0.000000,0.000000,0.000000,SERCON
2.9544,-275.6926,-267.4254,0.0000,-0.1221,11121,111.2100,0.0000,0.0000,angle_diff,11101,-275.6926,-267.4144,0.0000,-0.3662,0.000000,-0.072081,34.837754,33.832669,248.776535,241.593485,249.160809,241.956886,0.000000,0.000000,248.776535,-0.000000,241.585953,0.007533,0.4000,200.000,200.000,grid,0,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,200.000,200.000,8.000,0.0000,0.0000,0.0000,0,0,0.0000,0.0000,0.000000,0.000000,0.000000,0.000000,SERCON
2.9644,-275.6926,-267.4254,0.0000,0.0000,11122,111.2200,0.0000,0.0000,angle_diff,11102,-275.6926,-267.4144,0.0000,-0.2441,0.000000,0.000000,48.945644,47.534524,248.776535,241.576431,248.742082,241.553321,0.000000,0.000000,248.776535,-0.000000,241.576431,-0.000000,0.4000,200.000,200.000,grid,0,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,200.000,200.000,8.000,0.0000,0.0000,0.0000,0,0,0.0000,0.0000,0.000000,0.000000,0.000000,0.000000,SERCON
2.9744,-275.6926,-267.4254,0.0000,-0.0610,11123,111.2300,0.0000,0.0000,angle_diff,11103,-275.6926,-267.4144,0.0000,-0.1221,0.000000,-0.064200,62.055820,60.267074,248.776535,241.584943,248.476299,241.296864,0.000000,0.000000,248.776535,-0.000000,241.581177,0.003766,0.4000,200.000,200.000,grid,0,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,200.000,200.000,8.000,0.0000,0.0000,0.0000,0,0,0.0000,0.0000,0.000000,0.000000,0.000000,0.000000,SERCON
2.9844,-275.6926,-267.4254,0.0000,-0.0610,11124,111.2400,0.0000,0.0000,angle_diff,11104,-275.6926,-267.4144,0.0000,0.0000,0.000000,-0.076011,73.472925,71.354559,248.776535,241.584943,248.329957,241.155356,0.000000,0.000000,248.776535,-0.000000,241.581177,0.003766,0.4000,200.000,200.000,grid,0,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,200.000,200.000,8.000,0.0000,0.0000,0.0000,0,0,0.0000,0.0000,0.000000,0.000000,0.000000,0.000000,SERCON
2.9944,-275.6926,-267.4254,0.0000,-0.0610,11125,111.2500,0.0000,0.0000,angle_diff,11105,-275.6926,-267.4199,0.0000,-0.0610,0.000000,-0.085750,82.887000,80.495982,248.776535,241.584943,248.271976,241.099110,0.000000,0.000000,248.776535,-0.000000,241.581177,0.003766,0.4000,200.000,200.000,grid,0,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,200.000,200.000,8.000,0.0000,0.0000,0.0000,0,0,0.0000,0.0000,0.000000,0.000000,0.000000,0.000000,SERCON
3.0044,-275.6926,-267.4254,0.0000,-0.1221,11126,111.2600,0.0000,0.0000,angle_diff,11106,-275.6926,-267.4199,0.0000,0.0000,0.000000,-0.186751,90.260164,87.654940,248.776535,241.593485,248.275323,241.102237,0.000000,0.000000,248.776535,-0.000000,241.585953,0.007533,0.4000,200.000,200.000,grid,0,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,200.000,200.000,8.000,0.0000,0.0000,0.0000,0,0,0.0000,0.0000,0.000000,0.000000,0.000000,0.000000,SERCON
3.0144,-275.6926,-267.4254,0.0000,0.0000,11127,111.2700,0.0000,0.0000,angle_diff,11107,-275.6926,-267.4199,0.0000,0.0000,0.000000,0.000000,95.732075,92.967308,248.776535,241.576431,248.317733,241.143192,0.000000,0.000000,248.776535,-0.000000,241.576431,-0.000000,0.4000,200.000,200.000,grid,0,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,200.000,200.000,8.000,0.0000,0.0000,0.0000,0,0,0.0000,0.0000,0.000000,0.000000,0.000000,0.000000,SERCON
3.0244,-275.6926,-267.4254,0.0000,0.0000,11128,111.2800,0.0000,0.0000,angle_diff,11108,-275.6926,-267.4199,0.0000,-0.1221,0.000000,0.000000,99.545037,96.668669,248.776535,241.576431,248.381790,241.204605,0.000000,0.000000,248.776535,-0.000000,241.576431,-0.000000,0.4000,200.000,200.000,grid,0,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,200.000,200.000,8.000,0.0000,0.0000,0.0000,0,0,0.0000,0.0000,0.000000,0.000000,0.000000,0.000000,SERCON
3.0344,-275.6926,-267.4254,0.0000,0.0000,11129,111.2900,0.0000,0.0000,angle_diff,11109,-275.6926,-267.4199,0.0000,0.0000,0.000000,0.000000,101.987720,99.039603,248.776535,241.576431,248.454585,241.273862,0.000000,0.000000,248.776535,-0.000000,241.576431,-0.000000,0.4000,200.000,200.000,grid,0,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,200.000,200.000,8.000,0.0000,0.0000,0.0000,0,0,0.0000,0.0000,0.000000,0.000000,0.000000,0.000000,SERCON
3.0444,-275.6926,-267.4254,0.0000,0.0610,11130,111.3000,0.0000,0.0000,angle_diff,11110,-275.6926,-267.4199,0.0000,0.0000,0.000000,0.106917,103.355345,100.366663,248.776535,241.567920,248.527135,241.342416,0.000000,0.000000,248.776535,-0.000000,241.571686,-0.003766,0.4000,200.000,200.000,grid,0,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,200.000,200.000,8.000,0.0000,0.0000,0.0000,0,0,0.0000,0.0000,0.000000,0.000000,0.000000,0.000000,SERCON
3.0544,-275.6926,-267.4254,0.0000,0.0610,11131,111.3100,0.0000,0.0000,angle_diff,11111,-275.6926,-267.4199,0.0000,0.0610,0.000000,0.107504,103.923612,100.917420,248.776535,241.567920,248.593700,241.404669,0.000000,0.000000,248.776535,-0.000000,241.571686,-0.003766,0.4000,200.000,200.000,grid,0,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,200.000,200.000,8.000,0.0000,0.0000,0.0000,0,0,0.0000,0.0000,0.000000,0.000000,0.000000,0.000000,SERCON
3.0644,-275.6926,-267.4199,0.0000,0.0000,11132,111.3200,0.0000,0.5493,angle_diff,11112,-275.6926,-267.4199,0.0000,0.1221,0.000000,0.000000,103.933560,100.925845,248.776535,241.571671,248.651080,241.457785,0.000000,0.000000,248.776535,-0.000000,241.571671,-0.000000,0.4000,200.000,200.000,grid,0,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,200.000,200.000,8.000,0.0000,0.0000,0.0000,0,0,0.0000,0.0000,0.000000,0.000000,0.000000,0.000000,SERCON
3.0744,-275.6926,-267.4254,0.0000,-0.1221,11133,111.3300,0.0000,-0.5493,angle_diff,11113,-275.6926,-267.4144,0.0000,0.0000,0.000000,-0.214301,103.584629,100.585660,248.776535,241.593485,248.697958,241.501363,0.000000,0.000000,248.776535,-0.000000,241.585953,0.007533,0.4000,200.000,200.000,grid,0,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,200.000,200.000,8.000,0.0000,0.0000,0.0000,0,0,0.0000,0.0000,0.000000,0.000000,0.000000,0.000000,SERCON
3.0844,-275.6926,-267.4254,0.0000,0.0000,11134,111.3400,0.0000,0.0000,angle_diff,11114,-275.6926,-267.4144,0.0000,0.0000,0.000000,0.000000,103.033562,100.049350,248.776535,241.576431,248.734337,241.535931,0.000000,0.000000,248.776535,-0.000000,241.576431,-0.000000,0.4000,200.000,200.000,grid,0,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,200.000,200.000,8.000,0.0000,0.0000,0.0000,0,0,0.0000,0.0000,0.000000,0.000000,0.000000,0.000000,SERCON
3.0944,-275.6926,-267.4254,0.0000,0.0000,11135,111.3500,0.0000,0.0000,angle_diff,11115,-275.6926,-267.4144,0.0000,0.0000,0.000000,0.000000,102.397124,99.430438,248.776535,241.576431,248.761058,241.561698,0.000000,0.000000,248.776535,-0.000000,241.576431,-0.000000,0.4000,200.000,200.000,grid,0,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,200.000,200.000,8.000,0.0000,0.0000,0.0000,0,0,0.0000,0.0000,0.000000,0.000000,0.000000,0.000000,SERCON
3.1044,-275.6926,-267.4254,0.0000,0.0000,11136,111.3600,0.0000,0.0000,angle_diff,11116,-275.6926,-267.4144,0.0000,-0.1831,0.000000,0.000000,101.757060,98.808473,248.776535,241.576431,248.779439,241.579407,0.000000,0.000000,248.776535,-0.000000,241.576431,-0.000000,0.4000,200.000,200.000,grid,0,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,200.000,200.000,8.000,0.0000,0.0000,0.0000,0,0,0.0000,0.0000,0.000000,0.000000,0.000000,0.000000,SERCON
3.1149,-275.6926,-267.4254,0.0000,0.0000,11137,111.3700,0.0000,0.0000,angle_diff,11117,-275.6926,-267.4144,0.0000,-0.1831,0.000000,0.000000,101.166089,98.234926,248.776535,241.576431,248.790994,241.590526,0.000000,0.000000,248.776535,-0.000000,241.576431,-0.000000,0.4000,200.000,200.000,grid,0,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,200.000,200.000,8.000,0.0000,0.0000,0.0000,0,0,0.0000,0.0000,0.000000,0.000000,0.000000,0.000000,SERCON
3.1254,-275.6926,-267.4254,0.0000,0.0000,11138,111.3800,0.0000,0.0000,angle_diff,11118,-275.6926,-267.4199,0.0000,-0.2441,0.000000,0.000000,100.654079,97.738818,248.776535,241.576431,248.797244,241.596524,0.000000,0.000000,248.776535,-0.000000,241.576431,-0.000000,0.4000,200.000,200.000,grid,0,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,200.000,200.000,8.000,0.0000,0.0000,0.0000,0,0,0.0000,0.0000,0.000000,0.000000,0.000000,0.000000,SERCON
3.1344,-275.6926,-267.4254,0.0000,0.0000,11139,111.3900,0.0000,0.0000,angle_diff,11119,-275.6926,-267.4199,0.0000,-0.1831,0.000000,0.000000,100.233842,97.332375,248.776535,241.576431,248.799588,241.598758,0.000000,0.000000,248.776535,-0.000000,241.576431,-0.000000,0.4000,200.000,200.000,grid,0,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,200.000,200.000,8.000,0.0000,0.0000,0.0000,0,0,0.0000,0.0000,0.000000,0.000000,0.000000,0.000000,SERCON
3.1444,-275.6926,-267.4199,0.0000,0.0000,11140,111.4000,0.0000,0.5493,angle_diff,11120,-275.6926,-267.4254,0.0000,-0.1221,0.000000,0.000000,99.906223,97.016030,248.776535,241.571671,248.799240,241.598301,0.000000,0.000000,248.776535,-0.000000,241.571671,-0.000000,0.4000,200.000,200.000,grid,0,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,200.000,200.000,8.000,0.0000,0.0000,0.0000,0,0,0.0000,0.0000,0.000000,0.000000,0.000000,0.000000,SERCON
3.1544,-275.6926,-267.4199,0.0000,0.0000,11141,111.4100,0.0000,0.0000,angle_diff,11121,-275.6926,-267.4254,0.0000,-0.1221,0.000000,0.000000,99.664324,96.782754,248.776535,241.571671,248.797193,241.595964,0.000000,0.000000,248.776535,-0.000000,241.571671,-0.000000,0.4000,200.000,200.000,grid,0,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,200.000,200.000,8.000,0.0000,0.0000,0.0000,0,0,0.0000,0.0000,0.000000,0.000000,0.000000,0.000000,SERCON
3.1648,-275.6926,-267.4199,0.0000,0.0000,11142,111.4200,0.0000,0.0000,angle_diff,11122,-275.6926,-267.4254,0.0000,0.0000,0.000000,0.000000,99.496833,96.621328,248.776535,241.571671,248.794220,241.592514,0.000000,0.000000,248.776535,-0.000000,241.571671,-0.000000,0.4000,200.000,200.000,grid,0,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,200.000,200.000,8.000,0.0000,0.0000,0.0000,0,0,0.0000,0.0000,0.000000,0.000000,0.000000,0.000000,SERCON
3.1751,-275.6926,-267.4199,0.0000,0.0000,11143,111.4300,0.0000,0.0000,angle_diff,11123,-275.6926,-267.4254,0.0000,-0.0610,0.000000,0.000000,99.390519,96.518746,248.776535,241.571671,248.790893,241.588626,0.000000,0.000000,248.776535,-0.000000,241.571671,-0.000000,0.4000,200.000,200.000,grid,0,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,200.000,200.000,8.000,0.0000,0.0000,0.0000,0,0,0.0000,0.0000,0.000000,0.000000,0.000000,0.000000,SERCON
3.1852,-275.6926,-267.4199,0.0000,0.0000,11144,111.4400,0.0000,0.0000,angle_diff,11124,-275.6926,-267.4254,0.0000,-0.0610,0.000000,0.000000,99.331983,96.462142,248.776535,241.571671,248.787606,241.584771,0.000000,0.000000,248.776535,-0.000000,241.571671,-0.000000,0.4000,200.000,200.000,grid,0,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,200.000,200.000,8.000,0.0000,0.0000,0.0000,0,0,0.0000,0.0000,0.000000,0.000000,0.000000,0.000000,SERCON
3.1944,-275.6926,-267.4199,0.0000,0.0000,11145,111.4500,0.0000,0.0000,angle_diff,11125,-275.6926,-267.4254,0.0000,-0.0610,0.000000,0.000000,99.308790,96.439644,248.776535,241.571671,248.784608,241.581246,0.000000,0.000000,248.776535,-0.000000,241.571671,-0.000000,0.4000,200.000,200.000,grid,0,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,200.000,200.000,8.000,0.0000,0.0000,0.0000,0,0,0.0000,0.0000,0.000000,0.000000,0.000000,0.000000,SERCON
3.2044,-275.6926,-267.4199,0.0000,0.0000,11146,111.4600,0.0000,0.0000,angle_diff,11126,-275.6926,-267.4254,0.0000,-0.1221,0.000000,0.000000,99.310129,96.440895,248.776535,241.571671,248.782037,241.578216,0.000000,0.000000,248.776535,-0.000000,241.571671,-0.000000,0.4000,200.000,200.000,grid,0,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,200.000,200.000,8.000,0.0000,0.0000,0.0000,0,0,0.0000,0.0000,0.000000,0.000000,0.000000,0.000000,SERCON
3.2143,-275.6926,-267.4199,0.0000,0.0000,11147,111.4700,0.0000,0.0000,angle_diff,11127,-275.6926,-267.4254,0.0000,0.0000,0.000000,0.000000,99.327093,96.457277,248.776535,241.571671,248.779946,241.575747,0.000000,0.000000,248.776535,-0.000000,241.571671,-0.000000,0.4000,200.000,200.000,grid,0,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,200.000,200.000,8.000,0.0000,0.0000,0.0000,0,0,0.0000,0.0000,0.000000,0.000000,0.000000,0.000000,SERCON
